UsuarioOuPerfil,PerfilNovoSugerido,Tela,BotaoOuMenu,Acao,Tabela,PermissaoLegado,Area,Criticidade,StatusEvidencia
a validar por Nivel/usuario,,Exportar Relat,Exportar Relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Exportar Texto...|Exporta o relat,Exportar Texto...|Exporta o relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,F_Senha,F_Senha,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,F9 - Senha,F9 - Senha,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,FC_DigSenha,FC_DigSenha,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Financeiro,Financeiro,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Financeiro - Sistema Controle Financeiro,Financeiro - Sistema Controle Financeiro,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,fiveinferior,fiveinferior,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,fourinferior,fourinferior,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,FuncArgCancelBtnClick,FuncArgCancelBtnClick,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,FuncParamOkBtnClick,FuncParamOkBtnClick,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,FunctionCancelBtnClick,FunctionCancelBtnClick,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,GetMenuItemCount,GetMenuItemCount,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,GetMenuItemID,GetMenuItemID,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,GetMenuItemInfoA,GetMenuItemInfoA,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ginas do relat,ginas do relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,GravaConfigurao1Click,GravaConfigurao1Click,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Gravar os Relat,Gravar os Relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,GruClientes,GruClientes,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,GruClientes.DB,GruClientes.DB,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,GruClientes2,GruClientes2,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,GruClientes2.DB,GruClientes2.DB,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,GruClientes3,GruClientes3,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,GruClientes3.DB,GruClientes3.DB,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,GruClientes4,GruClientes4,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,GruClientes4.DB,GruClientes4.DB,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Grupo Clientes,Grupo Clientes,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Grupo de Cliente n,Grupo de Cliente n,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Grupo de Clientes,Grupo de Clientes,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Grupo2 de Cliente n,Grupo2 de Cliente n,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Grupo3 de Cliente n,Grupo3 de Cliente n,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,GruUsuario,GruUsuario,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,HorAnota,HorAnota,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,hypheninferior,hypheninferior,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Im_Senha,Im_Senha,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Image_Clientes,Image_Clientes,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,ImpNotaFiltro,ImpNotaFiltro,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,ImpNotaFiscal,ImpNotaFiscal,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Imprimir|Imprime o relat,Imprimir|Imprime o relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Informe o Nome do Cliente,Informe o Nome do Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Informe o Valor do Produto,Informe o Valor do Produto,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,iNomUsuario,iNomUsuario,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,InsertMenuItemA,InsertMenuItemA,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,InstrucoesCaixa,InstrucoesCaixa,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,InstruesdeCaixa1,InstruesdeCaixa1,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,InstruesdeCaixa1Click,InstruesdeCaixa1Click,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,InstruesdeCaixa2,InstruesdeCaixa2,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,InstruesdeCaixa2Click,InstruesdeCaixa2Click,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,JANELA CADASTRO,JANELA CADASTRO,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Lb_Consulta,Lb_Consulta,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Lb_Consulta\,Lb_Consulta\,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Lb_TitSenha,Lb_TitSenha,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Magem Inferior C,Magem Inferior C,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,MensagemPadroLanamento1Click,MensagemPadroLanamento1Click,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MenuItem,MenuItem,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,MenuItem1,MenuItem1,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,MenuItem1$,MenuItem1$,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,MenuItem1T,MenuItem1T,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Mm_Clientes,Mm_Clientes,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Modelo de cadastros,Modelo de cadastros,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Modelo de Processamento de relat,Modelo de Processamento de relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Modelo Relat,Modelo Relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Motivo do Cancelamento,Motivo do Cancelamento,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,MotivoDesat,MotivoDesat,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,NewCancelBtnClick,NewCancelBtnClick,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,nineinferior,nineinferior,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Nome do Cliente,Nome do Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Nome do Cliente (Primeiro Nome),Nome do Cliente (Primeiro Nome),consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,NomUsuario,NomUsuario,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Nota Fiscal,Nota Fiscal,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,NotaCliente,NotaCliente,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,NOTAFISCAL,NOTAFISCAL,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Notas,Notas,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,o Clientes,o Clientes,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,"o Confere, Tecle Enter para Continuar","o Confere, Tecle Enter para Continuar",consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,o das Notas Fiscais,o das Notas Fiscais,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,o de Caixa,o de Caixa,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,o de Clientes,o de Clientes,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,o de Relat,o de Relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,o do Caixa,o do Caixa,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,o do Cliente,o do Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,o do produto?,o do produto?,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,o nota fiscal no LavSoft,o nota fiscal no LavSoft,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,o Social do Cliente,o Social do Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,O Usuario,O Usuario,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,ObjectMenuItem,ObjectMenuItem,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,oneinferior,oneinferior,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,)http://www.lavsoft.com.br/EnviaEntregaNew,)http://www.lavsoft.com.br/EnviaEntregaNew,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,&http://www.lavsoft.com.br/EnviaEntrega,&http://www.lavsoft.com.br/EnviaEntrega,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,add_EnviaEntregaCompleted,add_EnviaEntregaCompleted,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,add_EnviaEntregaNewCompleted,add_EnviaEntregaNewCompleted,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,btnCancel_Click,btnCancel_Click,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,btnCancelar_Click,btnCancelar_Click,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,CompilationRelaxationsAttribute,CompilationRelaxationsAttribute,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,EnviaEntrega,EnviaEntrega,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EnviaEntregaAsync,EnviaEntregaAsync,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EnviaEntregaCompletedEventArgs,EnviaEntregaCompletedEventArgs,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EnviaEntregaCompletedEventHandler,EnviaEntregaCompletedEventHandler,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EnviaEntregaNew,EnviaEntregaNew,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EnviaEntregaNewAsync,EnviaEntregaNewAsync,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EnviaEntregaNewCompletedEventArgs,EnviaEntregaNewCompletedEventArgs,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EnviaEntregaNewCompletedEventHandler,EnviaEntregaNewCompletedEventHandler,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Gerenciador.wsAtuTabelas,Gerenciador.wsAtuTabelas,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,get_cbxSaturday,get_cbxSaturday,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,get_Gerenciador_wsAtuTabelas_AtuTabelas,get_Gerenciador_wsAtuTabelas_AtuTabelas,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,get_minilavRecepcao,get_minilavRecepcao,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,get_tabelasRecepcao,get_tabelasRecepcao,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,OnEnviaEntregaNewOperationCompleted,OnEnviaEntregaNewOperationCompleted,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,OnEnviaEntregaOperationCompleted,OnEnviaEntregaOperationCompleted,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Recep,Recep,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,remove_EnviaEntregaCompleted,remove_EnviaEntregaCompleted,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,remove_EnviaEntregaNewCompleted,remove_EnviaEntregaNewCompleted,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,rio ou senha inv,rio ou senha inv,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Senha,Senha,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,ToolStripMenuItem,ToolStripMenuItem,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,toolStripMenuItem1,toolStripMenuItem1,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,toolStripMenuItem2,toolStripMenuItem2,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,usuario,usuario,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,(NumNotAdi =,(NumNotAdi =,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"M.NumNotAdi,","M.NumNotAdi,",consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,de Caixa,de Caixa,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Conferencia,Conferencia,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Notas N On (M.NumNot = N.NumNot) or (M.NumNotAdi = N.NumNot),Notas N On (M.NumNot = N.NumNot) or (M.NumNotAdi = N.NumNot),consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,< ENTREGA TOTAL >,< ENTREGA TOTAL >,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Cliente:,Cliente:,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Nota Rols FPG,Nota Rols FPG,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Nota Rols-Tip FPG-T Vend.,Nota Rols-Tip FPG-T Vend.,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,- Atualiza Cadastro de Locais ...,- Atualiza Cadastro de Locais ...,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,- Cadastro de Locais ...,- Cadastro de Locais ...,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,- Data do Cancelamento:,- Data do Cancelamento:,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,- GeraParcNotas -,- GeraParcNotas -,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,- Usuario:,- Usuario:,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,-> Procura Cliente,-> Procura Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,-> Rol ou Cliente n,-> Rol ou Cliente n,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,... - Verificando estoque,... - Verificando estoque,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,****** CLIENTE DESATIVADO ******,****** CLIENTE DESATIVADO ******,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,|Grupo em que pertence o cliente,|Grupo em que pertence o cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Agrupam.: Bairro do Cliente |,Agrupam.: Bairro do Cliente |,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Agrupam.: Cliente |,Agrupam.: Cliente |,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Agrupam.: Data entrega |,Agrupam.: Data entrega |,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Agrupam.: Entrega prev. |,Agrupam.: Entrega prev. |,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Agrupam.: Tipo de Nota |,Agrupam.: Tipo de Nota |,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"and M.CodUsuario=""","and M.CodUsuario=""",consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,"and N.CodUsuario=""","and N.CodUsuario=""",consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,"and N.TipNota=""","and N.TipNota=""",consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"And ((Desativado is Null) or (Desativado=""N""))","And ((Desativado is Null) or (Desativado=""N""))",consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"And (CodUsuario=""","And (CodUsuario=""",consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,"b.RDB$TYPE_NAME IN ('RELATION', 'VIEW',","b.RDB$TYPE_NAME IN ('RELATION', 'VIEW',",relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,baixada na Nota N,baixada na Nota N,financeiro/fechamento,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,baixada no financeiro,baixada no financeiro,financeiro/fechamento,a validar,a validar,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,baixado na nota N,baixado na nota N,financeiro/fechamento,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,cadastrado em outro cliente.,cadastrado em outro cliente.,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastros foram ajustados,Cadastros foram ajustados,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,CFDestravaImpressoraFiscal1Click,CFDestravaImpressoraFiscal1Click,relatorio/impressao,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cliente.:,Cliente.:,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,clientes.,clientes.,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,CodUsuario= ',CodUsuario= ',consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,CodUsuario=',CodUsuario=',consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,colocar em estoque...,colocar em estoque...,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,CONTROLE DE ENTREGA,CONTROLE DE ENTREGA,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,creditado em seu cadastro o valor de R$,creditado em seu cadastro o valor de R$,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,da Nota:,da Nota:,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,deseja imprimir o relat,deseja imprimir o relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,diferente do cadastro,diferente do cadastro,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,do cadastro de clientes todos os e-mails relacionados no arquivo,do cadastro de clientes todos os e-mails relacionados no arquivo,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Em Estoque |,Em Estoque |,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,em estoque.,em estoque.,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,emitido nota - N,emitido nota - N,relatorio/impressao,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,emitido pela Entrega das Pe,emitido pela Entrega das Pe,relatorio/impressao,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ENTREGAS DO DIA,ENTREGAS DO DIA,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,"esta em Estoque, Opera","esta em Estoque, Opera",consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,excede o valor do produto.,excede o valor do produto.,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,FINANCEIRO,FINANCEIRO,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Fixada (Nota Fiscal),Fixada (Nota Fiscal),consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,foi baixado na nota,foi baixado na nota,financeiro/fechamento,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,foi emitida uma Nota para este Rol.,foi emitida uma Nota para este Rol.,relatorio/impressao,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"foi Entregue, Utilize o F7 para Voltar ao Estoque","foi Entregue, Utilize o F7 para Voltar ao Estoque",consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Grupo de produtos (nome do gupo),Grupo de produtos (nome do gupo),consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,"I.RDB$INDEX_NAME, I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG,","I.RDB$INDEX_NAME, I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG,",relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,I.RDB$RELATION_NAME = ',I.RDB$RELATION_NAME = ',relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,imprimir a nota mesmo assim,imprimir a nota mesmo assim,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,inferior ao hor,inferior ao hor,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,INTERVALO DE NOTAS (Faturamento),INTERVALO DE NOTAS (Faturamento),consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,marcada em estoque,marcada em estoque,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MensagemPrFixadaNotaFiscal1Click,MensagemPrFixadaNotaFiscal1Click,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,N.TipNota,N.TipNota,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,necessario ajustar os seguintes campos do cadastro do cliente:,necessario ajustar os seguintes campos do cadastro do cliente:,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,NFENotafiscaleletrnicadeservios1,NFENotafiscaleletrnicadeservios1,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Nome Cliente;,Nome Cliente;,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Nota,Nota,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,NOTA:,NOTA:,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,NumNotAdi=,NumNotAdi=,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,NumNotAdi=',NumNotAdi=',consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,o CPF do cliente!,o CPF do cliente!,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Ordem: Produto,Ordem: Produto,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,"ORDER BY a.RDB$RELATION_NAME, a.RDB$FIELD_POSITION","ORDER BY a.RDB$RELATION_NAME, a.RDB$FIELD_POSITION",relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,"ORDER BY a.RDB$RELATION_NAME, a.RDB$PRIVILEGE","ORDER BY a.RDB$RELATION_NAME, a.RDB$PRIVILEGE",relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
