UsuarioOuPerfil,PerfilNovoSugerido,Tela,BotaoOuMenu,Acao,Tabela,PermissaoLegado,Area,Criticidade,StatusEvidencia
a validar por Nivel/usuario,,Altera Cliente,Altera Cliente,alteracao,a validar,AlteraCliente1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,AlteraCliente1,AlteraCliente1,alteracao,a validar,AlteraCliente1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,AlteraCliente18,AlteraCliente18,alteracao,a validar,AlteraCliente1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,AlteraCliente1Click,AlteraCliente1Click,alteracao,a validar,AlteraCliente1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,AlteraCliente1Click$,AlteraCliente1Click$,alteracao,a validar,AlteraCliente1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,AlteraodeProdutos1,AlteraodeProdutos1,alteracao,a validar,Alterao1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,AlteraodeProdutos1,AlteraodeProdutos1,alteracao,a validar,Alterao1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,:\EquipExe\Exe\Anotacoes.Exe,:\EquipExe\Exe\Anotacoes.Exe,consulta/abre tela,a validar,Anotacoes1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,\Anotacoes,\Anotacoes,consulta/abre tela,a validar,Anotacoes1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"\Anotacoes"" A","\Anotacoes"" A",consulta/abre tela,a validar,Anotacoes1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Anotacoes,Anotacoes,consulta/abre tela,a validar,Anotacoes1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Anotacoes1,Anotacoes1,consulta/abre tela,a validar,Anotacoes1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CaixaDiaDia1,CaixaDiaDia1,consulta/abre tela,a validar,CaixaDiaDia1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CaixaDiaDia14,CaixaDiaDia14,consulta/abre tela,a validar,CaixaDiaDia1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CaixaDiaDia1Click,CaixaDiaDia1Click,consulta/abre tela,a validar,CaixaDiaDia1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Fechamento de Caixa Dia/Dia,Fechamento de Caixa Dia/Dia,financeiro/fechamento,a validar,CaixaDiaDia1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Movimento de Caixa Dia/Dia,Movimento de Caixa Dia/Dia,consulta/abre tela,a validar,CaixaDiaDia1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,"- use o Cancelamento do Pagamento, Tecle Enter para Continuar","- use o Cancelamento do Pagamento, Tecle Enter para Continuar",cancelamento/exclusao,a validar,Cancelamento2,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,"""Cancelamento de Notas (Intervalo)","""Cancelamento de Notas (Intervalo)",cancelamento/exclusao,a validar,Cancelamento2,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"""CancelamentodeNotasIntervalo1Click","""CancelamentodeNotasIntervalo1Click",cancelamento/exclusao,a validar,Cancelamento2,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"""CancelamentodoUltimoEncerramCaixa1(","""CancelamentodoUltimoEncerramCaixa1(",cancelamento/exclusao,a validar,Cancelamento2,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,)Bloqueia Cancelamento (Usuario Digitador),)Bloqueia Cancelamento (Usuario Digitador),cancelamento/exclusao,a validar,Cancelamento2,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Cancelamento da Nota,Cancelamento da Nota,cancelamento/exclusao,a validar,CancelamentodaNota1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cancelamento da Nota Fiscal,Cancelamento da Nota Fiscal,cancelamento/exclusao,a validar,CancelamentodaNota1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentodaNota1,CancelamentodaNota1,cancelamento/exclusao,a validar,CancelamentodaNota1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentodaNota1Click,CancelamentodaNota1Click,cancelamento/exclusao,a validar,CancelamentodaNota1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentodaNotaFiscal1,CancelamentodaNotaFiscal1,cancelamento/exclusao,a validar,CancelamentodaNota1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"""Cancelamento de Notas (Intervalo)","""Cancelamento de Notas (Intervalo)",cancelamento/exclusao,a validar,CancelamentodeNotasIntervalo1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"""CancelamentodeNotasIntervalo1Click","""CancelamentodeNotasIntervalo1Click",cancelamento/exclusao,a validar,CancelamentodeNotasIntervalo1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"""Cancelamento de Notas (Intervalo)","""Cancelamento de Notas (Intervalo)",cancelamento/exclusao,a validar,CancelamentodeNotasIntervalo1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"""CancelamentodeNotasIntervalo1Click","""CancelamentodeNotasIntervalo1Click",cancelamento/exclusao,a validar,CancelamentodeNotasIntervalo1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentodeNotasIntervalo1,CancelamentodeNotasIntervalo1,cancelamento/exclusao,a validar,CancelamentodeNotasIntervalo1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentoNotaFiscal1,CancelamentoNotaFiscal1,cancelamento/exclusao,a validar,CancelamentoNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentoNotaFiscal1Click,CancelamentoNotaFiscal1Click,cancelamento/exclusao,a validar,CancelamentoNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentoNotaFiscal1,CancelamentoNotaFiscal1,cancelamento/exclusao,a validar,CancelamentoNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentoNotaFiscal1|,CancelamentoNotaFiscal1|,cancelamento/exclusao,a validar,CancelamentoNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentoNotaFiscal1Click,CancelamentoNotaFiscal1Click,cancelamento/exclusao,a validar,CancelamentoNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CartadeCobranca1,CartadeCobranca1,consulta/abre tela,a validar,CartadeCobranca1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CartadeCobranca1Click,CartadeCobranca1Click,consulta/abre tela,a validar,CartadeCobranca1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFDestravaImpressoraFiscal1,CFDestravaImpressoraFiscal1,relatorio/impressao,a validar,CFDestravaImpressoraFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFDestravaImpressoraFiscal1Click,CFDestravaImpressoraFiscal1Click,relatorio/impressao,a validar,CFDestravaImpressoraFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFDestravaImpressoraFiscal1P,CFDestravaImpressoraFiscal1P,relatorio/impressao,a validar,CFDestravaImpressoraFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFDestravaImpressoraFiscal1,CFDestravaImpressoraFiscal1,relatorio/impressao,a validar,CFDestravaImpressoraFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFDestravaImpressoraFiscal1Click,CFDestravaImpressoraFiscal1Click,relatorio/impressao,a validar,CFDestravaImpressoraFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFFundodeCaixa1,CFFundodeCaixa1,consulta/abre tela,a validar,CFFundodeCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFFundodeCaixa1@,CFFundodeCaixa1@,consulta/abre tela,a validar,CFFundodeCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFFundodeCaixa1Click,CFFundodeCaixa1Click,consulta/abre tela,a validar,CFFundodeCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFFundodeCaixa1,CFFundodeCaixa1,consulta/abre tela,a validar,CFFundodeCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFFundodeCaixa1Click,CFFundodeCaixa1Click,consulta/abre tela,a validar,CFFundodeCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFLeituraMemriaFiscal1,CFLeituraMemriaFiscal1,consulta/abre tela,a validar,CFLeituraMemriaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFLeituraMemriaFiscal1Click,CFLeituraMemriaFiscal1Click,consulta/abre tela,a validar,CFLeituraMemriaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFLeituraMemriaFiscal1Click',CFLeituraMemriaFiscal1Click',consulta/abre tela,a validar,CFLeituraMemriaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFLeituraMemriaFiscal1,CFLeituraMemriaFiscal1,consulta/abre tela,a validar,CFLeituraMemriaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFLeituraMemriaFiscal1Click,CFLeituraMemriaFiscal1Click,consulta/abre tela,a validar,CFLeituraMemriaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CFSangriaCaixa1,CFSangriaCaixa1,consulta/abre tela,a validar,CFSangriaCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFSangriaCaixa1Click,CFSangriaCaixa1Click,consulta/abre tela,a validar,CFSangriaCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFSangriaCaixa1D,CFSangriaCaixa1D,consulta/abre tela,a validar,CFSangriaCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFSangriaCaixa1,CFSangriaCaixa1,consulta/abre tela,a validar,CFSangriaCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CFSangriaCaixa1Click,CFSangriaCaixa1Click,consulta/abre tela,a validar,CFSangriaCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Clientes Cadastros Entre,Clientes Cadastros Entre,inclusao,a validar,ClientesCad1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,ClientesCad1,ClientesCad1,consulta/abre tela,a validar,ClientesCad1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,CobrancaDiversas,CobrancaDiversas,consulta/abre tela,a validar,CobrancaDiversas,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CobrancaDiversasClick,CobrancaDiversasClick,consulta/abre tela,a validar,CobrancaDiversas,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CobrancaDiversas,CobrancaDiversas,consulta/abre tela,a validar,CobrancaDiversas,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CobrancaDiversasClick,CobrancaDiversasClick,consulta/abre tela,a validar,CobrancaDiversas,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,ComissaoPagamento1,ComissaoPagamento1,financeiro/fechamento,a validar,ComissaoPagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,ComissaoPagamento1Click,ComissaoPagamento1Click,financeiro/fechamento,a validar,ComissaoPagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,ComissoRol1,ComissoRol1,consulta/abre tela,a validar,ComissoRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ComissoRol1Click,ComissoRol1Click,consulta/abre tela,a validar,ComissoRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,CondicaodePagamento1,CondicaodePagamento1,financeiro/fechamento,a validar,CondicaodePagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CondicaodePagamento1\,CondicaodePagamento1\,financeiro/fechamento,a validar,CondicaodePagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CondicaodePagamento1Click,CondicaodePagamento1Click,financeiro/fechamento,a validar,CondicaodePagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,ConIntEntrega1,ConIntEntrega1,consulta/abre tela,a validar,ConIntEntrega1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ConIntEntrega1Click,ConIntEntrega1Click,consulta/abre tela,a validar,ConIntEntrega1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ConIntEntrega1,ConIntEntrega1,consulta/abre tela,a validar,ConIntEntrega1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ConIntEntrega1Click,ConIntEntrega1Click,consulta/abre tela,a validar,ConIntEntrega1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Controle de Caixa,Controle de Caixa,consulta/abre tela,a validar,ControledeCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Controle de Caixa (Desativado),Controle de Caixa (Desativado),consulta/abre tela,a validar,ControledeCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,ControledeCaixa1,ControledeCaixa1,consulta/abre tela,a validar,ControledeCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,ControledeCaixa1Click,ControledeCaixa1Click,consulta/abre tela,a validar,ControledeCaixa1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Controle de Lavagem,Controle de Lavagem,consulta/abre tela,a validar,ControledeLavagem1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Controle de Lavagem,Controle de Lavagem,consulta/abre tela,a validar,ControledeLavagem1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ControledeLavagem1,ControledeLavagem1,consulta/abre tela,a validar,ControledeLavagem1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ControledeLavagem1Click,ControledeLavagem1Click,consulta/abre tela,a validar,ControledeLavagem1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ControledeLavagem1p,ControledeLavagem1p,consulta/abre tela,a validar,ControledeLavagem1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Controle de Metas,Controle de Metas,consulta/abre tela,a validar,ControledeMetas1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ControledeMetas1,ControledeMetas1,consulta/abre tela,a validar,ControledeMetas1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,ControledeMetas1Click,ControledeMetas1Click,consulta/abre tela,a validar,ControledeMetas1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,/Bloqueia Cores Repetidas no Controle de Entrada,/Bloqueia Cores Repetidas no Controle de Entrada,inclusao,a validar,Cores1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Bloqueia Cores (Controle Ent.),Bloqueia Cores (Controle Ent.),consulta/abre tela,a validar,Cores1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Cores,Cadastro de Cores,inclusao,a validar,Cores1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,CB_CoresEntrada,CB_CoresEntrada,inclusao,a validar,Cores1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,"CB_CoresEntrada,","CB_CoresEntrada,",inclusao,a validar,Cores1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,:\Equipexe\Sincroniza\Envio\Defeitos.xml,:\Equipexe\Sincroniza\Envio\Defeitos.xml,consulta/abre tela,a validar,Defeitos1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Defeitos encontrados no Produto,Defeitos encontrados no Produto,consulta/abre tela,a validar,Defeitos1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Defeitos,Cadastro de Defeitos,inclusao,a validar,Defeitos1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Defeitos encontrados no Produto,Defeitos encontrados no Produto,consulta/abre tela,a validar,Defeitos1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,"3|Tipos de Entrada (Retira, Entrega, Delivery e Etc)","3|Tipos de Entrada (Retira, Entrega, Delivery e Etc)",inclusao,a validar,Delivery1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,AJUSTE REF. AO DELIVERY DO DESCONTO DO ROL N,AJUSTE REF. AO DELIVERY DO DESCONTO DO ROL N,consulta/abre tela,a validar,Delivery1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,DELIVERY - Horario de Entrega do Rol,DELIVERY - Horario de Entrega do Rol,consulta/abre tela,a validar,Delivery1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,"3|Tipos de Entrada (Retira, Entrega, Delivery e Etc)","3|Tipos de Entrada (Retira, Entrega, Delivery e Etc)",inclusao,a validar,Delivery1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Movimento Delivery,Movimento Delivery,consulta/abre tela,a validar,Delivery1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,"Desconto Porcentagem - Se valor final for 0,zera os valores","Desconto Porcentagem - Se valor final for 0,zera os valores",consulta/abre tela,a validar,DescontoPorc1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,DescontoPorc1,DescontoPorc1,consulta/abre tela,a validar,DescontoPorc1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Lb_DescontoPorc,Lb_DescontoPorc,consulta/abre tela,a validar,DescontoPorc1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,DescontoPorc1,DescontoPorc1,consulta/abre tela,a validar,DescontoPorc1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Lb_DescontoPorc,Lb_DescontoPorc,consulta/abre tela,a validar,DescontoPorc1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,DescontoporValor1,DescontoporValor1,consulta/abre tela,a validar,DescontoporValor1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Desconto por Valor,Desconto por Valor,consulta/abre tela,a validar,DescontoporValor1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,DescontoporValor1,DescontoporValor1,consulta/abre tela,a validar,DescontoporValor1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,DescontoporValor1Click,DescontoporValor1Click,consulta/abre tela,a validar,DescontoporValor1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Filtros - Desconto por Valor ou Porcentagem,Filtros - Desconto por Valor ou Porcentagem,consulta/abre tela,a validar,DescontoporValor1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Descontos no Rol,Descontos no Rol,consulta/abre tela,a validar,DescontosnoRol1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,DescontosnoRol1,DescontosnoRol1,consulta/abre tela,a validar,DescontosnoRol1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,DescontosnoRol1Click,DescontosnoRol1Click,consulta/abre tela,a validar,DescontosnoRol1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,DescontosnoRol1P,DescontosnoRol1P,consulta/abre tela,a validar,DescontosnoRol1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,rio de Descontos no Rol,rio de Descontos no Rol,consulta/abre tela,a validar,DescontosnoRol1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Devoluo1,Devoluo1,consulta/abre tela,a validar,Devoluo1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Devoluo1Click,Devoluo1Click,consulta/abre tela,a validar,Devoluo1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Devoluo1T,Devoluo1T,consulta/abre tela,a validar,Devoluo1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,DevoluoPagamento1,DevoluoPagamento1,financeiro/fechamento,a validar,Devoluo1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,DevoluoPagamento1Click,DevoluoPagamento1Click,financeiro/fechamento,a validar,Devoluo1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,DevoluoPagamento1,DevoluoPagamento1,financeiro/fechamento,a validar,DevoluoPagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,DevoluoPagamento18,DevoluoPagamento18,financeiro/fechamento,a validar,DevoluoPagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,DevoluoPagamento1Click,DevoluoPagamento1Click,financeiro/fechamento,a validar,DevoluoPagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,DevoluoPagamento1,DevoluoPagamento1,financeiro/fechamento,a validar,DevoluoPagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,DevoluoPagamento1Click,DevoluoPagamento1Click,financeiro/fechamento,a validar,DevoluoPagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Ed_PorcDescontoPag,Ed_PorcDescontoPag,financeiro/fechamento,a validar,Ed_PorcDescontoPag,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Ed_PorcDescontoPagExit,Ed_PorcDescontoPagExit,financeiro/fechamento,a validar,Ed_PorcDescontoPag,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Ed_PorcDescontoPag,Ed_PorcDescontoPag,financeiro/fechamento,a validar,Ed_PorcDescontoPag,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Ed_PorcDescontoPagExit,Ed_PorcDescontoPagExit,financeiro/fechamento,a validar,Ed_PorcDescontoPag,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Emitir Nota Fiscal,Emitir Nota Fiscal,relatorio/impressao,a validar,EmitirNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Emitir Nota Fiscal,Emitir Nota Fiscal,relatorio/impressao,a validar,EmitirNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,EmitirNotaFiscal1,EmitirNotaFiscal1,relatorio/impressao,a validar,EmitirNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,EmitirNotaFiscal1Click,EmitirNotaFiscal1Click,relatorio/impressao,a validar,EmitirNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,EmitirNotaFiscal1d,EmitirNotaFiscal1d,relatorio/impressao,a validar,EmitirNotaFiscal1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,%Gera Encerramento Resumido Financeiro,%Gera Encerramento Resumido Financeiro,financeiro/fechamento,a validar,Encerramento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,%Imprime Estoque Encerramento do Caixa,%Imprime Estoque Encerramento do Caixa,financeiro/fechamento,a validar,Encerramento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,3Controla Encerramento (Sabados/Domingos e Feriados),3Controla Encerramento (Sabados/Domingos e Feriados),financeiro/fechamento,a validar,Encerramento1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,AMENTO GERADO PELO ENCERRAMENTO DE CAIXA DO LAVSOFT,AMENTO GERADO PELO ENCERRAMENTO DE CAIXA DO LAVSOFT,financeiro/fechamento,a validar,Encerramento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CANCELAMENTO DO ENCERRAMENTO DO CAIXA,CANCELAMENTO DO ENCERRAMENTO DO CAIXA,cancelamento/exclusao,a validar,Encerramento1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Confirma o Encerramento Parcial do Caixa -,Confirma o Encerramento Parcial do Caixa -,financeiro/fechamento,a validar,EncerramentoParcial1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Confirma o Encerramento Parcial do Caixa -,Confirma o Encerramento Parcial do Caixa -,financeiro/fechamento,a validar,EncerramentoParcial1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Entrada Estoque,Entrada Estoque,inclusao,a validar,EntradaEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,EntradaEstoque,EntradaEstoque,inclusao,a validar,EntradaEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,EntradaEstoque1,EntradaEstoque1,inclusao,a validar,EntradaEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,EntradaEstoque1<,EntradaEstoque1<,inclusao,a validar,EntradaEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,EntradaEstoque1Click,EntradaEstoque1Click,inclusao,a validar,EntradaEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,EntradaRol1,EntradaRol1,inclusao,a validar,EntradaRol1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,EntradaRol1Click,EntradaRol1Click,inclusao,a validar,EntradaRol1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MenuEntradaRol1,MenuEntradaRol1,inclusao,a validar,EntradaRol1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MenuEntradaRol1|,MenuEntradaRol1|,inclusao,a validar,EntradaRol1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MenuEntradaRol1Click,MenuEntradaRol1Click,inclusao,a validar,EntradaRol1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaporPecas1,EntregaporPecas1,consulta/abre tela,a validar,EntregaporPecas1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaporPecas1Click,EntregaporPecas1Click,consulta/abre tela,a validar,EntregaporPecas1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaporPecas1,EntregaporPecas1,consulta/abre tela,a validar,EntregaporPecas1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaporPecas1Click,EntregaporPecas1Click,consulta/abre tela,a validar,EntregaporPecas1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,"EntregaporPecas1Click""","EntregaporPecas1Click""",consulta/abre tela,a validar,EntregaporPecas1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaRol,EntregaRol,consulta/abre tela,a validar,EntregaRol,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaRolp,EntregaRolp,consulta/abre tela,a validar,EntregaRol,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaRol,EntregaRol,consulta/abre tela,a validar,EntregaRol,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaRolTotal,EntregaRolTotal,consulta/abre tela,a validar,EntregaRol,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Perg. Vend. Entrega Rol,Perg. Vend. Entrega Rol,consulta/abre tela,a validar,EntregaRol,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol1,EntregaVariosRol1,consulta/abre tela,a validar,EntregaVariosRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol18,EntregaVariosRol18,consulta/abre tela,a validar,EntregaVariosRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol1Click,EntregaVariosRol1Click,consulta/abre tela,a validar,EntregaVariosRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol2,EntregaVariosRol2,consulta/abre tela,a validar,EntregaVariosRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol2Click,EntregaVariosRol2Click,consulta/abre tela,a validar,EntregaVariosRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol1,EntregaVariosRol1,consulta/abre tela,a validar,EntregaVariosRol2,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol18,EntregaVariosRol18,consulta/abre tela,a validar,EntregaVariosRol2,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol1Click,EntregaVariosRol1Click,consulta/abre tela,a validar,EntregaVariosRol2,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol2,EntregaVariosRol2,consulta/abre tela,a validar,EntregaVariosRol2,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,EntregaVariosRol2Click,EntregaVariosRol2Click,consulta/abre tela,a validar,EntregaVariosRol2,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,-Envia e-mail automaticamente para os clientes,-Envia e-mail automaticamente para os clientes,consulta/abre tela,a validar,EnviaEmail1,operacional,media,confirmado por UI
