Sistema,Executavel,MenuOuAcao,OperacaoPermissao,ModuloDominio,TipoAcao,PermissaoOrigem,Confianca,Observacao
,Estoque,$ImportarDadosClienteFidelidade1Click,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,"0Select * From ""C:\Equipexe\Ger\Dados\Clientes"" C",,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,2Procurar por Filtro|Procura o clientes por filtros,,cadastro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,5Premia Cliente novo com desconto por faixa de valores,,financeiro/caixa,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,a o cadastro,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,A partir da data de cadastro,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,a.RDB$RELATION_NAME,,relatorio/impressao,relatorio/imprimir,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,AbreCepFacil,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Abrir relat,,relatorio/impressao,relatorio/imprimir,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Abrir...|Abre um relat,,relatorio/impressao,relatorio/imprimir,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Adicionar novo produto,,estoque/produto,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Ajusta Cadastro Automaticamente,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,AlteraProduto1,,estoque/produto,editar/alterar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,AlteraProduto14,,estoque/produto,editar/alterar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Alterar Produto,,estoque/produto,editar/alterar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,"amento da nota, seja perguntado para referenciar uma nota, selecione essa op",,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,"amento do financeiro,",,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,And (N.TipNota = 'D'),,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,And (N.TipNota = 'P'),,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Anotacoes,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,"APP_NAME,CASE,CAST,CONVERT,COALESCE,CURRENT_TIMESTAMP,CURRENT_USER,DATALENGTH,@@ERROR,FORMATMESSAGE,GETANSINULL,HOST_ID,HOST_NAME,IDENT_INCR,IDENT_SEED,@@IDENTITY,IDENTITY,ISDATE,ISNULL,ISNUMERIC,NEWID,NULLIF,PARSENAME,PERMISSIONS,@@ROWCOUN",,auth/permissao,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Arquivo de Relat,,relatorio/impressao,relatorio/imprimir,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,as em Estoque:,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Atributo de anotaci,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Atrybut notacji zadeklarowany dla elementu typu pusty,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Attributo di notazione duplicato nello stessa dichiarazione di tipo di elemento,,financeiro/caixa,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Attributo di notazione nella dichiarazione di tipo di elemento vuoto,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Atualiza Estoque,,estoque/produto,sincronizar/atualizar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,BaixaEstoque,,estoque/produto,processar/fechar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Bt_CancelaAditoClick,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Bt_CancelaClick,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Bt_ConsultaCli,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Bt_ConsultaCliClick,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Bt_UsuarioGraficoClick,,auth/permissao,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,C_CadastroPromo,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,c_DigitaSenha,,auth/permissao,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,C:\EquipExe\EquSat,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,C:\EquipExe\EquSat.Ini,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,c:\EquipExe\Figuras\Nota,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,C:\Equipexe\NFe\,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,C:\Linker\rcliente.txt,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro 2,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro 3,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro 4,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro Campos Flexiveis,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Classifica,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Clientes,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Estoques,,estoque/produto,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Fornecedores,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Funcion,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Grupo (Campos Flexiveis),,auth/permissao,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Grupo 1,,auth/permissao,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Grupo 2,,auth/permissao,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Grupo 3,,auth/permissao,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Grupo 4,,auth/permissao,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Grupo de Produto,,auth/permissao,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Localiza,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Marcas,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Produtos,,estoque/produto,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Promo,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Roteiros,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Situa,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro de Unidade de Produto,,estoque/produto,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro Legisla,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CADASTRO N,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro Natureza da Opera,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastro Promo,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastros1,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastros1L,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastros3,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cadastros3L,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CadClientes,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CadSatCla,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Caixa,,financeiro/caixa,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CalPrxProduto,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,"Campos TipSat, CodSAt e SeqOcor n",,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancel1Click,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancela|Cancelamento,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancela1Click,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancela1Click#,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CancelaClientes,,cadastro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancelado (Cadastro),,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancelados1Click,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CancelaInclusodeProduto1,,estoque/produto,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CancelaInclusodeProduto18,,estoque/produto,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancelamento,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancelamento de Cart,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancelamento do Cliente Cod.:,,cadastro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancelamento do Encerramento,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancelamento do Estoque,,estoque/produto,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancelamento?,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cancelamento|Cancelamento do Lan,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CancelamentodeCartoFidelidade1,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CancelamentodoEncerramento1,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CancelamentodoEncerramento18,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CancelButtonClick,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CancelClick,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CarregaClientesInt,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CarregaProdutos,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,cb_EmiteNota,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_ForDanfe,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_ForDanfeChange,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_ForDanfeExit,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_ForEmiNFe,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_ForEmiNFeChange,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_ForEmiNFeExit,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_ForEmiNFex,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CB_GravaNota,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CB_ImpressoNota,,relatorio/impressao,relatorio/imprimir,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CB_ImprimiNumNota,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CB_ImprimiNumNotaClick,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_NFeIdAmb,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_NFeIdAmbChange,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cb_NFeIdAmbExit,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CB_PortaNotaFiscal,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CB_PortaNotaFiscal$,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CB_TipoEntrega,,lavanderia/rol,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CDS_ClientesInt,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,centinferior,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Ch_ImpNFe,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Ch_PerRefNfe,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ChamaTelaEstoque,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ChamaTelaProduto,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Chave NFe Ref.:,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CheckMenuItem,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ciwa deklaracja notacji,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,claration de notation,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,claration de notation invalide,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cliente,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cliente Cancelado,,cadastro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cliente est,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cliente inv,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cliente j,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cliente N,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cliente/Fornecedor,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cliente/Fornecedor/,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Clientes,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,clientes_compacto,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Clientes_FC,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Clientes_FM,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Clientes_FM.DS_TmpCliPromAcu,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Clientes_FM.DS_TmpGerDadFlex,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Clientes_FM.Tb_CadCart,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Clientes.DB,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ClientesF5_FP,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ClientesF5_p,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ClientesInt,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ClientesMar,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Co&nfer,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cod Produto,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Cod. Mun. Cliente,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CodSat,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CodUsuario,,auth/permissao,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CodUsuario;NomUsuario,,auth/permissao,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,commainferior,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,coModifyAnnotation,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Complemento de Produto,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConfigNFe,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConfigNFeClick,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConfiguraImpressora1Click,,relatorio/impressao,relatorio/imprimir,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Confirma Ativar o Cliente,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Confirma Cancelamento,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Confirma cancelamento do pacote.,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Confirma Cancelamento?,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Confirma Desativar o Cliente,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Confirma o cancelamento do Clientes,,cadastro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Confirma o Estorno do cancelamento do Cliente,,cadastro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConfNFe,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConfNFe_FM,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Consistencia do Produto,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Consulta,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Consulta fidelidade,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Consulta Local,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Consulta|Consulta do Lan,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Consulta1,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConsultaCep,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConsultaNCarto1,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConsultaNCpfCnpj1,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Consultar,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Consultas &R,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Consultas R,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConsultasRpidas1,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ConsultasRpidas1Click,,operacional/outro,consultar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Continua na Nota,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,ControlaSenha,,auth/permissao,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Controle de Saida do Estoque,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CorSatCla,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,CorSatClaF,,fiscal,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,d Cliente,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,da de estoque manual,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DADOS DO CLIENTE,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,Data do Cancelamento,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DataFieldCancelBtnClick,,operacional/outro,excluir/cancelar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DatAnota,,operacional/outro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DB_Clientes,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DB_ClientesDrawDataCell,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DB_ClientesKeyPress,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DB_Produtos,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DB_ProdutosCellClick,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DB_ProdutosColEnter,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DB_ProdutosDrawColumnCell,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DB_ProdutosKeyPress,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DB_ProdutosKeyUp,,estoque/produto,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DBG_BancoCaixa,,financeiro/caixa,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DBG_Cadastros,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DBG_CadastrosDblClick,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DBG_CadastrosKeyPress,,cadastro,criar/cadastrar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DBG_ClientesF5,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DBG_ClientesF5CellClick,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DBG_ClientesF5DblClick,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
,Estoque,DBG_ClientesF5DrawColumnCell,,cadastro,abrir/executar,strings executaveis,baixa-media,menu/caption extraido por string; exige validacao visual
