Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
CEP_LOG,CEP\DADOS\CEP_LOG.DB,DATA_LOG,System.String,16,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DATA_LOG,Ocorrencias/Auditoria,nao confirmado,Ocorrencias/Auditoria,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
CadPro,ESC\DADOS\CadPro.DB,DatNas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatNas,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAlu,ESC\FILIAL\CadAlu.DB,DatNas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatNas,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAlu,ESC\FILIAL\CadAlu.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAlu,ESC\FILIAL\CadAlu.DB,MotCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAlu,ESC\FILIAL\CadAlu.DB,DatCad,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCad,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAul,ESC\FILIAL\CadAul.DB,DatAul,System.String,12,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatAul,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadAul,ESC\FILIAL\CadAul.DB,LanFal,System.String,2,0,nao confirmado,.PX,nao confirmado,nao confirmado,LanFal,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadInt,ESC\FILIAL\CadInt.DB,DatNas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatNas,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadInt,ESC\FILIAL\CadInt.DB,DatInt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatInt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadInt,ESC\FILIAL\CadInt.DB,DatCnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadInt,ESC\FILIAL\CadInt.DB,DatVAula,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatVAula,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadRes,ESC\FILIAL\CadRes.DB,DatNasR,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatNasR,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadRes,ESC\FILIAL\CadRes.DB,DatNasR62,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatNasR62,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadTur,ESC\FILIAL\CadTur.DB,DatIni,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatIni,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CompTurmas,ESC\FILIAL\CompTurmas.DB,DatIniPg,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatIniPg,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
CompTurmas,ESC\FILIAL\CompTurmas.DB,DatMat,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatMat,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovPdv,ESC\FILIAL\MovPdv.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
NotasEsc,ESC\FILIAL\NotasEsc.DB,DatEmi,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatEmi,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
NotasEsc,ESC\FILIAL\NotasEsc.DB,DataCanc,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DataCanc,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
NotasEsc,ESC\FILIAL\NotasEsc.DB,MotivoCanc,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,MotivoCanc,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
CadClaEst,EST\DADOS\CadClaEst.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClaEst,EST\DADOS\CadClaEst.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClasFis,EST\DADOS\CadClasFis.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClasFis,EST\DADOS\CadClasFis.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadEst,EST\DADOS\CadEst.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadEst,EST\DADOS\CadEst.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadFunEst,EST\DADOS\CadFunEst.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadFunEst,EST\DADOS\CadFunEst.DB,MotivoCan,System.String,100,0,nao confirmado,.PX,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadFunEst,EST\DADOS\CadFunEst.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,HorCan,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadGruEst1,EST\DADOS\CadGruEst1.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadGruEst1,EST\DADOS\CadGruEst1.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadGruEst2,EST\DADOS\CadGruEst2.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadGruEst2,EST\DADOS\CadGruEst2.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadGruEst3,EST\DADOS\CadGruEst3.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadGruEst3,EST\DADOS\CadGruEst3.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadGruEst4,EST\DADOS\CadGruEst4.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadGruEst4,EST\DADOS\CadGruEst4.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadLocEst,EST\DADOS\CadLocEst.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadLocEst,EST\DADOS\CadLocEst.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadUniPro,EST\DADOS\CadUniPro.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadUniPro,EST\DADOS\CadUniPro.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
EstMinMax,EST\DADOS\EstMinMax.DB,QdeMin,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Quantidade,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
GruProEst,EST\DADOS\GruProEst.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
GruProEst,EST\DADOS\GruProEst.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Legislacao,EST\DADOS\Legislacao.DB,Percentual,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Percentual,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Legislacao,EST\DADOS\Legislacao.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Legislacao,EST\DADOS\Legislacao.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MarcasEst,EST\DADOS\MarcasEst.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MarcasEst,EST\DADOS\MarcasEst.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ProdEst,EST\DADOS\ProdEst.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Estoque,nao confirmado,Estoque,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ProdEst,EST\DADOS\ProdEst.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Estoque,nao confirmado,Estoque,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TabPrecoEst,EST\DADOS\TabPrecoEst.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TabPrecoEst,EST\DADOS\TabPrecoEst.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TpVendas,EST\DADOS\TpVendas.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TpVendas,EST\DADOS\TpVendas.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TpVendas,EST\DADOS\TpVendas.DB,EntSai,System.String,2,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,EntSai,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CliContEst,EST\FILIAL\CliContEst.DB,DatIniCont,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatIniCont,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CliContEst,EST\FILIAL\CliContEst.DB,DiaVenc,System.String,4,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DiaVenc,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CliContEst,EST\FILIAL\CliContEst.DB,EmiBol,System.String,2,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,EmiBol,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CliContEst,EST\FILIAL\CliContEst.DB,EmiNot,System.String,2,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,EmiNot,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovEst,EST\FILIAL\MovEst.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7,nao confirmado,nao confirmado,DatLan,Estoque,nao confirmado,Estoque,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovEst,EST\FILIAL\MovEst.DB,ValTot,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7,nao confirmado,nao confirmado,Total,Estoque,nao confirmado,Estoque,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovEstCan,EST\FILIAL\MovEstCan.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Estoque,nao confirmado,Estoque,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovEstCan,EST\FILIAL\MovEstCan.DB,MotivoCan,System.String,200,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Estoque,nao confirmado,Estoque,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovEstEnc,EST\FILIAL\MovEstEnc.DB,DatEnc,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatEnc,Estoque,nao confirmado,Estoque,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovKit,EST\FILIAL\MovKit.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
PedCompra,EST\FILIAL\PedCompra.DB,DatPed,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatPed,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PedCompra,EST\FILIAL\PedCompra.DB,DatConfPed,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatConfPed,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PedCompra,EST\FILIAL\PedCompra.DB,ValTotal,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,Total,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PedCompra,EST\FILIAL\PedCompra.DB,EmitNot,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,EmitNot,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PedCompra,EST\FILIAL\PedCompra.DB,EmitBol,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,EmitBol,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PedCompraCanc,EST\FILIAL\PedCompraCanc.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
PedCompraCanc,EST\FILIAL\PedCompraCanc.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
PedCompraCanc,EST\FILIAL\PedCompraCanc.DB,MotivoCan,System.String,200,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
PedConf,EST\FILIAL\PedConf.DB,DatConf,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatConf,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
PedVenConf,EST\FILIAL\PedVenConf.DB,DatConf,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatConf,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
PedVenda,EST\FILIAL\PedVenda.DB,DatPed,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatPed,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
