Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
MovRoupa,PEC\FILIAL\MovRoupa.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6,nao confirmado,nao confirmado,DatLan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovRoupa,PEC\FILIAL\MovRoupa.DB,HorLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6,nao confirmado,nao confirmado,HorLan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovRoupaConf,PEC\FILIAL\MovRoupaConf.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,DatLan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovRoupaConf,PEC\FILIAL\MovRoupaConf.DB,HorLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,HorLan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovRoupaLot,PEC\FILIAL\MovRoupaLot.DB,DatLot,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatLot,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovRoupaLot,PEC\FILIAL\MovRoupaLot.DB,DatFecLot,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatFecLot,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovRoupaLot,PEC\FILIAL\MovRoupaLot.DB,DatPrevEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatPrevEnt,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovRoupaLot,PEC\FILIAL\MovRoupaLot.DB,SitEnt,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,SitEnt,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovRoupaLot,PEC\FILIAL\MovRoupaLot.DB,UsuEnt,System.String,20,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,UsuEnt,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovRoupaLot,PEC\FILIAL\MovRoupaLot.DB,DatRealEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatRealEnt,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovRoupaLot,PEC\FILIAL\MovRoupaLot.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatCan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovRoupaLot,PEC\FILIAL\MovRoupaLot.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,MotivoCan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
Boletos,REC\FILIAL\Boletos.DB,DatEmi,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatEmi,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
Boletos,REC\FILIAL\Boletos.DB,HorEmi,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,HorEmi,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
BoletosCan,REC\FILIAL\BoletosCan.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatCan,Financeiro,nao confirmado,Financeiro,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
BoletosCan,REC\FILIAL\BoletosCan.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,HorCan,Financeiro,nao confirmado,Financeiro,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
BoletosCan,REC\FILIAL\BoletosCan.DB,MotivoCan,System.String,200,0,nao confirmado,.PX,nao confirmado,nao confirmado,MotivoCan,Financeiro,nao confirmado,Financeiro,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
BoletosLot,REC\FILIAL\BoletosLot.DB,DatEmi,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatEmi,Financeiro,nao confirmado,Financeiro,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
BoletosLot,REC\FILIAL\BoletosLot.DB,HorEmi,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,HorEmi,Financeiro,nao confirmado,Financeiro,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CamRecFil,REC\FILIAL\CamRecFil.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
DupBoleto,REC\FILIAL\DupBoleto.DB,DatEmi,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatEmi,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
DupCorrCab,REC\FILIAL\DupCorrCab.DB,DatCorr,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatCorr,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
DupCorrCab,REC\FILIAL\DupCorrCab.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
DupCorrCab,REC\FILIAL\DupCorrCab.DB,MotivoCan,System.String,100,0,nao confirmado,.PX,nao confirmado,nao confirmado,MotivoCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
DupCorrItem,REC\FILIAL\DupCorrItem.DB,DatCorr,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCorr,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,DatEmi,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,DatEmi,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,DatVen,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,Vencimento,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,EmiBol,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,EmiBol,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,DatPag,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,Pagamento,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,ValDupPag,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,Valor duplicata,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,EmitDup,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,EmitDup,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,DatCan,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,ValCan,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,ValCan,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,FixLan,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,FixLan,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,MotivoCan,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,EmiNot,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,EmiNot,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,DatVenNot,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,Vencimento,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,DatSusp,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,DatSusp,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,HorCan,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
DupMotAlt,REC\FILIAL\DupMotAlt.DB,DatAlt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,DatAlt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
DupMotAlt,REC\FILIAL\DupMotAlt.DB,MotAltDup,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,MotAltDup,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
DupMotAlt,REC\FILIAL\DupMotAlt.DB,DiasAlt,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,DiasAlt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
DupMotAlt,REC\FILIAL\DupMotAlt.DB,DatMod,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,DatMod,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
FatArq,REC\FILIAL\FatArq.DB,DataEnvio,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DataEnvio,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
NotFisFin,REC\FILIAL\NotFisFin.DB,DatEmi,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatEmi,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotFisFin,REC\FILIAL\NotFisFin.DB,HorEmi,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorEmi,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotFisFinCan,REC\FILIAL\NotFisFinCan.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
NotFisFinCan,REC\FILIAL\NotFisFinCan.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,HorCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
NotFisFinCan,REC\FILIAL\NotFisFinCan.DB,MotivoCan,System.String,200,0,nao confirmado,.PX,nao confirmado,nao confirmado,MotivoCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Remessa,REC\FILIAL\Remessa.DB,Data,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Data,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Remessa,REC\FILIAL\Remessa.DB,DatRet,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatRet,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
ArqDocum,SAT\DADOS\ArqDocum.DB,PlanX,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,PlanX,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAjuDoc,SAT\DADOS\CadAjuDoc.DB,TrocaDe,System.String,100,0,nao confirmado,.PX,nao confirmado,nao confirmado,TrocaDe,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadClaAlt,SAT\DADOS\CadClaAlt.DB,ObsClaAlt,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ObsClaAlt,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClaAlt,SAT\DADOS\CadClaAlt.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClaAlt,SAT\DADOS\CadClaAlt.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadOcorCla,SAT\DADOS\CadOcorCla.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadOcorCla,SAT\DADOS\CadOcorCla.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadOcorSubC,SAT\DADOS\CadOcorSubC.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadOcorSubC,SAT\DADOS\CadOcorSubC.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadSatCla,SAT\DADOS\CadSatCla.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadSatCla,SAT\DADOS\CadSatCla.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadSatSit,SAT\DADOS\CadSatSit.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadSatSit,SAT\DADOS\CadSatSit.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadSatSubC,SAT\DADOS\CadSatSubC.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadSatSubC,SAT\DADOS\CadSatSubC.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Notas/Fiscal,nao confirmado,Notas/Fiscal,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
