Executavel,ProcessName,ModuleName,FileName,Criticidade,Categoria,Observacao
LavFacilLan.exe,LavFacilLan,mswsock.dll,C:\WINDOWS\system32\mswsock.dll,alta,rede/protocolo,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,NSI.dll,C:\WINDOWS\System32\NSI.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,WINNSI.DLL,C:\WINDOWS\SYSTEM32\WINNSI.DLL,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,msxml3.dll,C:\WINDOWS\System32\msxml3.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,bcrypt.dll,C:\WINDOWS\System32\bcrypt.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,urlmon.dll,C:\WINDOWS\SYSTEM32\urlmon.dll,alta,rede/protocolo,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,DNSAPI.dll,C:\WINDOWS\SYSTEM32\DNSAPI.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,mdnsNSP.dll,C:\Program Files (x86)\Bonjour\mdnsNSP.dll,baixa,outro,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,rasadhlp.dll,C:\Windows\System32\rasadhlp.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,fwpuclnt.dll,C:\WINDOWS\System32\fwpuclnt.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,wow64.dll,C:\WINDOWS\System32\wow64.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,wow64base.dll,C:\WINDOWS\System32\wow64base.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,wow64win.dll,C:\WINDOWS\System32\wow64win.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,wow64con.dll,C:\WINDOWS\System32\wow64con.dll,media,windows,observado_em_runtime_MOD
LavFacilLan.exe,LavFacilLan,wow64cpu.dll,C:\WINDOWS\System32\wow64cpu.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,splwow64.exe,C:\WINDOWS\splwow64.exe,alta,impressao,observado_em_runtime_MOD
LavSoft.exe,splwow64,ntdll.dll,C:\WINDOWS\SYSTEM32\ntdll.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,KERNEL32.DLL,C:\WINDOWS\System32\KERNEL32.DLL,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,KERNELBASE.dll,C:\WINDOWS\System32\KERNELBASE.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,ADVAPI32.dll,C:\WINDOWS\System32\ADVAPI32.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,msvcrt.dll,C:\WINDOWS\System32\msvcrt.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,sechost.dll,C:\WINDOWS\System32\sechost.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,RPCRT4.dll,C:\WINDOWS\System32\RPCRT4.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,USER32.dll,C:\WINDOWS\System32\USER32.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,win32u.dll,C:\WINDOWS\System32\win32u.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,GDI32.dll,C:\WINDOWS\System32\GDI32.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,gdi32full.dll,C:\WINDOWS\System32\gdi32full.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,msvcp_win.dll,C:\WINDOWS\System32\msvcp_win.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,ucrtbase.dll,C:\WINDOWS\System32\ucrtbase.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,combase.dll,C:\WINDOWS\System32\combase.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,WINSPOOL.DRV,C:\WINDOWS\SYSTEM32\WINSPOOL.DRV,alta,impressao,observado_em_runtime_MOD
LavSoft.exe,splwow64,shcore.dll,C:\WINDOWS\System32\shcore.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,cfgmgr32.dll,C:\WINDOWS\SYSTEM32\cfgmgr32.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,IMM32.DLL,C:\WINDOWS\System32\IMM32.DLL,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,PrintIsolationProxy.dll,C:\WINDOWS\SYSTEM32\PrintIsolationProxy.dll,alta,impressao,observado_em_runtime_MOD
LavSoft.exe,splwow64,SPOOLSS.DLL,C:\WINDOWS\SYSTEM32\SPOOLSS.DLL,alta,impressao,observado_em_runtime_MOD
LavSoft.exe,splwow64,kernel.appcore.dll,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,bcryptPrimitives.dll,C:\WINDOWS\System32\bcryptPrimitives.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,clbcatq.dll,C:\WINDOWS\System32\clbcatq.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,sspicli.dll,C:\WINDOWS\SYSTEM32\sspicli.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,PrintConfig.dll,C:\WINDOWS\System32\DriverStore\FileRepository\prnms003.inf_amd64_fe120272380ff332\Amd64\PrintConfig.dll,alta,impressao,observado_em_runtime_MOD
LavSoft.exe,splwow64,OLEAUT32.dll,C:\WINDOWS\System32\OLEAUT32.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,ole32.dll,C:\WINDOWS\System32\ole32.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,msxml6.dll,C:\Windows\System32\msxml6.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,urlmon.dll,C:\WINDOWS\SYSTEM32\urlmon.dll,alta,rede/protocolo,observado_em_runtime_MOD
LavSoft.exe,splwow64,windows.storage.dll,C:\WINDOWS\System32\windows.storage.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,iertutil.dll,C:\Windows\System32\iertutil.dll,alta,rede/protocolo,observado_em_runtime_MOD
LavSoft.exe,splwow64,SHELL32.dll,C:\WINDOWS\System32\SHELL32.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,netutils.dll,C:\Windows\System32\netutils.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,srvcli.dll,C:\Windows\System32\srvcli.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,uxtheme.dll,C:\WINDOWS\system32\uxtheme.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,RTSSHooks64.dll,C:\Program Files (x86)\RivaTuner Statistics Server\RTSSHooks64.dll,baixa,outro,observado_em_runtime_MOD
LavSoft.exe,splwow64,SETUPAPI.dll,C:\WINDOWS\System32\SETUPAPI.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,SHLWAPI.dll,C:\WINDOWS\System32\SHLWAPI.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,WINMM.dll,C:\WINDOWS\SYSTEM32\WINMM.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,MSOXMLMF.DLL,C:\Program Files\Microsoft Office\root\VFS\ProgramFilesCommonX64\Microsoft Shared\Office16\MSOXMLMF.DLL,baixa,outro,observado_em_runtime_MOD
LavSoft.exe,splwow64,VCRUNTIME140_1.dll,C:\Program Files\Microsoft Office\root\VFS\ProgramFilesCommonX64\Microsoft Shared\Office16\VCRUNTIME140_1.dll,baixa,outro,observado_em_runtime_MOD
LavSoft.exe,splwow64,VCRUNTIME140.dll,C:\Program Files\Microsoft Office\root\VFS\ProgramFilesCommonX64\Microsoft Shared\Office16\VCRUNTIME140.dll,baixa,outro,observado_em_runtime_MOD
LavSoft.exe,splwow64,bcrypt.dll,C:\WINDOWS\SYSTEM32\bcrypt.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,VERSION.dll,C:\WINDOWS\SYSTEM32\VERSION.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,jscript.dll,C:\Windows\System32\jscript.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,jscript9Legacy.dll,C:\Windows\System32\jscript9Legacy.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,sxs.dll,C:\WINDOWS\SYSTEM32\sxs.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,OneCoreUAPCommonProxyStub.dll,C:\Windows\System32\OneCoreUAPCommonProxyStub.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,prntvpt.dll,C:\WINDOWS\SYSTEM32\prntvpt.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,IppCommon.dll,C:\WINDOWS\SYSTEM32\IppCommon.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,WINHTTP.dll,C:\WINDOWS\SYSTEM32\WINHTTP.dll,media,windows,observado_em_runtime_MOD
LavSoft.exe,splwow64,comctl32.dll,C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.8457_none_3e0b2faee331e92d\comctl32.dll,media,windows,observado_em_runtime_MOD
