GeradoEm,SinaisExecutaveis,SinaisSchema,SinaisConfigs,ExecutaveisComSinais,TabelasFortes
2026-05-23T16:58:05,2170,248,17,EquConfig.exe; EquEstruAtu.exe; Estoque.exe; Financeiro.exe; Gerenciador.exe; LavFacilLan.exe; LavSoft.exe; NFE.exe; SAT.exe; Senhas.exe,NovoReg; NovoReg.BD; NovoReg.db; NovoRegBD
