"Executavel","Categoria","Texto"
"Estoque","cadastro","       &Cadastros         "
"Estoque","cadastro","     &Cadastros"
"Estoque","fiscal","     Notas N On (M.NumNot = N.NumNot) or (M.NumNotAdi = N.NumNot)"
"Estoque","cadastro","  Cliente: "
"Estoque","cadastro"," - Produto: "
"Estoque","cadastro"," [ Grupo de Produtos - Flexivel ]"
"Estoque","operacional"," | Estoque: "
"Estoque","cadastro"," |Grupo em que pertence o cliente"
"Estoque","relatorio/impressao"," b.RDB$TYPE_NAME IN ('RELATION', 'VIEW',"
"Estoque","cadastro"," cadastrado em outro cliente."
"Estoque","cadastro"," Cadastros foram ajustados"
"Estoque","outro"," CancelamentodoEncerramento1Click"
"Estoque","relatorio/impressao"," deseja imprimir o relat"
"Estoque","cadastro"," do cadastro de clientes todos os e-mails relacionados no arquivo "
"Estoque","relatorio/impressao"," I.RDB$INDEX_NAME, I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, "
"Estoque","relatorio/impressao"," I.RDB$RELATION_NAME = '"
"Estoque","operacional"," marcado para entrada posterior no estoque"
"Estoque","operacional"," Movimentos|Movimentos de Estoque"
"Estoque","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, a.RDB$FIELD_POSITION"
"Estoque","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, a.RDB$PRIVILEGE"
"Estoque","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, b.RDB$FIELD_NAME"
"Estoque","relatorio/impressao"," ORDER BY RC_FOR.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION "
"Estoque","relatorio/impressao"," ORDER BY RELC_PRIM.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION "
"Estoque","fiscal"," preenchido com a chave de acesso da NF-e precedida do literal ""NFe"""
"Estoque","cadastro"," SB_ImportaClienteFidelidadeClick"
"Estoque","relatorio/impressao"," SELECT a.RDB$RELATION_NAME, a.RDB$FIELD_NAME, a.RDB$FIELD_POSITION, a.RDB$NULL_FLAG, a.RDB$DEFAULT_VALUE, b. RDB$FIELD_LENGTH, b.RDB$FIELD_SCALE, c.RDB$TYPE_NAME, b.RDB$FIELD_TYPE, b.RDB$FIELD_SUB_TYPE, b.RDB$DESCRIPTION, b.RDB$CHARACTER_LENGTH, b.RDB$FIELD_PRECISION, a.RDB$DEFAULT_SOURCE, b.RDB$DEFAULT_SOURCE as RDB$DEFAULT_SOURCE_DOMAIN FROM RDB$RELATION_FIELDS a JOIN RDB$FIELDS b ON (b.RDB$FIELD_NAME = a.RDB$FIELD_SOURCE) LEFT JOIN RDB$TYPES c ON (b.RDB$FIELD_TYPE = c.RDB$TYPE and c.RDB$FIELD_NAME = 'RDB$FIELD_TYPE')"
"Estoque","relatorio/impressao"," SELECT I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, I.RDB$INDEX_NAME, ISGMT.RDB$FIELD_POSITION,"
"Estoque","relatorio/impressao"," SELECT null as TABLE_CAT, null as TABLE_SCHEM, a.RDB$RELATION_NAME as TABLE_NAME, b.RDB$FIELD_NAME as COLUMN_NAME, b.RDB$FIELD_POSITION+1 as KEY_SEQ, a.RDB$INDEX_NAME as PK_NAME FROM RDB$RELATION_CONSTRAINTS a JOIN RDB$INDEX_SEGMENTS b ON (a.RDB$INDEX_NAME = b.RDB$INDEX_NAME) WHERE  RDB$CONSTRAINT_TYPE = 'PRIMARY KEY'"
"Estoque","relatorio/impressao"," SELECT RC_PRIM.RDB$RELATION_NAME,  IS_PRIM.RDB$FIELD_NAME,  RC_FOR.RDB$RELATION_NAME,  IS_FOR.RDB$FIELD_NAME,  IS_FOR.RDB$FIELD_POSITION,  REFC_PRIM.RDB$UPDATE_RULE,  REFC_PRIM.RDB$DELETE_RULE,  RC_FOR.RDB$CONSTRAINT_NAME,  RC_PRIM.RDB$CONSTRAINT_NAME  FROM RDB$RELATION_CONSTRAINTS RC_FOR, RDB$REF_CONSTRAINTS REFC_FOR,  RDB$RELATION_CONSTRAINTS RC_PRIM, RDB$REF_CONSTRAINTS REFC_PRIM,  RDB$INDEX_SEGMENTS IS_PRIM, RDB$INDEX_SEGMENTS IS_FOR  WHERE RC_PRIM.RDB$CONSTRAINT_TYPE = 'PRIMARY KEY' and "
"Estoque","cadastro","-Cliente: "
"Estoque","fiscal","-EParserDuplicate_Notation_On_Element_Type_Err"
"Estoque","operacional","-Estoque: "
"Estoque","cadastro","-Produto: "
"Estoque","fiscal",":\EquipExe\EquSat"
"Estoque","fiscal",":\EquipExe\EquSat.Ini"
"Estoque","cadastro",":Clientes"""
"Estoque","cadastro",":Clientes"" C"
"Estoque","cadastro","!Importar Dados Cliente Fidelidade"
"Estoque","outro",".Consulta|Consulta a Transportadora selecionada"
"Estoque","cadastro","""Clientes"" C "
"Estoque","fiscal","""EParserDuplicate_Notation_Decl_Err"
"Estoque","cadastro","(Consulta|Consulta do produto selecionado"
"Estoque","operacional","(Encerramento|Faz Encerramento do estoque"
"Estoque","cadastro",")C_CadastroPromo"
"Estoque","cadastro",")Desmarca o Produto no Controle de Limites"
"Estoque","relatorio/impressao",")Relatorio de controle de saida do estoque"
"Estoque","cadastro","[ Cliente Controla Entrada ]"
"Estoque","cadastro","*Cliente"
"Estoque","autenticacao/permissao","*S:\basetestes\usuarios\guilherme\GER\DADOS"
"Estoque","fiscal","/EmitNotaFiscal_MC"
"Estoque","cadastro","\Clientes"
"Estoque","cadastro","\Clientes.db"" C "
"Estoque","cadastro","\Clientes"""
"Estoque","cadastro","\Clientes"" C"
"Estoque","cadastro","\Clientes"" Where CgcCli ='"
"Estoque","cadastro","\Clientes"" Where CPFCli ='"
"Estoque","cadastro","\rcliente.txt"
"Estoque","cadastro","&Altera Produto"
"Estoque","cadastro","&Cadastros       "
"Estoque","outro","&Cancelamento"
"Estoque","outro","&Consulta"
"Estoque","cadastro","&Procura Produtos"
"Estoque","cadastro","&Produtos"
"Estoque","relatorio/impressao","&Relat"
"Estoque","autenticacao/permissao","&Senha"
"Estoque","operacional","&Sobre o Sistema Estoque"
"Estoque","cadastro","#|Procura o desenho do produto (BMP)"
"Estoque","outro","#CancelamentodeCartoFidelidade1Click"
"Estoque","outro","#CancelamentodeCartoFidelidade1Click&"
"Estoque","fiscal","#EParserDuplicate_Notation_Token_Err"
"Estoque","fiscal","#EParserUndeclared_Notation_Name_Err"
"Estoque","fiscal","%EParserInvalidNotationDeclaration_Err"
"Estoque","fiscal","%S is not a valid notaName value."
"Estoque","cadastro","|Desenho do produto"
"Estoque","cadastro","|LogoMarca do cliente"
"Estoque","cadastro","|Nome do Cliente"
"Estoque","outro","|Prazo para entrega em dias"
"Estoque","cadastro","|Selecione o produto desejado"
"Estoque","autenticacao/permissao","|Senha do usu"
"Estoque","outro","$Consulta|Consulta tabela selecionado"
"Estoque","fiscal","$EParserNotation_On_Empty_Element_Err"
"Estoque","cadastro","$ImportarDadosClienteFidelidade1Click"
"Estoque","cadastro","0Select * From ""C:\Equipexe\Ger\Dados\Clientes"" C"
"Estoque","cadastro","2Procurar por Filtro|Procura o clientes por filtros"
"Estoque","cadastro","5Premia Cliente novo com desconto por faixa de valores"
"Estoque","cadastro","a o cadastro"
"Estoque","cadastro","A partir da data de cadastro"
"Estoque","relatorio/impressao","a.RDB$RELATION_NAME"
"Estoque","outro","AbreCepFacil"
"Estoque","relatorio/impressao","Abrir relat"
"Estoque","relatorio/impressao","Abrir...|Abre um relat"
"Estoque","cadastro","Adicionar novo produto"
"Estoque","cadastro","Ajusta Cadastro Automaticamente"
"Estoque","cadastro","AlteraProduto1"
"Estoque","cadastro","AlteraProduto14"
"Estoque","cadastro","Alterar Produto"
"Estoque","fiscal","amento da nota, seja perguntado para referenciar uma nota, selecione essa op"
"Estoque","financeiro","amento do financeiro, "
"Estoque","fiscal","And (N.TipNota = 'D')"
"Estoque","fiscal","And (N.TipNota = 'P')"
"Estoque","fiscal","Anotacoes"
"Estoque","autenticacao/permissao","APP_NAME,CASE,CAST,CONVERT,COALESCE,CURRENT_TIMESTAMP,CURRENT_USER,DATALENGTH,@@ERROR,FORMATMESSAGE,GETANSINULL,HOST_ID,HOST_NAME,IDENT_INCR,IDENT_SEED,@@IDENTITY,IDENTITY,ISDATE,ISNULL,ISNUMERIC,NEWID,NULLIF,PARSENAME,PERMISSIONS,@@ROWCOUNT,SESSION_USER,STATS_DATE,SYSTEM_USER,@@TRANCOUNT,USER_NAME"
"Estoque","relatorio/impressao","Arquivo de Relat"
"Estoque","operacional","as em Estoque:"
"Estoque","fiscal","Atributo de anotaci"
"Estoque","fiscal","Atrybut notacji zadeklarowany dla elementu typu pusty"
"Estoque","fiscal","Attributo di notazione duplicato nello stessa dichiarazione di tipo di elemento"
"Estoque","fiscal","Attributo di notazione nella dichiarazione di tipo di elemento vuoto"
"Estoque","operacional","Atualiza Estoque"
"Estoque","operacional","BaixaEstoque"
"Estoque","outro","Bt_CancelaAditoClick"
"Estoque","outro","Bt_CancelaClick"
"Estoque","outro","Bt_ConsultaCli"
"Estoque","outro","Bt_ConsultaCliClick"
"Estoque","autenticacao/permissao","Bt_UsuarioGraficoClick"
"Estoque","cadastro","C_CadastroPromo"
"Estoque","autenticacao/permissao","c_DigitaSenha"
"Estoque","fiscal","C:\EquipExe\EquSat"
"Estoque","fiscal","C:\EquipExe\EquSat.Ini"
"Estoque","fiscal","c:\EquipExe\Figuras\Nota"
"Estoque","fiscal","C:\Equipexe\NFe\"
"Estoque","cadastro","C:\Linker\rcliente.txt"
"Estoque","cadastro","Cadastro"
"Estoque","cadastro","Cadastro 2"
"Estoque","cadastro","Cadastro 3"
"Estoque","cadastro","Cadastro 4"
"Estoque","cadastro","Cadastro Campos Flexiveis"
"Estoque","cadastro","Cadastro de "
"Estoque","cadastro","Cadastro de Classifica"
"Estoque","cadastro","Cadastro de Clientes"
"Estoque","cadastro","Cadastro de Estoques"
"Estoque","cadastro","Cadastro de Fornecedores"
"Estoque","cadastro","Cadastro de Funcion"
"Estoque","cadastro","Cadastro de Grupo (Campos Flexiveis)"
"Estoque","cadastro","Cadastro de Grupo 1 "
"Estoque","cadastro","Cadastro de Grupo 2 "
"Estoque","cadastro","Cadastro de Grupo 3"
"Estoque","cadastro","Cadastro de Grupo 4"
"Estoque","cadastro","Cadastro de Grupo de Produto"
"Estoque","cadastro","Cadastro de Localiza"
"Estoque","cadastro","Cadastro de Marcas"
"Estoque","cadastro","Cadastro de Produtos"
"Estoque","cadastro","Cadastro de Promo"
"Estoque","cadastro","Cadastro de Roteiros"
"Estoque","cadastro","Cadastro de Situa"
"Estoque","cadastro","Cadastro de Unidade de Produto"
"Estoque","cadastro","Cadastro Legisla"
"Estoque","cadastro","CADASTRO N"
"Estoque","cadastro","Cadastro Natureza da Opera"
"Estoque","cadastro","Cadastro Promo"
"Estoque","cadastro","Cadastros1"
"Estoque","cadastro","Cadastros1L"
"Estoque","cadastro","Cadastros3"
"Estoque","cadastro","Cadastros3L"
"Estoque","cadastro","CadClientes"
"Estoque","fiscal","CadSatCla"
"Estoque","financeiro","Caixa"
"Estoque","cadastro","CalPrxProduto"
"Estoque","fiscal","Campos TipSat, CodSAt e SeqOcor n"
"Estoque","outro","Cancel1Click"
"Estoque","outro","Cancela|Cancelamento"
"Estoque","outro","Cancela1Click"
"Estoque","outro","Cancela1Click#"
"Estoque","cadastro","CancelaClientes"
"Estoque","cadastro","Cancelado (Cadastro)"
"Estoque","outro","Cancelados1Click"
"Estoque","cadastro","CancelaInclusodeProduto1"
"Estoque","cadastro","CancelaInclusodeProduto18"
"Estoque","outro","Cancelamento"
"Estoque","outro","Cancelamento de Cart"
"Estoque","cadastro","Cancelamento do Cliente Cod.: "
"Estoque","outro","Cancelamento do Encerramento"
"Estoque","operacional","Cancelamento do Estoque"
"Estoque","outro","Cancelamento?"
"Estoque","outro","Cancelamento|Cancelamento do Lan"
"Estoque","outro","CancelamentodeCartoFidelidade1"
"Estoque","outro","CancelamentodoEncerramento1"
"Estoque","outro","CancelamentodoEncerramento18"
"Estoque","outro","CancelButtonClick"
"Estoque","outro","CancelClick"
"Estoque","cadastro","CarregaClientesInt"
"Estoque","cadastro","CarregaProdutos"
"Estoque","fiscal","cb_EmiteNota"
"Estoque","fiscal","Cb_ForDanfe"
"Estoque","fiscal","Cb_ForDanfeChange"
"Estoque","fiscal","Cb_ForDanfeExit"
"Estoque","fiscal","Cb_ForEmiNFe"
"Estoque","fiscal","Cb_ForEmiNFeChange"
"Estoque","fiscal","Cb_ForEmiNFeExit"
"Estoque","fiscal","Cb_ForEmiNFex"
"Estoque","fiscal","CB_GravaNota"
"Estoque","relatorio/impressao","CB_ImpressoNota"
"Estoque","fiscal","CB_ImprimiNumNota"
"Estoque","fiscal","CB_ImprimiNumNotaClick"
"Estoque","fiscal","Cb_NFeIdAmb"
"Estoque","fiscal","Cb_NFeIdAmbChange"
"Estoque","fiscal","Cb_NFeIdAmbExit"
"Estoque","fiscal","CB_PortaNotaFiscal"
"Estoque","fiscal","CB_PortaNotaFiscal$"
"Estoque","outro","CB_TipoEntrega"
"Estoque","cadastro","CDS_ClientesInt"
"Estoque","fiscal","centinferior"
"Estoque","fiscal","Ch_ImpNFe"
"Estoque","fiscal","Ch_PerRefNfe"
"Estoque","operacional","ChamaTelaEstoque"
"Estoque","cadastro","ChamaTelaProduto"
"Estoque","fiscal","Chave NFe Ref.:"
"Estoque","menu","CheckMenuItem"
"Estoque","fiscal","ciwa deklaracja notacji"
"Estoque","fiscal","claration de notation"
"Estoque","fiscal","claration de notation invalide"
"Estoque","cadastro","Cliente"
"Estoque","cadastro","Cliente Cancelado"
"Estoque","cadastro","Cliente est"
"Estoque","cadastro","Cliente inv"
"Estoque","cadastro","Cliente j"
"Estoque","cadastro","Cliente N"
"Estoque","cadastro","Cliente: "
"Estoque","cadastro","Cliente/Fornecedor"
"Estoque","cadastro","Cliente/Fornecedor/"
"Estoque","cadastro","Clientes"
"Estoque","cadastro","clientes_compacto"
"Estoque","cadastro","Clientes_FC"
"Estoque","cadastro","Clientes_FM"
"Estoque","cadastro","Clientes_FM.DS_TmpCliPromAcu"
"Estoque","cadastro","Clientes_FM.DS_TmpGerDadFlex"
"Estoque","cadastro","Clientes_FM.Tb_CadCart"
"Estoque","cadastro","Clientes.DB"
"Estoque","cadastro","ClientesF5_FP"
"Estoque","cadastro","ClientesF5_p"
"Estoque","cadastro","ClientesInt"
"Estoque","cadastro","ClientesMar"
"Estoque","fiscal","Co&nfer"
"Estoque","cadastro","Cod Produto"
"Estoque","cadastro","Cod. Mun. Cliente"
"Estoque","fiscal","CodSat"
"Estoque","autenticacao/permissao","CodUsuario"
"Estoque","autenticacao/permissao","CodUsuario;NomUsuario"
"Estoque","fiscal","commainferior"
"Estoque","fiscal","coModifyAnnotation"
"Estoque","cadastro","Complemento de Produto"
"Estoque","fiscal","ConfigNFe"
"Estoque","fiscal","ConfigNFeClick"
"Estoque","relatorio/impressao","ConfiguraImpressora1Click"
"Estoque","cadastro","Confirma Ativar o Cliente"
"Estoque","outro","Confirma Cancelamento"
"Estoque","outro","Confirma cancelamento do pacote."
"Estoque","outro","Confirma Cancelamento?"
"Estoque","fiscal","Confirma Desativar o Cliente"
"Estoque","cadastro","Confirma o cancelamento do Clientes"
"Estoque","cadastro","Confirma o Estorno do cancelamento do Cliente"
"Estoque","fiscal","ConfNFe"
"Estoque","fiscal","ConfNFe_FM"
"Estoque","cadastro","Consistencia do Produto"
"Estoque","outro","Consulta"
"Estoque","outro","Consulta fidelidade"
"Estoque","outro","Consulta Local"
"Estoque","outro","Consulta|Consulta do Lan"
"Estoque","outro","Consulta1"
"Estoque","outro","Consulta1 "
"Estoque","outro","ConsultaCep"
"Estoque","outro","ConsultaNCarto1"
"Estoque","outro","ConsultaNCpfCnpj1"
"Estoque","outro","Consultar"
"Estoque","outro","Consultas &R"
"Estoque","outro","Consultas R"
"Estoque","outro","ConsultasRpidas1"
"Estoque","outro","ConsultasRpidas1Click"
"Estoque","outro","ConsultasRpidas1Click "
"Estoque","fiscal","Continua na Nota "
"Estoque","autenticacao/permissao","ControlaSenha"
"Estoque","operacional","Controle de Saida do Estoque"
"Estoque","fiscal","CorSatCla"
"Estoque","fiscal","CorSatClaF"
"Estoque","cadastro","d Cliente"
"Estoque","operacional","da de estoque manual"
"Estoque","cadastro","DADOS DO CLIENTE"
"Estoque","outro","Data do Cancelamento"
"Estoque","outro","DataFieldCancelBtnClick"
"Estoque","fiscal","DatAnota"
"Estoque","cadastro","DB_Clientes"
"Estoque","cadastro","DB_ClientesDrawDataCell"
"Estoque","cadastro","DB_ClientesKeyPress"
"Estoque","cadastro","DB_Produtos"
"Estoque","cadastro","DB_ProdutosCellClick"
"Estoque","cadastro","DB_ProdutosColEnter"
"Estoque","cadastro","DB_ProdutosDrawColumnCell"
"Estoque","cadastro","DB_ProdutosKeyPress"
"Estoque","cadastro","DB_ProdutosKeyUp"
"Estoque","financeiro","DBG_BancoCaixa"
"Estoque","cadastro","DBG_Cadastros"
"Estoque","cadastro","DBG_CadastrosDblClick"
"Estoque","cadastro","DBG_CadastrosKeyPress"
"Estoque","cadastro","DBG_ClientesF5"
"Estoque","cadastro","DBG_ClientesF5CellClick"
"Estoque","cadastro","DBG_ClientesF5DblClick"
"Estoque","cadastro","DBG_ClientesF5DrawColumnCell"
"Estoque","cadastro","DBG_ClientesF5DrawDataCell"
"Estoque","cadastro","DBG_ClientesF5KeyPress"
"Estoque","cadastro","DBG_ClientesF5T"
"Estoque","cadastro","DBG_ClientesInt"
"Estoque","cadastro","DBG_ClientesIntDrawColumnCell"
"Estoque","cadastro","DBGrid_ProdutosKit"
"Estoque","autenticacao/permissao","DBLCB_CodUsuario"
"Estoque","autenticacao/permissao","DBLCB_CodUsuario("
"Estoque","autenticacao/permissao","DBLCB_CodUsuarioDropDown"
"Estoque","autenticacao/permissao","DBLCB_CodUsuarioEnter"
"Estoque","autenticacao/permissao","DBLCB_CodUsuarioExit"
"Estoque","autenticacao/permissao","DBLCB_CodUsuarioKeyPress"
"Estoque","operacional","DBLCB_Estoque"
"Estoque","operacional","DBLCB_Estoque`"
"Estoque","operacional","DBLCB_EstoqueChange"
"Estoque","operacional","DBLCB_EstoqueChange%"
"Estoque","autenticacao/permissao","DBLCB_ResUsuario"
"Estoque","autenticacao/permissao","DBLCB_ResUsuarioExit"
"Estoque","operacional","DBT_Estoque"
"Estoque","operacional","DBT_Estoque<"
"Estoque","fiscal","DesAnota"
"Estoque","fiscal","Desativa-F2"
"Estoque","fiscal","Desativado"
"Estoque","fiscal","Desativado = "
"Financeiro","cadastro","       &Cadastros         "
"Financeiro","cadastro","     &Cadastros"
"Financeiro","relatorio/impressao"," da Nota Fiscal a ser Impressa"
"Financeiro","relatorio/impressao"," deseja imprimir o relat"
"Financeiro","autenticacao/permissao"," Order By CodUsuario"
"Financeiro","cadastro","-Cliente: "
"Financeiro","cadastro","-Clientes de "
"Financeiro","cadastro","-Ordem: Cliente"
"Financeiro","cadastro","-Ordem: Cliente(Nome)"
"Financeiro","cadastro","-Ordem: Cliente(Raz"
"Financeiro","fiscal",":\EquipExe\EquSat"
"Financeiro","fiscal",":\EquipExe\EquSat.Ini"
"Financeiro","cadastro",":Clientes"" C"
"Financeiro","cadastro","!Imprime Nome do cliente no Boleto"
"Financeiro","financeiro","(Financeiro - Sistema Controle Financeiro"
"Financeiro","autenticacao/permissao",")S:\BaseTestes\Usuarios\Arnaldo\Ger\Filial"
"Financeiro","cadastro","*Cliente"
"Financeiro","cadastro","\Clientes"" C"
"Financeiro","cadastro","\Clientes"" C    "
"Financeiro","cadastro","&Cadastro de Ajustes Autom"
"Financeiro","cadastro","&Cadastros       "
"Financeiro","outro","&Cancelamento"
"Financeiro","cadastro","&Cliente"
"Financeiro","cadastro","&Clientes"
"Financeiro","outro","&Consulta"
"Financeiro","cadastro","&Geral Ajuste de Cadastro"
"Financeiro","cadastro","&Individual Ajuste de Cadastro"
"Financeiro","relatorio/impressao","&Relat"
"Financeiro","autenticacao/permissao","&Senha"
"Financeiro","financeiro","&Sobre o Sistema Financeiro"
"Financeiro","cadastro","+         ""z:\EquipExe\Ger\Dados\Clientes"" C"
"Financeiro","fiscal","|Inicio da Nota"
"Financeiro","cadastro","|LogoMarca do cliente"
"Financeiro","cadastro","|Nome do Cliente"
"Financeiro","autenticacao/permissao","|Senha do usu"
"Financeiro","cadastro","0Select * From ""C:\Equipexe\Ger\Dados\Clientes"" C"
"Financeiro","cadastro","1-Cadastros"
"Financeiro","fiscal","1-Notas ( Faturamento )"
"Financeiro","cadastro","3-Cadastro e Lactos."
"Financeiro","financeiro","4-Menos Caixa"
"Financeiro","outro","AbreCepFacil"
"Financeiro","relatorio/impressao","Abrir relat"
"Financeiro","relatorio/impressao","Abrir...|Abre um relat"
"Financeiro","fiscal","AgrupaNota"
"Financeiro","cadastro","Ajusta Cadastro Automaticamente"
"Financeiro","fiscal","Anotacoes"
"Financeiro","relatorio/impressao","Arquivo de Relat"
"Financeiro","fiscal","Assume Config. LavSoft (Notas)"
"Financeiro","autenticacao/permissao","BaiUsuario"
"Financeiro","outro","Bt_CancelaClick"
"Financeiro","outro","Bt_CancelaClick "
"Financeiro","outro","Bt_ConsultaCli"
"Financeiro","outro","Bt_ConsultaCliClick"
"Financeiro","autenticacao/permissao","c_DigitaSenha"
"Financeiro","financeiro","c_mCaixaPCla"
"Financeiro","fiscal","C:\EquipExe\EquSat"
"Financeiro","fiscal","C:\EquipExe\EquSat.Ini"
"Financeiro","cadastro","Cadastro"
"Financeiro","cadastro","Cadastro 2"
"Financeiro","cadastro","Cadastro 3"
"Financeiro","cadastro","Cadastro 4"
"Financeiro","cadastro","Cadastro Campos Flexiveis"
"Financeiro","cadastro","Cadastro de Clientes"
"Financeiro","cadastro","Cadastro de Fornecedores"
"Financeiro","cadastro","Cadastro de Grupo (Campos Flexiveis)"
"Financeiro","cadastro","Cadastro de Grupo 1 "
"Financeiro","cadastro","Cadastro de Grupo 2 "
"Financeiro","cadastro","Cadastro de Grupo 3"
"Financeiro","cadastro","Cadastro de Grupo 4"
"Financeiro","cadastro","Cadastro de Situa"
"Financeiro","cadastro","Cadastro Mensagem Padr"
"Financeiro","cadastro","Cadastros1"
"Financeiro","cadastro","Cadastros1D"
"Financeiro","cadastro","Cadastros3"
"Financeiro","cadastro","Cadastros3P"
"Financeiro","cadastro","CadClientes"
"Financeiro","fiscal","CadSatCla"
"Financeiro","financeiro","Caixa"
"Financeiro","financeiro","Caixa "
"Financeiro","financeiro","Caixa: "
"Financeiro","outro","Cancel1Click"
"Financeiro","outro","Cancela1Click"
"Financeiro","outro","Cancela1Click#"
"Financeiro","cadastro","CancelaClientes"
"Financeiro","outro","Cancelados1Click"
"Financeiro","outro","CancelaLote1Click"
"Financeiro","outro","CancelaLoteClick"
"Financeiro","outro","Cancelamento"
"Financeiro","outro","Cancelamento de Nosso Numero"
"Financeiro","cadastro","Cancelamento do Cliente Cod.: "
"Financeiro","outro","CancelButtonClick"
"Financeiro","outro","CancelClick"
"Financeiro","fiscal","CB_ImpNotaFiscal"
"Financeiro","fiscal","CB_ImpNotaFiscalp"
"Financeiro","fiscal","CB_ModeloArqRemessat"
"Financeiro","outro","CB_TipoEntrega"
"Financeiro","outro","CB_TipoEntrega0"
"Financeiro","fiscal","centinferior"
"Financeiro","menu","CheckMenuItem"
"Financeiro","cadastro","Cliente"
"Financeiro","cadastro","Cliente - Nome"
"Financeiro","cadastro","Cliente (Nome)"
"Financeiro","cadastro","Cliente (Raz"
"Financeiro","cadastro","Cliente Cancelado"
"Financeiro","cadastro","Cliente inv"
"Financeiro","cadastro","Cliente n"
"Financeiro","cadastro","Clientes"
"Financeiro","cadastro","Clientes Cadastros Entre"
"Financeiro","cadastro","Clientes Zerados"
"Financeiro","cadastro","Clientes_FC"
"Financeiro","cadastro","Clientes_FM"
"Financeiro","cadastro","Clientes_FM.DS_TmpCliPromAcu"
"Financeiro","cadastro","Clientes_FM.DS_TmpGerDadFlex"
"Financeiro","cadastro","Clientes.DB"
"Financeiro","cadastro","Clientes1"
"Financeiro","cadastro","Clientes1Click"
"Financeiro","cadastro","ClientesF5_FP"
"Financeiro","cadastro","ClientesF5_p"
"Financeiro","cadastro","ClientesMar"
"Financeiro","autenticacao/permissao","CodUsuario"
"Financeiro","autenticacao/permissao","CodUsuario;NomUsuario"
"Financeiro","fiscal","commainferior"
"Financeiro","fiscal","coModifyAnnotation"
"Financeiro","relatorio/impressao","ConfiguraImpressora1Click"
"Financeiro","relatorio/impressao","ConfiguraImpressora1Click#"
"Financeiro","autenticacao/permissao","ConfigUsuario"
"Financeiro","cadastro","Confirma Ativar o Cliente"
"Financeiro","outro","Confirma Cancelamento"
"Financeiro","outro","Confirma Cancelamento?"
"Financeiro","fiscal","Confirma Desativar o Cliente"
"Financeiro","cadastro","Confirma o cancelamento do Clientes"
"Financeiro","outro","Confirma o Cancelamento do Lote"
"Financeiro","cadastro","Confirma o Estorno do cancelamento do Cliente"
"Financeiro","cadastro","Considera Pgto Clientes"
"Financeiro","outro","Consulta"
"Financeiro","outro","Consulta1"
"Financeiro","outro","Consultar"
"Financeiro","outro","Consultas R"
"Financeiro","operacional","ControleNossoNumero1Click"
"Financeiro","fiscal","CorSatCla"
"Financeiro","fiscal","CorSatClaF"
"Financeiro","outro","DataFieldCancelBtnClick"
"Financeiro","fiscal","DatAnota"
"Financeiro","cadastro","DB_Clientes"
"Financeiro","cadastro","DB_ClientesDrawColumnCell"
"Financeiro","cadastro","DB_ClientesDrawDataCell"
"Financeiro","cadastro","DB_ClientesDrawDataCell "
"Financeiro","cadastro","DB_ClientesKeyPress"
"Financeiro","cadastro","DBG_Cadastros"
"Financeiro","cadastro","DBG_CadastrosDblClick"
"Financeiro","cadastro","DBG_CadastrosKeyPress"
"Financeiro","cadastro","DBG_ClientesF5"
"Financeiro","cadastro","DBG_ClientesF5DrawColumnCell"
"Financeiro","cadastro","DBG_ClientesF5KeyPress"
"Financeiro","cadastro","DBG_ClientesF5T"
"Financeiro","cadastro","DBLCB_CodCliEnter"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuario"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuario,"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioDropDown"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioEnter"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioExit"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioKeyPress"
"Financeiro","cadastro","DBLCB_GruCliEnter"
"Financeiro","autenticacao/permissao","DBLCB_ResUsuario"
"Financeiro","autenticacao/permissao","DBLCB_ResUsuarioEnter"
"Financeiro","autenticacao/permissao","DBLCB_ResUsuarioExit"
"Financeiro","cadastro","DBT_Clientes"
"Financeiro","fiscal","DesAnota"
"Financeiro","fiscal","Desativa-F2"
"Financeiro","fiscal","Desativado"
"Financeiro","fiscal","Desativar"
"Financeiro","outro","Digite o motivo do cancelamento"
"Financeiro","fiscal","Digite o Motivo do Desativamento"
"Financeiro","cadastro","digo do cliente"
"Financeiro","cadastro","digo do Grupo de Clientes"
"Financeiro","fiscal","dollarinferior"
"Financeiro","cadastro","DS_Cadastro"
"Financeiro","financeiro","DS_Caixa"
"Financeiro","financeiro","DS_CaixaP"
"Financeiro","cadastro","DS_Cliente"
"Financeiro","cadastro","DS_Clientes"
"Financeiro","cadastro","DS_ClientesF5"
"Financeiro","autenticacao/permissao","DS_Usuarios"
"Financeiro","autenticacao/permissao","DS_Usuarios$"
"Financeiro","autenticacao/permissao","DS_Usuarios4"
"Financeiro","cadastro","Dt.Cadastro"
