"Executavel","Categoria","Texto","Origem"
"NFE","operacional","FAutoScroll","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FBeforeCancel","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FBeforeScroll","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FBtnControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FByRefParam","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","autenticacao/permissao","FC_DigSenha","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FCancel","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FCancelDispatching","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FCancelling","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FChildControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FController","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FControls","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FControlState","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FControlStyle","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FDateParam","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FDBLookupControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FDropDownMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FDropOnControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FFaultRole","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FFocusControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FFocusedControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FHintControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FHorzScrollBar","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FHorzScrollWnd","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FilterSpecArray","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FindChildControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FindParam","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FInitingScrollBars","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FInMenuLoop","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FIsControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FLastActiveControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FLatestHintControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FlatSB_GetScrollInfo","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FlatSB_GetScrollPos","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FlatSB_SetScrollInfo","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FlatSB_SetScrollPos","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FlatSB_SetScrollProp","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","relatorio/impressao","FLinkImpressao","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","FM_Gera_NFE","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMainMenuBarHook","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMDIChildSysMenuActive","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMDIChildSystemMenuTracking","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FMDIHorzScrollBar","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FMDIScrollSizeBox","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FMDIStopHorzScrollBar","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FMDIStopVertScrollBar","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FMDIVertScrollBar","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenuActive","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenuAnimation","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenuFont","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenuHook","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenuImage","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenuItem","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenuPosition","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenuPush","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMenuTracking","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FMouseControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FMouseInControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMouseInMainMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMustActivateMDIChildSysMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMustActivateMenuItem","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FMustActivateSysMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","Fnota","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","FNotationDefs","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","FNotations","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FObjectMenuItem","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FocusControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FOldHorzSrollBarPosition","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FOldVertSrollBarPosition","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FOle2Menu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FOnActiveControlChange","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FOnScroll","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FPageControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FParamCheck","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FParameterDirection","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FParameterRow","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FParameters","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FParamList","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FParamObjectClass","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FParamRef","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FParams","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FParamType","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FPopupControlWnd","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FPopupMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FPrevScrollPos","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","relatorio/impressao","FRelativeSizes","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FRightClickCancels","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","FrmCadastroNfe","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FSaveScrollWidth","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FScrollBars","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FScrollLines","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FScrollLinesMessage","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FScrollOpposite","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FScrollPos","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FScrollWnd","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","autenticacao/permissao","Fsenha","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","Fservico","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","FStatusNFe","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FSubMenuImages","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FSupportsParameterMetadata","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FSysMenuActive","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FSysMenuButtonRect","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FSystemMenuTracking","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FTabControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","FTimeParam","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FTouchControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ftParams","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FUpdatingScrollBars","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FVertScrollBar","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FVertScrollWnd","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FVisualControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","FWinControls","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","FWindowMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","GB_DadosNfe","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","GB_DadosNfe8","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","GB_EmiteProduto","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","Gera Nota com Desconto","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","GerarNota","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GESTURECONFIG","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetAliasParams","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetConfigParams","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","GetControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","GetControlsAlignment","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetDriverParams","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetMenuHeight","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetMenuItemCount","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetMenuItemID","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetMenuItemInfoW","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetMenuState","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetMenuStringW","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParameterByName","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParameterByOrdinal","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParameters","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParamExternalName","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParamInfo","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParamInternalName","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParamList","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParamLocs","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParamPointer","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParams","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetParamValue","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetParentMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","GetReturnParamNames","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","GetScrollBarInfo","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","GetScrollInfo","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","GetScrollPos","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","GetScrollRange","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetSubMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","GetSystemMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","GetTabControlList","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","HidingControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","HintControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","HKEY_CURRENT_CONFIG","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","HMENU","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","HorzScrollBar","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","HorzScrollBar.Visible","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","IDOMNotationhL`","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","IJvExControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","autenticacao/permissao","Im_Senha","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","Informe o nome do cliente","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","Informe o Valor do Produto","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","InitCommonControls","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","InMenuLoop","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","InsertControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","InsertMenuItemW","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","InsertMenuW","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","InsertParameter","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","InternalParamName","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","IntersectsControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ioHasReturnParamNames","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","IParam,","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","IParamObject","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","IParamStreamObject","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","IsScrollBarVisible","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","IXMLAnnotatedItem`o`","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","IXMLAnnotation`o`","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","IXMLAnnotationItems,_`","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","IXMLDOMNotation","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","IXMLNotation","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","IXMLNotationDefs","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","JvExControls","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","Lb_Consulta","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","relatorio/impressao","Lb_TipoImpressao","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","autenticacao/permissao","Lb_TitSenha","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","Led_Controle","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","relatorio/impressao","LinkImpressao","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","relatorio/impressao","LinkImpressao%","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","LoginParams","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","lParam","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","LParamFiller","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","LParamHi","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","LParamLo","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MainMenu1","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","Menu_Principal","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","Menu1","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","Menu2","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MenuActive","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MenuAnimation","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MenuEnter","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MenuFlag","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MenuFont","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MenuGeral","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MenuIndex","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MenuItem","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MenuPosition","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","Menuten","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","Menuteno1","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MouseInMainMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","MSAttribute","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","MSNotation","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","relatorio/impressao","multipart/related","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MustActivateMDIChildSysMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MustActivateMenuItem","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","MustActivateSysMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","Nome Cliente","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","ntNotation","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","NumberParameters","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","O Cliente possui dados com preenchimentos incorretos mas que ","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","O Cliente possui dados com preenchimentos incorretos, que n","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","o do produto?","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","o Ginfes","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","o Municipal (Nota tipo NFSe)","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","ObjectMenuItem","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","ObterErroLote","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","ObterNotaRetorno","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","OnActiveControlChangeP","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","OnScroll","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","PageControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","Pago - Estoque","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","Param","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParamByName","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParamCheck","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParamCount","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParamData","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","Parameter","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParameterDirection","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParameterMapItem","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","Parameters","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","Parametros","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","Parametros1","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParamName","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParamNames","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","Params","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParamType","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ParamValues","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","piSeqNFE","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","Pm_ConsultaNFE","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","Pm_ConsultaNFE$","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","Pn_Inferior","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","Pn_Rolagem","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","Pn_RolagemResize","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","PopulateOle2Menu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","PopupControlWnd","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","PopupMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","PopupMenu1","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","PProcedureParam","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","ProcessMenuChar","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","ProcessMenuLoop","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","Procura de Cadastro","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","psControle","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","RegisterControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","RegisterExternalParamName","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","RegisterParamInfo","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","RegisterReturnParamNames","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","relatorio/impressao","Relationship","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","RemoveControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","menu","RemoveMenu","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","RemoveParam","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","RemoveParameter","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","RemoveParameters","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","ReplaceDockedControl","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","RetornoNota","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","RetParamNames","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","ReturnParamNames","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","RG_TipoNota","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","RG_TipoNota4","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","fiscal","RG_TipoNotaClick","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","RightClickCancels","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","Rollback","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","RollbackFreeAndNil","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","RollbackIncompleteFreeAndNil","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","cadastro","RPSs que estiverem com cadastros incompletos n","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","S:{System.Generics.Collections}TList<System.Rtti.TMethodImplementation.TParamLoc>.:1","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","S:{System.Generics.Collections}TList<System.Rtti.TMethodImplementation.TParamLoc>.:3","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","SaveConfigFile","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","SB_Cancela","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","SB_CancelaClick","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","SB_CancelaPacote","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","SB_CancelaPacoteClick","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","SB_Cancelar","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","outro","SB_CancelarClick","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","Sb_RolagemBaixo","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","Sb_RolagemBaixoClick","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","Sb_RolagemCima","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","Sb_RolagemCimaClick","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"NFE","operacional","scEndScroll","D:\AtelieProd\Equipexe\Exe\NFE.exe"
"SAT","outro","        Baixa Cancelada","D:\AtelieProd\Equipexe\Exe\SAT.exe"
"SAT","fiscal","       And (CodSatCla=""","D:\AtelieProd\Equipexe\Exe\SAT.exe"
"SAT","outro","       And (not(M.Cancelado=""S"")) ","D:\AtelieProd\Equipexe\Exe\SAT.exe"
"SAT","fiscal","       And (not(M.CodSatSit=""B"")) ","D:\AtelieProd\Equipexe\Exe\SAT.exe"
"SAT","fiscal","       And M.CodSatTipS=""","D:\AtelieProd\Equipexe\Exe\SAT.exe"
