"Executavel","Categoria","Texto","Origem"
"LavFacilLan","fiscal"," baixada na Nota N","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","financeiro"," baixada no financeiro","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Baixada no Rol","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," baixado na nota N","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," cadastrado em outro cliente.","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," Cadastros foram ajustados","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Cancelada","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Cancelado","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Cancelado,","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," cancelado.","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," cari| carid carol cedli cen| cia ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," CFDestravaImpressoraFiscal1Click","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," Cliente: ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," Cliente.: ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," clientes.","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","autenticacao/permissao"," CodUsuario= '","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","autenticacao/permissao"," CodUsuario='","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," colocar em estoque...","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","financeiro"," como desconto","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," con parametri","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," con parametri duplicati","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," configurada corretamente","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," configurado para usar o local","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," CONTROLE DE ENTREGA ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," CP.ROL ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," creditado em seu cadastro o valor de R$","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," da Nota: ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","financeiro"," DESCONTO: ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","financeiro"," DescontoROL=Cast('","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","financeiro"," DescontoValor=Cast('","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," deseja imprimir o relat","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," deve selecionar um rol antes de escolher esta op","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," diferente do cadastro","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," diferente do vendedor que efetuou o lan","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," do cadastro de clientes todos os e-mails relacionados no arquivo ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," do ROL","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," do Rol ou ""0"" Para Encerrar","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," do Rol que se encontra no Local","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Em Estoque |","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," em estoque.","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," em modo de impress","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," em uso pelo Rol N","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," emitido nota - N","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," emitido pela Entrega das Pe","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," ENTREGAS DO DIA ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," esta em Estoque, Opera","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," esta em Uso pelo Rol N","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," excede o valor do produto.","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Existe um Adiantamento para este Rol","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," fechado, entre no sistema para que as configura","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","financeiro"," FINANCEIRO ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," Fixada (Nota Fiscal)","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," foi baixado na nota","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," foi emitida uma Nota para este Rol.","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," foi Entregue, Utilize o F7 para Voltar ao Estoque","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," Grupo de produtos (nome do gupo)","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," I.RDB$INDEX_NAME, I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," I.RDB$RELATION_NAME = '","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," imprimir a nota mesmo assim","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," inferior ao hor","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," INTERVALO DE NOTAS (Faturamento)","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," localizado o Rol mais pr","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," maior que o total do rol","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," maior que o valor total do Rol. O valor do Rol ser","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," marcada em estoque","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," MC.DatEntRol ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," MC.Rol ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," MC.Rol,","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," MC.Rol, CP.CodLoc ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Menor que o Total do Rol, Deseja Efetuar a Diferen","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","financeiro"," menor que o Valor Total, adicione uma forma de pagamento ou aumente o desconto","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," MensagemPrFixadaNotaFiscal1Click","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," N.TipNota ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," necessario ajustar os seguintes campos do cadastro do cliente:","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," NFENotafiscaleletrnicadeservios1","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," no Rol N","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," Nome Cliente;","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," Nota","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," NOTA: ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," NumNotAdi= ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," NumNotAdi='","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," o CPF do cliente!","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," o final da impress","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," ObsROL= '","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," ocupado Rol ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," On (MI.Rol = CP.Rol) And (MI.CodPro = CP.CodPro) And (MI.SeqPro = CP.SeqPro) ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," On (MI.Rol = MS.Rol) And (MI.CodPro = MS.CodPro) And (MI.SeqPro = MS.SeqPro)","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Or ((not(Cancelado=","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," Ordem: Produto","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Ordem: Rol","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, a.RDB$FIELD_POSITION","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, a.RDB$PRIVILEGE","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, b.RDB$FIELD_NAME","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","autenticacao/permissao"," Order By NomUsuario","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," ORDER BY RC_FOR.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," ORDER BY RELC_PRIM.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Order By Rol","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Order By Rol, DatEnt","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Order By Rol,CodPro,SeqPro","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Pagar - Estoque","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Pagar - Estoque/Produ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Pagar Estoque","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," pagar varios rols...","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Pago e o Cancelamento do Adiantamento s","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Pago e o Cancelamento do Pagamento s","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Pago, Deseja Cancelar o Pagamento","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," param","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," PECAS EM ABERTO ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Pergunta antes de marcar Entrega","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," pode ser cancelado o ultimo cupom fiscal","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," pode ser Cancelado, ultimo cupom fiscal","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," pode ser efetuado no Dia do Cancelamento","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","autenticacao/permissao"," pode ser feito o cancelamento com permiss","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," possivel cancelar, a terceiriza","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," PP.RDB$PARAMETER_TYPE desc, PP.RDB$PARAMETER_NUMBER","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," preciso cancelar o lan","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," preenchido. Utilize a consulta de Munic","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Prod. e Estoque |","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," Produto: ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," PRODUTOS","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," realizada sem uma impressora","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","financeiro"," recebendo desconto para primeira visita!","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Recep","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Rol   Entr. ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Rol Cancelado ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," RolOrc= '',","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," RolPrincip='","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Rols","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Rols em Estoque","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Rols em Estoque e Producao","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Rols em Producao","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Rols na posi","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," SB_ImportaClienteFidelidadeClick","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," selecionada, deseja cancelar a Entrega?","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," selecionada, deseja cancelar o Pagamento?","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Select    MC.DatLan, MC.HorLan, MC.DatEnt, MC.NumOS, MC.SitRol, MC.NumNot, MC.Cancelado, MC.Posicao,   CP.Rol, CP.CodPro, CP.CodVenEst, CP.DatEst, CP.HorEst,CP.Situacao,CP.DatEst,    PD.DesPro,    MI.Identif, MI.CodLoc,    CL.NomCli,                VE.NomVen, VE.CodVen","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","financeiro"," Select    MC.Rol, MC.Posicao, MC.DatLan, MC.DatEntRol, MC.DatEnt, MC.Unidade, MC.NumOS, MC.NumGR, MC.CodTab,   MC.ValTot, MC.DescontoROL, MC.DescontoValor,   MC.CodLoc as CodLocRol, MC.CodVen, MC.SitRol, MC.CodCli, MC.HorEnt, MC.CodTipEnt, MC.CenCusCli,   MI.Rol, MI.CodPro,  MI.SeqPro, MI.CodCor, MI.CodDef, MI.Identif, MI.Quantidade, MI.PreUniVen, MI.PreFinal, MI.Peso, MI.Obs,    CP.Rol, CP.CodPro, CP.SeqPro, CP.Situacao, CP.CodLoc as CodLocPec, CP.NumNot as NumNotPec,    CL.Roteiro, CL.CodEmpree, CL.BaiCli, CL.CepCli, CL.NomCli, CL.CodCli, CL.EndCli, CL.EndEntCli,    CO.CodCor, CO.DesCor,    TP.CodTab, TP.DesTab, TP.CodTipTab,    CV.CodVen, CV.NomVen,    PD.CodPro, PD.DesPro, PD.TipoControle,    MS.Rol, MS.CodPro,MS.SeqPro, MS.CodSerLav, MS.Obs, MS.Peso as PesoSer, MS.Quantidade as QtdSer,    SL.CodSerLav, SL.DesSerLav ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Select    MC.Rol,MC.DatLan, MC.HorLan, MC.DatEnt, MC.NumOS, MC.SitRol, MC.NumNot, MC.Cancelado, MC.Posicao","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," SELECT a.RDB$RELATION_NAME, a.RDB$FIELD_NAME, a.RDB$FIELD_POSITION, a.RDB$NULL_FLAG, a.RDB$DEFAULT_VALUE, b. RDB$FIELD_LENGTH, b.RDB$FIELD_SCALE, c.RDB$TYPE_NAME, b.RDB$FIELD_TYPE, b.RDB$FIELD_SUB_TYPE, b.RDB$DESCRIPTION, b.RDB$CHARACTER_LENGTH, b.RDB$FIELD_PRECISION, a.RDB$DEFAULT_SOURCE, b.RDB$DEFAULT_SOURCE as RDB$DEFAULT_SOURCE_DOMAIN FROM RDB$RELATION_FIELDS a JOIN RDB$FIELDS b ON (b.RDB$FIELD_NAME = a.RDB$FIELD_SOURCE) LEFT JOIN RDB$TYPES c ON (b.RDB$FIELD_TYPE = c.RDB$TYPE and c.RDB$FIELD_NAME = 'RDB$FIELD_TYPE')","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," SELECT I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, I.RDB$INDEX_NAME, ISGMT.RDB$FIELD_POSITION,","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Select LP.DatLan, LP.CodSerLav, LP.QdePonLan,         MC.Rol, MC.TotPecas","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," SELECT M.Rol, C.NomCli, M.DatLan, M.%s as OS","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Select MA.CodMar, MA.DesMar, MA.Cancelado, MG.CodMar, MG.GruPro ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," SELECT null as TABLE_CAT, null as TABLE_SCHEM, a.RDB$RELATION_NAME as TABLE_NAME, b.RDB$FIELD_NAME as COLUMN_NAME, b.RDB$FIELD_POSITION+1 as KEY_SEQ, a.RDB$INDEX_NAME as PK_NAME FROM RDB$RELATION_CONSTRAINTS a JOIN RDB$INDEX_SEGMENTS b ON (a.RDB$INDEX_NAME = b.RDB$INDEX_NAME) WHERE  RDB$CONSTRAINT_TYPE = 'PRIMARY KEY'","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," SELECT P.RDB$PROCEDURE_NAME, PP.RDB$PARAMETER_NAME, PP.RDB$PARAMETER_TYPE, F.RDB$FIELD_TYPE, F.RDB$FIELD_SUB_TYPE, F.RDB$FIELD_SCALE, F.RDB$FIELD_LENGTH, F.RDB$NULL_FLAG, PP.RDB$DESCRIPTION, F.RDB$FIELD_PRECISION, F.RDB$NULL_FLAG  FROM RDB$PROCEDURES P JOIN RDB$PROCEDURE_PARAMETERS PP ON P.RDB$PROCEDURE_NAME = PP.RDB$PROCEDURE_NAME  JOIN RDB$FIELDS F ON PP.RDB$FIELD_SOURCE = F.RDB$FIELD_NAME ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," SELECT P.RDB$PROCEDURE_NAME, PP.RDB$PARAMETER_NAME, PP.RDB$PARAMETER_TYPE, F.RDB$FIELD_TYPE, F.RDB$FIELD_SUB_TYPE, F.RDB$FIELD_SCALE, F.RDB$FIELD_LENGTH, F.RDB$NULL_FLAG, PP.RDB$DESCRIPTION, F.RDB$FIELD_SCALE as RDB$FIELD_PRECISION, F.RDB$NULL_FLAG FROM RDB$PROCEDURES P JOIN RDB$PROCEDURE_PARAMETERS PP ON P.RDB$PROCEDURE_NAME=PP.RDB$PROCEDURE_NAME JOIN RDB$FIELDS F ON PP.RDB$FIELD_SOURCE=F.RDB$FIELD_NAME ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," SELECT RC_PRIM.RDB$RELATION_NAME,  IS_PRIM.RDB$FIELD_NAME,  RC_FOR.RDB$RELATION_NAME,  IS_FOR.RDB$FIELD_NAME,  IS_FOR.RDB$FIELD_POSITION,  REFC_PRIM.RDB$UPDATE_RULE,  REFC_PRIM.RDB$DELETE_RULE,  RC_FOR.RDB$CONSTRAINT_NAME,  RC_PRIM.RDB$CONSTRAINT_NAME  FROM RDB$RELATION_CONSTRAINTS RC_FOR, RDB$REF_CONSTRAINTS REFC_FOR,  RDB$RELATION_CONSTRAINTS RC_PRIM, RDB$REF_CONSTRAINTS REFC_PRIM,  RDB$INDEX_SEGMENTS IS_PRIM, RDB$INDEX_SEGMENTS IS_FOR  WHERE RC_PRIM.RDB$CONSTRAINT_TYPE = 'PRIMARY KEY' and ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," SELECT Rol FROM MovCab M WHERE","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," sendo configurando","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," SitRol =  '',","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," SitRol =  'P',","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," SitRol = '',","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," SitRol = 'P',","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Tb_MovTmpItTOTPECAS.DisplayWidth","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," TdomCMParameterEntityDeclaration","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","cadastro"," tem Cliente","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," TipNota='A', ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," TipNota='B', ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," TotPecas= '","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","relatorio/impressao"," uma porta de impress","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," usado no Rol ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," utilizado pelo Rol ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Vendedor Alt: ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Vendedor Comp: ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Vendedor: ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Where ( Not( Cancelado=""S"" ) )","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where (CodLoc="""") And (Rol=","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where (I.CodPro=P.CodPro) And (I.Rol=","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where (I.Rol=M.Rol) ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where (M.Rol > ""0"")","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where (MC.Rol > 0) ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","fiscal"," WHERE (not Desativado = ""S"") And (","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where (Not(CLP.Rol=""""))","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Where (not(D.Cancelado=""S"")) ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro"," Where (not(M.Cancelado=""S"")) ","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where (Rol=","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where (Rol=""","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where Controle1=""","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional"," Where Rol='","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","outro","_Parameter","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","operacional","_QClxDrawUtil_ScrollEffect","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","menu","_QMenuBar_activateItemAt","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","menu","_QMenuBar_create","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","menu","_QMenuBar_hook_create","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","menu","_QMenuBar_hook_hook_activated","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","menu","_QMenuBar_hook_hook_highlighted","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
"LavFacilLan","menu","_QMenuBar_to_QMenuData","D:\AtelieProd\Equipexe\Exe\LavFacilLan.exe"
