"Source","Target","RelativePath","Extension","Length","LastWriteTime","CopiedAt","ReadOnly"
"D:\AtelieProd\Equipexe\Estruturas\IndLavSoft.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\IndLavSoft.YG1","Estruturas\IndLavSoft.YG1",".YG1","4096","11/04/2018 17:29:42","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.DB","Estruturas\Inis.DB",".DB","419840","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.PX","Estruturas\Inis.PX",".PX","36864","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.XG0","Estruturas\Inis.XG0",".XG0","231424","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.XG1","Estruturas\Inis.XG1",".XG1","196608","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.XG2","Estruturas\Inis.XG2",".XG2","245760","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.XG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.XG3","Estruturas\Inis.XG3",".XG3","202752","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.XG4","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.XG4","Estruturas\Inis.XG4",".XG4","206848","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.XG5","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.XG5","Estruturas\Inis.XG5",".XG5","206848","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.YG0","Estruturas\Inis.YG0",".YG0","28672","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.YG1","Estruturas\Inis.YG1",".YG1","20480","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.YG2","Estruturas\Inis.YG2",".YG2","36864","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.YG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.YG3","Estruturas\Inis.YG3",".YG3","24576","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.YG4","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.YG4","Estruturas\Inis.YG4",".YG4","24576","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Inis.YG5","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Inis.YG5","Estruturas\Inis.YG5",".YG5","26624","14/01/2013 10:47:48","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\Estruturas\Janela.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Janela.DB","Estruturas\Janela.DB",".DB","65536","18/06/2013 14:12:26","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Janela.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Janela.PX","Estruturas\Janela.PX",".PX","8192","18/06/2013 14:12:26","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\MigraNuvem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\MigraNuvem.DB","Estruturas\MigraNuvem.DB",".DB","77824","04/01/2017 14:10:32","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\MigraNuvem.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\MigraNuvem.PX","Estruturas\MigraNuvem.PX",".PX","4096","19/02/2015 15:39:50","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Municipios.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Municipios.DB","Estruturas\Municipios.DB",".DB","817152","02/08/2017 10:19:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Municipios.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Municipios.PX","Estruturas\Municipios.PX",".PX","12288","02/08/2017 10:19:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Municipios.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Municipios.XG0","Estruturas\Municipios.XG0",".XG0","520192","02/08/2017 10:19:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Municipios.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Municipios.YG0","Estruturas\Municipios.YG0",".YG0","30720","02/08/2017 10:19:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\NFeConf.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\NFeConf.DB","Estruturas\NFeConf.DB",".DB","4096","14/09/2010 10:28:12","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\NFeConf.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\NFeConf.PX","Estruturas\NFeConf.PX",".PX","4096","14/09/2010 10:28:12","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Op_teste.db","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Op_teste.db","Estruturas\Op_teste.db",".db","26624","08/10/2007 14:52:14","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Op_teste.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Op_teste.PX","Estruturas\Op_teste.PX",".PX","4096","08/10/2007 14:52:14","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Op.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Op.DB","Estruturas\Op.DB",".DB","221184","24/04/2017 14:23:18","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Op.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Op.PX","Estruturas\Op.PX",".PX","36864","24/04/2017 14:23:18","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Op.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Op.XG0","Estruturas\Op.XG0",".XG0","217088","24/04/2017 14:23:18","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Op.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Op.YG0","Estruturas\Op.YG0",".YG0","53248","24/04/2017 14:23:18","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Op1.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Op1.DB","Estruturas\Op1.DB",".DB","321536","17/09/2012 12:48:22","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.DB","Estruturas\Parametros.DB",".DB","1198080","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.PX","Estruturas\Parametros.PX",".PX","14336","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.XG0","Estruturas\Parametros.XG0",".XG0","182272","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.XG1","Estruturas\Parametros.XG1",".XG1","116736","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.XG2","Estruturas\Parametros.XG2",".XG2","346112","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.XG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.XG3","Estruturas\Parametros.XG3",".XG3","346112","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.YG0","Estruturas\Parametros.YG0",".YG0","4096","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.YG1","Estruturas\Parametros.YG1",".YG1","4096","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.YG2","Estruturas\Parametros.YG2",".YG2","20480","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.YG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Parametros.YG3","Estruturas\Parametros.YG3",".YG3","20480","02/04/2015 13:18:30","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\ParamGrupo.db","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\ParamGrupo.db","Estruturas\ParamGrupo.db",".db","4096","15/04/2009 16:23:12","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\ParamGrupo.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\ParamGrupo.PX","Estruturas\ParamGrupo.PX",".PX","4096","15/04/2009 16:23:22","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\ParamGrupo.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\ParamGrupo.XG0","Estruturas\ParamGrupo.XG0",".XG0","4096","15/04/2009 16:23:22","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\ParamGrupo.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\ParamGrupo.YG0","Estruturas\ParamGrupo.YG0",".YG0","4096","28/12/2003 22:18:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\ParamOpcao.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\ParamOpcao.DB","Estruturas\ParamOpcao.DB",".DB","133120","11/02/2013 15:20:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\ParamOpcao.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\ParamOpcao.PX","Estruturas\ParamOpcao.PX",".PX","24576","11/02/2013 15:20:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\ParamOpcao.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\ParamOpcao.XG0","Estruturas\ParamOpcao.XG0",".XG0","186368","11/02/2013 15:20:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\ParamOpcao.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\ParamOpcao.YG0","Estruturas\ParamOpcao.YG0",".YG0","51200","11/02/2013 15:20:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\resttemp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\resttemp.DB","Estruturas\resttemp.DB",".DB","3368960","15/02/2014 08:58:10","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\resttemp.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\resttemp.PX","Estruturas\resttemp.PX",".PX","428032","15/02/2014 08:58:10","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\resttemp.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\resttemp.XG0","Estruturas\resttemp.XG0",".XG0","0","15/02/2014 08:58:02","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Sistemas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Sistemas.DB","Estruturas\Sistemas.DB",".DB","24576","11/02/2017 10:30:40","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Sistemas.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Sistemas.PX","Estruturas\Sistemas.PX",".PX","4096","11/02/2017 10:30:40","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Sistemas.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Sistemas.XG0","Estruturas\Sistemas.XG0",".XG0","4096","11/02/2017 10:30:40","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Sistemas.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Sistemas.YG0","Estruturas\Sistemas.YG0",".YG0","4096","11/02/2017 10:30:40","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\TipAdv.db","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\TipAdv.db","Estruturas\TipAdv.db",".db","6144","06/02/2013 10:18:48","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\TipAdv.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\TipAdv.PX","Estruturas\TipAdv.PX",".PX","4096","06/02/2013 10:18:48","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Traducao.DB","Estruturas\Traducao.DB",".DB","3438592","16/11/2015 15:39:58","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Traducao.PX","Estruturas\Traducao.PX",".PX","432128","09/11/2015 16:51:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Traducao.XG0","Estruturas\Traducao.XG0",".XG0","1075200","09/11/2015 16:51:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Traducao.XG1","Estruturas\Traducao.XG1",".XG1","989184","09/11/2015 16:51:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Traducao.XG2","Estruturas\Traducao.XG2",".XG2","1329152","09/11/2015 16:51:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Traducao.YG0","Estruturas\Traducao.YG0",".YG0","172032","09/11/2015 16:51:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Traducao.YG1","Estruturas\Traducao.YG1",".YG1","231424","09/11/2015 16:51:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Estruturas\Traducao.YG2","Estruturas\Traducao.YG2",".YG2","317440","09/11/2015 16:51:28","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Exe\VERIFY.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Exe\VERIFY.DB","Exe\VERIFY.DB",".DB","34816","08/12/2014 09:47:10","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Figuras\CliExpEmpExp00001.DBF","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Figuras\CliExpEmpExp00001.DBF","Figuras\CliExpEmpExp00001.DBF",".DBF","98","11/01/2026 09:08:34","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Figuras\CliExpGruExp00001.DBF","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Figuras\CliExpGruExp00001.DBF","Figuras\CliExpGruExp00001.DBF",".DBF","499","11/01/2026 09:08:34","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Figuras\CliExpGruExp200001.DBF","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Figuras\CliExpGruExp200001.DBF","Figuras\CliExpGruExp200001.DBF",".DBF","322","11/01/2026 09:08:34","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Figuras\CliExpGruExp300001.DBF","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Figuras\CliExpGruExp300001.DBF","Figuras\CliExpGruExp300001.DBF",".DBF","322","11/01/2026 09:08:34","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Figuras\CliExpGruExp400001.DBF","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Figuras\CliExpGruExp400001.DBF","Figuras\CliExpGruExp400001.DBF",".DBF","322","11/01/2026 09:08:34","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.DB","Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.DB",".DB","2048","15/01/2019 15:55:16","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.PX","Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.PX",".PX","2048","15/01/2019 15:55:16","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.XG0","Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.XG0",".XG0","34816","15/01/2019 15:55:16","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.XG1","Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.XG1",".XG1","34816","15/01/2019 15:55:16","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.XG2","Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.XG2",".XG2","34816","15/01/2019 15:55:16","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.YG0","Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.YG0",".YG0","4096","15/01/2019 15:55:16","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.YG1","Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.YG1",".YG1","4096","15/01/2019 15:55:16","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.YG2","Filiais\MOVANTIGA\CEP\DADOS\CEP_LOG.YG2",".YG2","4096","15/01/2019 15:55:16","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\DADOS\CadPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\DADOS\CadPro.DB","Filiais\MOVANTIGA\ESC\DADOS\CadPro.DB",".DB","2048","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\DADOS\CadPro.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\DADOS\CadPro.PX","Filiais\MOVANTIGA\ESC\DADOS\CadPro.PX",".PX","2048","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\DADOS\CadPro.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\DADOS\CadPro.XG0","Filiais\MOVANTIGA\ESC\DADOS\CadPro.XG0",".XG0","34816","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\DADOS\CadPro.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\DADOS\CadPro.YG0","Filiais\MOVANTIGA\ESC\DADOS\CadPro.YG0",".YG0","4096","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.DB",".DB","2048","15/01/2019 15:54:50","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.PX",".PX","2048","15/01/2019 15:54:50","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.XG0","Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.XG0",".XG0","34816","15/01/2019 15:54:50","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.YG0","Filiais\MOVANTIGA\ESC\FILIAL\CadAlu.YG0",".YG0","4096","15/01/2019 15:54:50","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAul.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAul.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadAul.DB",".DB","2048","15/01/2019 15:54:50","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAul.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadAul.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadAul.PX",".PX","2048","15/01/2019 15:54:50","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadCur.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadCur.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadCur.DB",".DB","2048","15/01/2019 15:54:56","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadCur.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadCur.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadCur.PX",".PX","2048","15/01/2019 15:54:56","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadInt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadInt.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadInt.DB",".DB","2048","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadInt.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadInt.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadInt.PX",".PX","2048","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadInt.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadInt.XG0","Filiais\MOVANTIGA\ESC\FILIAL\CadInt.XG0",".XG0","34816","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadInt.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadInt.YG0","Filiais\MOVANTIGA\ESC\FILIAL\CadInt.YG0",".YG0","4096","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMat.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadMat.DB",".DB","2048","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
