"Source","Target","RelativePath","Extension","Length","LastWriteTime","CopiedAt","ReadOnly"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\CompMat.PX","Ger\Filial\CompMat.PX",".PX","2048","24/04/2018 10:06:20","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\CompMat.XG0","Ger\Filial\CompMat.XG0",".XG0","34816","24/04/2018 10:06:20","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\CompMat.XG1","Ger\Filial\CompMat.XG1",".XG1","34816","24/04/2018 10:06:20","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\CompMat.YG0","Ger\Filial\CompMat.YG0",".YG0","4096","24/04/2018 10:06:20","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\CompMat.YG1","Ger\Filial\CompMat.YG1",".YG1","4096","24/04/2018 10:06:20","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor1.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor1.DB","Ger\Filial\ContaCor1.DB",".DB","4687872","20/05/2026 16:39:38","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor1.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor1.PX","Ger\Filial\ContaCor1.PX",".PX","4096","20/05/2026 16:39:38","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor1.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor1.XG0","Ger\Filial\ContaCor1.XG0",".XG0","559104","20/05/2026 16:39:38","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor1.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor1.YG0","Ger\Filial\ContaCor1.YG0",".YG0","4096","20/05/2026 16:39:38","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor2.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor2.DB","Ger\Filial\ContaCor2.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor2.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor2.PX","Ger\Filial\ContaCor2.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor2.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor2.XG0","Ger\Filial\ContaCor2.XG0",".XG0","34816","24/04/2018 10:06:22","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor2.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor2.YG0","Ger\Filial\ContaCor2.YG0",".YG0","4096","24/04/2018 10:06:22","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor3.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor3.DB","Ger\Filial\ContaCor3.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor3.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor3.PX","Ger\Filial\ContaCor3.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor3.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor3.XG0","Ger\Filial\ContaCor3.XG0",".XG0","34816","24/04/2018 10:06:22","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor3.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor3.YG0","Ger\Filial\ContaCor3.YG0",".YG0","4096","24/04/2018 10:06:22","23/05/2026 11:31:16","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor4.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor4.DB","Ger\Filial\ContaCor4.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:20","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor4.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor4.PX","Ger\Filial\ContaCor4.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:20","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor4.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor4.XG0","Ger\Filial\ContaCor4.XG0",".XG0","34816","24/04/2018 10:06:22","23/05/2026 11:31:20","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor4.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor4.YG0","Ger\Filial\ContaCor4.YG0",".YG0","4096","24/04/2018 10:06:22","23/05/2026 11:31:20","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor5.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor5.DB","Ger\Filial\ContaCor5.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor5.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor5.PX","Ger\Filial\ContaCor5.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor5.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor5.XG0","Ger\Filial\ContaCor5.XG0",".XG0","34816","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor5.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor5.YG0","Ger\Filial\ContaCor5.YG0",".YG0","4096","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor6.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor6.DB","Ger\Filial\ContaCor6.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor6.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor6.PX","Ger\Filial\ContaCor6.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor6.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor6.XG0","Ger\Filial\ContaCor6.XG0",".XG0","34816","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor6.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor6.YG0","Ger\Filial\ContaCor6.YG0",".YG0","4096","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor7.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor7.DB","Ger\Filial\ContaCor7.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor7.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor7.PX","Ger\Filial\ContaCor7.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor7.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor7.XG0","Ger\Filial\ContaCor7.XG0",".XG0","34816","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor7.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor7.YG0","Ger\Filial\ContaCor7.YG0",".YG0","4096","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor8.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor8.DB","Ger\Filial\ContaCor8.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor8.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor8.PX","Ger\Filial\ContaCor8.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor8.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor8.XG0","Ger\Filial\ContaCor8.XG0",".XG0","34816","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor8.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor8.YG0","Ger\Filial\ContaCor8.YG0",".YG0","4096","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor9.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor9.DB","Ger\Filial\ContaCor9.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor9.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor9.PX","Ger\Filial\ContaCor9.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor9.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor9.XG0","Ger\Filial\ContaCor9.XG0",".XG0","34816","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor9.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContaCor9.YG0","Ger\Filial\ContaCor9.YG0",".YG0","4096","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeLot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContChequeLot.DB","Ger\Filial\ContChequeLot.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeLot.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContChequeLot.PX","Ger\Filial\ContChequeLot.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContChequeRec.DB","Ger\Filial\ContChequeRec.DB",".DB","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContChequeRec.PX","Ger\Filial\ContChequeRec.PX",".PX","2048","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContChequeRec.XG0","Ger\Filial\ContChequeRec.XG0",".XG0","34816","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContChequeRec.XG1","Ger\Filial\ContChequeRec.XG1",".XG1","34816","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContChequeRec.YG0","Ger\Filial\ContChequeRec.YG0",".YG0","4096","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\ContChequeRec.YG1","Ger\Filial\ContChequeRec.YG1",".YG1","4096","24/04/2018 10:06:22","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCai.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCai.DB","Ger\Filial\EncCai.DB",".DB","2048","24/04/2018 10:06:24","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCai.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCai.PX","Ger\Filial\EncCai.PX",".PX","2048","24/04/2018 10:06:24","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc1.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc1.DB","Ger\Filial\EncCc1.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc1.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc1.PX","Ger\Filial\EncCc1.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc2.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc2.DB","Ger\Filial\EncCc2.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc2.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc2.PX","Ger\Filial\EncCc2.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc3.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc3.DB","Ger\Filial\EncCc3.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc3.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc3.PX","Ger\Filial\EncCc3.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc4.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc4.DB","Ger\Filial\EncCc4.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc4.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc4.PX","Ger\Filial\EncCc4.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc5.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc5.DB","Ger\Filial\EncCc5.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc5.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc5.PX","Ger\Filial\EncCc5.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc6.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc6.DB","Ger\Filial\EncCc6.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc6.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc6.PX","Ger\Filial\EncCc6.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc7.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc7.DB","Ger\Filial\EncCc7.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc7.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc7.PX","Ger\Filial\EncCc7.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc8.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc8.DB","Ger\Filial\EncCc8.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc8.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc8.PX","Ger\Filial\EncCc8.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc9.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc9.DB","Ger\Filial\EncCc9.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc9.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EncCc9.PX","Ger\Filial\EncCc9.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EnvEmails.DB","Ger\Filial\EnvEmails.DB",".DB","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EnvEmails.PX","Ger\Filial\EnvEmails.PX",".PX","2048","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EnvEmails.XG0","Ger\Filial\EnvEmails.XG0",".XG0","34816","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EnvEmails.XG1","Ger\Filial\EnvEmails.XG1",".XG1","34816","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EnvEmails.YG0","Ger\Filial\EnvEmails.YG0",".YG0","4096","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\EnvEmails.YG1","Ger\Filial\EnvEmails.YG1",".YG1","4096","24/04/2018 10:06:26","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\LanOrc.DB","Ger\Filial\LanOrc.DB",".DB","2048","24/04/2018 10:06:32","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrc.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\LanOrc.PX","Ger\Filial\LanOrc.PX",".PX","2048","24/04/2018 10:06:32","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrc.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\LanOrc.XG0","Ger\Filial\LanOrc.XG0",".XG0","34816","24/04/2018 10:06:32","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrc.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\LanOrc.YG0","Ger\Filial\LanOrc.YG0",".YG0","4096","24/04/2018 10:06:32","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrcPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\LanOrcPro.DB","Ger\Filial\LanOrcPro.DB",".DB","2048","24/04/2018 10:06:32","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrcPro.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\LanOrcPro.PX","Ger\Filial\LanOrcPro.PX",".PX","2048","24/04/2018 10:06:32","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrcPro.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\LanOrcPro.XG0","Ger\Filial\LanOrcPro.XG0",".XG0","34816","24/04/2018 10:06:32","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrcPro.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\LanOrcPro.YG0","Ger\Filial\LanOrcPro.YG0",".YG0","4096","24/04/2018 10:06:32","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\Material.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\Material.DB","Ger\Filial\Material.DB",".DB","2048","24/04/2018 10:06:34","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\Material.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\Material.PX","Ger\Filial\Material.PX",".PX","2048","24/04/2018 10:06:34","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\Material.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\Material.XG0","Ger\Filial\Material.XG0",".XG0","34816","24/04/2018 10:06:34","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\Material.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\Material.YG0","Ger\Filial\Material.YG0",".YG0","4096","24/04/2018 10:06:34","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MensagensSMS.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MensagensSMS.DB","Ger\Filial\MensagensSMS.DB",".DB","2048","24/04/2018 10:06:34","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MensagensSMS.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MensagensSMS.PX","Ger\Filial\MensagensSMS.PX",".PX","2048","24/04/2018 10:06:34","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovConTel.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovConTel.DB","Ger\Filial\MovConTel.DB",".DB","2048","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovConTel.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovConTel.PX","Ger\Filial\MovConTel.PX",".PX","2048","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovConTel.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovConTel.XG0","Ger\Filial\MovConTel.XG0",".XG0","34816","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovConTel.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovConTel.YG0","Ger\Filial\MovConTel.YG0",".YG0","4096","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovControle.DB","Ger\Filial\MovControle.DB",".DB","4096","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovControle.PX","Ger\Filial\MovControle.PX",".PX","2048","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovControle.XG0","Ger\Filial\MovControle.XG0",".XG0","34816","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovControle.XG1","Ger\Filial\MovControle.XG1",".XG1","34816","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovControle.XG2","Ger\Filial\MovControle.XG2",".XG2","34816","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovControle.YG0","Ger\Filial\MovControle.YG0",".YG0","4096","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovControle.YG1","Ger\Filial\MovControle.YG1",".YG1","4096","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovControle.YG2","Ger\Filial\MovControle.YG2",".YG2","4096","24/04/2018 10:06:38","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovProc.DB","Ger\Filial\MovProc.DB",".DB","2048","24/04/2018 10:06:52","23/05/2026 11:31:21","True"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProc.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial\MovProc.PX","Ger\Filial\MovProc.PX",".PX","2048","24/04/2018 10:06:52","23/05/2026 11:31:21","True"
