"FullName","DirectoryName","Name","Extension","Length","LastWriteTime"
"D:\AtelieProd\Equipexe\EST\DADOS\TabProdEst.DB","D:\AtelieProd\Equipexe\EST\DADOS","TabProdEst.DB",".DB","2048","15/01/2019 15:54:38"
"D:\AtelieProd\Equipexe\EST\DADOS\TabProdEst.PX","D:\AtelieProd\Equipexe\EST\DADOS","TabProdEst.PX",".PX","2048","15/01/2019 15:54:38"
"D:\AtelieProd\Equipexe\EST\DADOS\TpVendas.DB","D:\AtelieProd\Equipexe\EST\DADOS","TpVendas.DB",".DB","2048","15/01/2019 15:54:42"
"D:\AtelieProd\Equipexe\EST\DADOS\TpVendas.PX","D:\AtelieProd\Equipexe\EST\DADOS","TpVendas.PX",".PX","2048","15/01/2019 15:54:42"
"D:\AtelieProd\Equipexe\EST\DADOS\TpVendas.XG0","D:\AtelieProd\Equipexe\EST\DADOS","TpVendas.XG0",".XG0","34816","15/01/2019 15:54:42"
"D:\AtelieProd\Equipexe\EST\DADOS\TpVendas.YG0","D:\AtelieProd\Equipexe\EST\DADOS","TpVendas.YG0",".YG0","4096","15/01/2019 15:54:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\CliContEst.DB","D:\AtelieProd\Equipexe\EST\FILIAL","CliContEst.DB",".DB","2048","15/01/2019 15:52:56"
"D:\AtelieProd\Equipexe\EST\FILIAL\CliContEst.PX","D:\AtelieProd\Equipexe\EST\FILIAL","CliContEst.PX",".PX","2048","15/01/2019 15:52:56"
"D:\AtelieProd\Equipexe\EST\FILIAL\CliContEst.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","CliContEst.XG0",".XG0","34816","15/01/2019 15:52:56"
"D:\AtelieProd\Equipexe\EST\FILIAL\CliContEst.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","CliContEst.YG0",".YG0","4096","15/01/2019 15:52:56"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.DB","D:\AtelieProd\Equipexe\EST\FILIAL","MovEst.DB",".DB","34816","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.PX","D:\AtelieProd\Equipexe\EST\FILIAL","MovEst.PX",".PX","4096","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","MovEst.XG0",".XG0","34816","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG1","D:\AtelieProd\Equipexe\EST\FILIAL","MovEst.XG1",".XG1","34816","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","MovEst.YG0",".YG0","4096","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG1","D:\AtelieProd\Equipexe\EST\FILIAL","MovEst.YG1",".YG1","4096","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstCan.DB","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstCan.DB",".DB","2048","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstCan.PX","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstCan.PX",".PX","2048","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstCan.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstCan.XG0",".XG0","34816","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstCan.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstCan.YG0",".YG0","4096","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.DB","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstEnc.DB",".DB","2048","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.PX","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstEnc.PX",".PX","2048","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstEnc.XG0",".XG0","34816","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.XG1","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstEnc.XG1",".XG1","34816","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstEnc.YG0",".YG0","4096","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.YG1","D:\AtelieProd\Equipexe\EST\FILIAL","MovEstEnc.YG1",".YG1","4096","15/01/2019 15:53:42"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovKit.DB","D:\AtelieProd\Equipexe\EST\FILIAL","MovKit.DB",".DB","2048","15/01/2019 15:53:52"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovKit.PX","D:\AtelieProd\Equipexe\EST\FILIAL","MovKit.PX",".PX","2048","15/01/2019 15:53:52"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedComItem.DB",".DB","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedComItem.PX",".PX","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedComItem.XG0",".XG0","34816","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.XG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedComItem.XG1",".XG1","34816","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedComItem.YG0",".YG0","4096","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.YG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedComItem.YG1",".YG1","4096","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompra.DB",".DB","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompra.PX",".PX","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompra.XG0",".XG0","34816","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.XG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompra.XG1",".XG1","34816","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompra.YG0",".YG0","4096","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.YG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompra.YG1",".YG1","4096","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompraCanc.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompraCanc.DB",".DB","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompraCanc.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompraCanc.PX",".PX","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompraCanc.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompraCanc.XG0",".XG0","34816","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompraCanc.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedCompraCanc.YG0",".YG0","4096","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConf.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedConf.DB",".DB","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConf.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedConf.PX",".PX","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConf.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedConf.XG0",".XG0","34816","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConf.XG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedConf.XG1",".XG1","34816","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConf.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedConf.YG0",".YG0","4096","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConf.YG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedConf.YG1",".YG1","4096","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConfItem.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedConfItem.DB",".DB","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConfItem.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedConfItem.PX",".PX","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConfItem.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedConfItem.XG0",".XG0","34816","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConfItem.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedConfItem.YG0",".YG0","4096","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConfItemICMS.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedConfItemICMS.DB",".DB","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedConfItemICMS.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedConfItemICMS.PX",".PX","2048","15/01/2019 15:54:24"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConf.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConf.DB",".DB","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConf.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConf.PX",".PX","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConf.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConf.XG0",".XG0","34816","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConf.XG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConf.XG1",".XG1","34816","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConf.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConf.YG0",".YG0","4096","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConf.YG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConf.YG1",".YG1","4096","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConfItem.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConfItem.DB",".DB","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConfItem.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConfItem.PX",".PX","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConfItem.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConfItem.XG0",".XG0","34816","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenConfItem.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenConfItem.YG0",".YG0","4096","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenda.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenda.DB",".DB","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenda.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenda.PX",".PX","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenda.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenda.XG0",".XG0","34816","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenda.XG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenda.XG1",".XG1","34816","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenda.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenda.YG0",".YG0","4096","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenda.YG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenda.YG1",".YG1","4096","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVendaCanc.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedVendaCanc.DB",".DB","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVendaCanc.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedVendaCanc.PX",".PX","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVendaCanc.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVendaCanc.XG0",".XG0","34816","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVendaCanc.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVendaCanc.YG0",".YG0","4096","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenItem.DB","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenItem.DB",".DB","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenItem.PX","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenItem.PX",".PX","2048","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenItem.XG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenItem.XG0",".XG0","34816","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenItem.XG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenItem.XG1",".XG1","34816","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenItem.YG0","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenItem.YG0",".YG0","4096","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedVenItem.YG1","D:\AtelieProd\Equipexe\EST\FILIAL","PedVenItem.YG1",".YG1","4096","15/01/2019 15:54:26"
"D:\AtelieProd\Equipexe\Estruturas\ArqLavSoft.DB","D:\AtelieProd\Equipexe\Estruturas","ArqLavSoft.DB",".DB","67584","20/03/2018 17:17:16"
"D:\AtelieProd\Equipexe\Estruturas\ArqLavSoft.PX","D:\AtelieProd\Equipexe\Estruturas","ArqLavSoft.PX",".PX","4096","20/03/2018 17:17:16"
"D:\AtelieProd\Equipexe\Estruturas\CamLavSoft.DB","D:\AtelieProd\Equipexe\Estruturas","CamLavSoft.DB",".DB","360448","16/04/2018 08:29:38"
"D:\AtelieProd\Equipexe\Estruturas\CamLavSoft.PX","D:\AtelieProd\Equipexe\Estruturas","CamLavSoft.PX",".PX","12288","16/04/2018 08:29:38"
"D:\AtelieProd\Equipexe\Estruturas\CamLavSoft.XG0","D:\AtelieProd\Equipexe\Estruturas","CamLavSoft.XG0",".XG0","319488","16/04/2018 08:29:38"
"D:\AtelieProd\Equipexe\Estruturas\CamLavSoft.XG1","D:\AtelieProd\Equipexe\Estruturas","CamLavSoft.XG1",".XG1","288768","16/04/2018 08:29:38"
"D:\AtelieProd\Equipexe\Estruturas\CamLavSoft.YG0","D:\AtelieProd\Equipexe\Estruturas","CamLavSoft.YG0",".YG0","16384","16/04/2018 08:29:38"
"D:\AtelieProd\Equipexe\Estruturas\CamLavSoft.YG1","D:\AtelieProd\Equipexe\Estruturas","CamLavSoft.YG1",".YG1","16384","16/04/2018 08:29:38"
"D:\AtelieProd\Equipexe\Estruturas\Familia.DB","D:\AtelieProd\Equipexe\Estruturas","Familia.DB",".DB","4096","24/11/2006 11:52:28"
"D:\AtelieProd\Equipexe\Estruturas\Familia.PX","D:\AtelieProd\Equipexe\Estruturas","Familia.PX",".PX","4096","24/11/2006 11:52:26"
"D:\AtelieProd\Equipexe\Estruturas\GruOp.DB","D:\AtelieProd\Equipexe\Estruturas","GruOp.DB",".DB","10240","02/07/2014 11:40:38"
"D:\AtelieProd\Equipexe\Estruturas\GruOp.PX","D:\AtelieProd\Equipexe\Estruturas","GruOp.PX",".PX","4096","02/07/2014 11:40:38"
"D:\AtelieProd\Equipexe\Estruturas\IndLavSoft.DB","D:\AtelieProd\Equipexe\Estruturas","IndLavSoft.DB",".DB","163840","11/04/2018 17:29:42"
"D:\AtelieProd\Equipexe\Estruturas\IndLavSoft.PX","D:\AtelieProd\Equipexe\Estruturas","IndLavSoft.PX",".PX","8192","11/04/2018 17:29:42"
"D:\AtelieProd\Equipexe\Estruturas\IndLavSoft.XG0","D:\AtelieProd\Equipexe\Estruturas","IndLavSoft.XG0",".XG0","59392","11/04/2018 17:29:42"
"D:\AtelieProd\Equipexe\Estruturas\IndLavSoft.XG1","D:\AtelieProd\Equipexe\Estruturas","IndLavSoft.XG1",".XG1","61440","11/04/2018 17:29:42"
"D:\AtelieProd\Equipexe\Estruturas\IndLavSoft.YG0","D:\AtelieProd\Equipexe\Estruturas","IndLavSoft.YG0",".YG0","4096","11/04/2018 17:29:42"
"D:\AtelieProd\Equipexe\Estruturas\IndLavSoft.YG1","D:\AtelieProd\Equipexe\Estruturas","IndLavSoft.YG1",".YG1","4096","11/04/2018 17:29:42"
"D:\AtelieProd\Equipexe\Estruturas\Inis.DB","D:\AtelieProd\Equipexe\Estruturas","Inis.DB",".DB","419840","14/01/2013 10:47:48"
"D:\AtelieProd\Equipexe\Estruturas\Inis.PX","D:\AtelieProd\Equipexe\Estruturas","Inis.PX",".PX","36864","14/01/2013 10:47:48"
"D:\AtelieProd\Equipexe\Estruturas\Inis.XG0","D:\AtelieProd\Equipexe\Estruturas","Inis.XG0",".XG0","231424","14/01/2013 10:47:48"
"D:\AtelieProd\Equipexe\Estruturas\Inis.XG1","D:\AtelieProd\Equipexe\Estruturas","Inis.XG1",".XG1","196608","14/01/2013 10:47:48"
"D:\AtelieProd\Equipexe\Estruturas\Inis.YG0","D:\AtelieProd\Equipexe\Estruturas","Inis.YG0",".YG0","28672","14/01/2013 10:47:48"
"D:\AtelieProd\Equipexe\Estruturas\Inis.YG1","D:\AtelieProd\Equipexe\Estruturas","Inis.YG1",".YG1","20480","14/01/2013 10:47:48"
"D:\AtelieProd\Equipexe\Estruturas\Janela.DB","D:\AtelieProd\Equipexe\Estruturas","Janela.DB",".DB","65536","18/06/2013 14:12:26"
"D:\AtelieProd\Equipexe\Estruturas\Janela.PX","D:\AtelieProd\Equipexe\Estruturas","Janela.PX",".PX","8192","18/06/2013 14:12:26"
"D:\AtelieProd\Equipexe\Estruturas\MigraNuvem.DB","D:\AtelieProd\Equipexe\Estruturas","MigraNuvem.DB",".DB","77824","04/01/2017 14:10:32"
"D:\AtelieProd\Equipexe\Estruturas\MigraNuvem.PX","D:\AtelieProd\Equipexe\Estruturas","MigraNuvem.PX",".PX","4096","19/02/2015 15:39:50"
"D:\AtelieProd\Equipexe\Estruturas\Municipios.DB","D:\AtelieProd\Equipexe\Estruturas","Municipios.DB",".DB","817152","02/08/2017 10:19:28"
"D:\AtelieProd\Equipexe\Estruturas\Municipios.PX","D:\AtelieProd\Equipexe\Estruturas","Municipios.PX",".PX","12288","02/08/2017 10:19:28"
"D:\AtelieProd\Equipexe\Estruturas\Municipios.XG0","D:\AtelieProd\Equipexe\Estruturas","Municipios.XG0",".XG0","520192","02/08/2017 10:19:28"
"D:\AtelieProd\Equipexe\Estruturas\Municipios.YG0","D:\AtelieProd\Equipexe\Estruturas","Municipios.YG0",".YG0","30720","02/08/2017 10:19:28"
"D:\AtelieProd\Equipexe\Estruturas\NFeConf.DB","D:\AtelieProd\Equipexe\Estruturas","NFeConf.DB",".DB","4096","14/09/2010 10:28:12"
"D:\AtelieProd\Equipexe\Estruturas\NFeConf.PX","D:\AtelieProd\Equipexe\Estruturas","NFeConf.PX",".PX","4096","14/09/2010 10:28:12"
"D:\AtelieProd\Equipexe\Estruturas\Op_teste.db","D:\AtelieProd\Equipexe\Estruturas","Op_teste.db",".db","26624","08/10/2007 14:52:14"
"D:\AtelieProd\Equipexe\Estruturas\Op_teste.PX","D:\AtelieProd\Equipexe\Estruturas","Op_teste.PX",".PX","4096","08/10/2007 14:52:14"
"D:\AtelieProd\Equipexe\Estruturas\Op.DB","D:\AtelieProd\Equipexe\Estruturas","Op.DB",".DB","221184","24/04/2017 14:23:18"
"D:\AtelieProd\Equipexe\Estruturas\Op.PX","D:\AtelieProd\Equipexe\Estruturas","Op.PX",".PX","36864","24/04/2017 14:23:18"
"D:\AtelieProd\Equipexe\Estruturas\Op.XG0","D:\AtelieProd\Equipexe\Estruturas","Op.XG0",".XG0","217088","24/04/2017 14:23:18"
"D:\AtelieProd\Equipexe\Estruturas\Op.YG0","D:\AtelieProd\Equipexe\Estruturas","Op.YG0",".YG0","53248","24/04/2017 14:23:18"
"D:\AtelieProd\Equipexe\Estruturas\Op1.DB","D:\AtelieProd\Equipexe\Estruturas","Op1.DB",".DB","321536","17/09/2012 12:48:22"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.DB","D:\AtelieProd\Equipexe\Estruturas","Parametros.DB",".DB","1198080","02/04/2015 13:18:30"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.PX","D:\AtelieProd\Equipexe\Estruturas","Parametros.PX",".PX","14336","02/04/2015 13:18:30"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.XG0","D:\AtelieProd\Equipexe\Estruturas","Parametros.XG0",".XG0","182272","02/04/2015 13:18:30"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.XG1","D:\AtelieProd\Equipexe\Estruturas","Parametros.XG1",".XG1","116736","02/04/2015 13:18:30"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.YG0","D:\AtelieProd\Equipexe\Estruturas","Parametros.YG0",".YG0","4096","02/04/2015 13:18:30"
"D:\AtelieProd\Equipexe\Estruturas\Parametros.YG1","D:\AtelieProd\Equipexe\Estruturas","Parametros.YG1",".YG1","4096","02/04/2015 13:18:30"
"D:\AtelieProd\Equipexe\Estruturas\ParamGrupo.db","D:\AtelieProd\Equipexe\Estruturas","ParamGrupo.db",".db","4096","15/04/2009 16:23:12"
"D:\AtelieProd\Equipexe\Estruturas\ParamGrupo.PX","D:\AtelieProd\Equipexe\Estruturas","ParamGrupo.PX",".PX","4096","15/04/2009 16:23:22"
"D:\AtelieProd\Equipexe\Estruturas\ParamGrupo.XG0","D:\AtelieProd\Equipexe\Estruturas","ParamGrupo.XG0",".XG0","4096","15/04/2009 16:23:22"
"D:\AtelieProd\Equipexe\Estruturas\ParamGrupo.YG0","D:\AtelieProd\Equipexe\Estruturas","ParamGrupo.YG0",".YG0","4096","28/12/2003 22:18:06"
"D:\AtelieProd\Equipexe\Estruturas\ParamOpcao.DB","D:\AtelieProd\Equipexe\Estruturas","ParamOpcao.DB",".DB","133120","11/02/2013 15:20:06"
"D:\AtelieProd\Equipexe\Estruturas\ParamOpcao.PX","D:\AtelieProd\Equipexe\Estruturas","ParamOpcao.PX",".PX","24576","11/02/2013 15:20:06"
"D:\AtelieProd\Equipexe\Estruturas\ParamOpcao.XG0","D:\AtelieProd\Equipexe\Estruturas","ParamOpcao.XG0",".XG0","186368","11/02/2013 15:20:06"
"D:\AtelieProd\Equipexe\Estruturas\ParamOpcao.YG0","D:\AtelieProd\Equipexe\Estruturas","ParamOpcao.YG0",".YG0","51200","11/02/2013 15:20:06"
"D:\AtelieProd\Equipexe\Estruturas\resttemp.DB","D:\AtelieProd\Equipexe\Estruturas","resttemp.DB",".DB","3368960","15/02/2014 08:58:10"
"D:\AtelieProd\Equipexe\Estruturas\resttemp.PX","D:\AtelieProd\Equipexe\Estruturas","resttemp.PX",".PX","428032","15/02/2014 08:58:10"
"D:\AtelieProd\Equipexe\Estruturas\resttemp.XG0","D:\AtelieProd\Equipexe\Estruturas","resttemp.XG0",".XG0","0","15/02/2014 08:58:02"
"D:\AtelieProd\Equipexe\Estruturas\Sistemas.DB","D:\AtelieProd\Equipexe\Estruturas","Sistemas.DB",".DB","24576","11/02/2017 10:30:40"
"D:\AtelieProd\Equipexe\Estruturas\Sistemas.PX","D:\AtelieProd\Equipexe\Estruturas","Sistemas.PX",".PX","4096","11/02/2017 10:30:40"
"D:\AtelieProd\Equipexe\Estruturas\Sistemas.XG0","D:\AtelieProd\Equipexe\Estruturas","Sistemas.XG0",".XG0","4096","11/02/2017 10:30:40"
"D:\AtelieProd\Equipexe\Estruturas\Sistemas.YG0","D:\AtelieProd\Equipexe\Estruturas","Sistemas.YG0",".YG0","4096","11/02/2017 10:30:40"
"D:\AtelieProd\Equipexe\Estruturas\TipAdv.db","D:\AtelieProd\Equipexe\Estruturas","TipAdv.db",".db","6144","06/02/2013 10:18:48"
"D:\AtelieProd\Equipexe\Estruturas\TipAdv.PX","D:\AtelieProd\Equipexe\Estruturas","TipAdv.PX",".PX","4096","06/02/2013 10:18:48"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.DB","D:\AtelieProd\Equipexe\Estruturas","Traducao.DB",".DB","3438592","16/11/2015 15:39:58"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.PX","D:\AtelieProd\Equipexe\Estruturas","Traducao.PX",".PX","432128","09/11/2015 16:51:28"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.XG0","D:\AtelieProd\Equipexe\Estruturas","Traducao.XG0",".XG0","1075200","09/11/2015 16:51:28"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.XG1","D:\AtelieProd\Equipexe\Estruturas","Traducao.XG1",".XG1","989184","09/11/2015 16:51:28"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.YG0","D:\AtelieProd\Equipexe\Estruturas","Traducao.YG0",".YG0","172032","09/11/2015 16:51:28"
"D:\AtelieProd\Equipexe\Estruturas\Traducao.YG1","D:\AtelieProd\Equipexe\Estruturas","Traducao.YG1",".YG1","231424","09/11/2015 16:51:28"
"D:\AtelieProd\Equipexe\Exe\VERIFY.DB","D:\AtelieProd\Equipexe\Exe","VERIFY.DB",".DB","34816","08/12/2014 09:47:10"
"D:\AtelieProd\Equipexe\Figuras\CliExpEmpExp00001.DBF","D:\AtelieProd\Equipexe\Figuras","CliExpEmpExp00001.DBF",".DBF","98","11/01/2026 09:08:34"
"D:\AtelieProd\Equipexe\Figuras\CliExpGruExp00001.DBF","D:\AtelieProd\Equipexe\Figuras","CliExpGruExp00001.DBF",".DBF","499","11/01/2026 09:08:34"
"D:\AtelieProd\Equipexe\Figuras\CliExpGruExp200001.DBF","D:\AtelieProd\Equipexe\Figuras","CliExpGruExp200001.DBF",".DBF","322","11/01/2026 09:08:34"
