"TableName","RelativePath","ColumnName","Ordinal","TypeName","DataType","ColumnSize","DecimalDigits","Nullable","DefaultValue"
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","CHAVE_LOG","0",,"System.String","16","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","NOME_LOG","1",,"System.String","120","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","CHVLOCAL_LOG","2",,"System.String","12","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","CHVBAI1_LOG","3",,"System.String","10","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","CHVBAI2_LOG","4",,"System.String","10","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","CEP8_LOG","5",,"System.String","16","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","UF_LOG","6",,"System.String","4","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","CHVTIPO_LOG","7",,"System.String","6","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","COMPLE_LOG","8",,"System.String","130","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","REOP_LOG","9",,"System.String","4","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","OPER_LOG","10",,"System.String","2","0","True",""
"CEP_LOG","CEP\DADOS\CEP_LOG.DB","DATA_LOG","11",,"System.String","16","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","CodPro","0",,"System.String","10","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","NomPro","1",,"System.String","60","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","EndPro","2",,"System.String","60","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","CidPro","3",,"System.String","40","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","EstPro","4",,"System.String","4","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","CepPro","5",,"System.String","18","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","TelPro","6",,"System.String","30","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","DddPro","7",,"System.String","6","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","DatNas","8",,"System.DateTime","8","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","HorAul0","9",,"System.Double","8","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","HorAul","10",,"System.Double","8","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","HorAul2","11",,"System.Double","8","0","True",""
"CadPro","ESC\DADOS\CadPro.DB","HorAul3","12",,"System.Double","8","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","CodCont","0",,"System.Int32","4","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","NomAlu","1",,"System.String","80","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","EndAlu","2",,"System.String","80","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","CidAlu","3",,"System.String","40","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","EstAlu","4",,"System.String","4","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","CepAlu","5",,"System.String","30","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","DatNas","6",,"System.DateTime","8","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","TelAluR","7",,"System.String","30","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","TelAluC","8",,"System.String","30","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","ComTelC","9",,"System.String","40","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","AluMaior","10",,"System.String","2","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","CodCli","11",,"System.String","20","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","SexAlu","12",,"System.String","2","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","RgAlu","13",,"System.String","30","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","CicAlu","14",,"System.String","30","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","CodCon","15",,"System.String","10","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","DescAlu","16",,"System.Double","8","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","ObsAlu","17",,"System.String","200","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","Cancelado","18",,"System.String","2","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","DatCan","19",,"System.DateTime","8","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","MotivDesc","20",,"System.String","100","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","DescParc","21",,"System.Double","8","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","MotCan","22",,"System.String","100","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","ArqFotoAlu","23",,"System.String","200","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","DatCad","24",,"System.DateTime","8","0","True",""
"CadAlu","ESC\FILIAL\CadAlu.DB","BaiAlu","25",,"System.String","40","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","CodAul","0",,"System.String","10","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","CodTur","1",,"System.String","12","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","CodPro","2",,"System.String","6","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","CodMat","3",,"System.String","6","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","Obs","4",,"System.String","100","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","DatAul","5",,"System.String","12","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","MatDada","6",,"System.String","100","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","CargHor","7",,"System.Double","8","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","Atraso","8",,"System.String","2","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","LanFal","9",,"System.String","2","0","True",""
"CadAul","ESC\FILIAL\CadAul.DB","CodHor","10",,"System.String","2","0","True",""
"CadCur","ESC\FILIAL\CadCur.DB","CodCur","0",,"System.String","6","0","True",""
"CadCur","ESC\FILIAL\CadCur.DB","DesCur","1",,"System.String","60","0","True",""
"CadCur","ESC\FILIAL\CadCur.DB","PreReq","2",,"System.String","100","0","True",""
"CadCur","ESC\FILIAL\CadCur.DB","PreReq2","3",,"System.String","100","0","True",""
"CadCur","ESC\FILIAL\CadCur.DB","Preco","4",,"System.Double","8","0","True",""
"CadCur","ESC\FILIAL\CadCur.DB","Obs","5",,"System.String","200","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","CodInt","0",,"System.Int32","4","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","NomInt","1",,"System.String","80","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","EndInt","2",,"System.String","80","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","CidInt","3",,"System.String","40","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","EstInt","4",,"System.String","4","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","CepInt","5",,"System.String","16","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","DatNas","6",,"System.DateTime","8","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","TelInt","7",,"System.String","30","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","ComTelC","8",,"System.String","40","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","CodCur1","9",,"System.String","6","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","CodCur2","10",,"System.String","6","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","CodVen","11",,"System.String","10","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","CodCon","12",,"System.String","10","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","DatInt","13",,"System.DateTime","8","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","DatCnt","14",,"System.DateTime","8","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","Obs","15",,"System.String","200","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","DiaSem","16",,"System.String","28","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","HorIni","17",,"System.DateTime","8","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","HorIni2","18",,"System.DateTime","8","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","HorIni3","19",,"System.DateTime","8","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","Disponib","20",,"System.String","50","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","JaMatric","21",,"System.String","2","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","Grupo","22",,"System.String","10","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","Presenca","23",,"System.String","2","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","DatVAula","24",,"System.DateTime","8","0","True",""
"CadInt","ESC\FILIAL\CadInt.DB","HorVAula","25",,"System.DateTime","8","0","True",""
"CadMat","ESC\FILIAL\CadMat.DB","CodMat","0",,"System.String","12","0","True",""
"CadMat","ESC\FILIAL\CadMat.DB","DesMat","1",,"System.String","40","0","True",""
"CadMat","ESC\FILIAL\CadMat.DB","Obs","2",,"System.String","200","0","True",""
"CadMatComp","ESC\FILIAL\CadMatComp.DB","CodCur","0",,"System.String","6","0","True",""
"CadMatComp","ESC\FILIAL\CadMatComp.DB","CodMat","1",,"System.String","12","0","True",""
"CadMatComp","ESC\FILIAL\CadMatComp.DB","MedAprov","2",,"System.Double","8","0","True",""
"CadMatComp","ESC\FILIAL\CadMatComp.DB","Peso","3",,"System.Double","8","0","True",""
"CadNot","ESC\FILIAL\CadNot.DB","CodCont","0",,"System.Int32","4","0","True",""
"CadNot","ESC\FILIAL\CadNot.DB","CodTur","1",,"System.String","12","0","True",""
"CadNot","ESC\FILIAL\CadNot.DB","CodMat","2",,"System.String","6","0","True",""
"CadNot","ESC\FILIAL\CadNot.DB","Seq","3",,"System.Int32","4","0","True",""
"CadNot","ESC\FILIAL\CadNot.DB","Nota","4",,"System.Double","8","0","True",""
"CadPre","ESC\FILIAL\CadPre.DB","CodAul","0",,"System.Int32","4","0","True",""
"CadPre","ESC\FILIAL\CadPre.DB","CodCont","1",,"System.Int32","4","0","True",""
"CadPre","ESC\FILIAL\CadPre.DB","Presenca","2",,"System.String","2","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","CodCont","0",,"System.Int32","4","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","NomRes","1",,"System.String","80","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","EndRes","2",,"System.String","80","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","CidRes","3",,"System.String","40","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","EstRes","4",,"System.String","4","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","CepRes","5",,"System.String","16","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","DatNasR","6",,"System.DateTime","8","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","TelResR","7",,"System.String","20","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","TelResC","8",,"System.String","20","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","ComResC","9",,"System.String","40","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","RgRes","10",,"System.String","30","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","CicRes","11",,"System.String","30","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","ObsRes","12",,"System.String","200","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","SitRes2","13",,"System.String","2","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","SitRes","14",,"System.String","2","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","NomRes2","15",,"System.String","80","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","EndRes2","16",,"System.String","80","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","CidRes2","17",,"System.String","40","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","EstRes2","18",,"System.String","4","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","CepRes2","19",,"System.String","16","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","DatNasR62","20",,"System.DateTime","8","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","TelResR2","21",,"System.String","20","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","TelResC2","22",,"System.String","20","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","ComResC2","23",,"System.String","40","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","RgRes2","24",,"System.String","30","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","CicRes2","25",,"System.String","30","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","BaiRes","26",,"System.String","40","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","BaiRes2","27",,"System.String","40","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","TelResP","28",,"System.String","30","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","TelResP2","29",,"System.String","30","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","NomEmp","30",,"System.String","60","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","NomEmp2","31",,"System.String","60","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","CodRam","32",,"System.String","6","0","True",""
"CadRes","ESC\FILIAL\CadRes.DB","CodRam2","33",,"System.String","6","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","CodTur","0",,"System.String","12","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","DesTur","1",,"System.String","40","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","CodCur","2",,"System.String","6","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","PreCur","3",,"System.Double","8","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","QdeAlu","4",,"System.Int32","4","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","ObsTur","5",,"System.String","100","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","DatIni","6",,"System.DateTime","8","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","DatFim","7",,"System.DateTime","8","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","CargHor","8",,"System.Double","8","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","DiaSem","9",,"System.String","28","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","CodPro","10",,"System.String","10","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","ValMat","11",,"System.Double","8","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","HorIni","12",,"System.DateTime","8","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","HorFim","13",,"System.DateTime","8","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","Encena","14",,"System.String","2","0","True",""
"CadTur","ESC\FILIAL\CadTur.DB","CodHor","15",,"System.String","2","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","CodTur","0",,"System.String","12","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","CodCont","1",,"System.Int32","4","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","CodVen","2",,"System.String","10","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","IndMat","3",,"System.Int32","4","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","DatIniPg","4",,"System.DateTime","8","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","DatProxima","5",,"System.DateTime","8","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","TipoParc","6",,"System.String","2","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","DescAlu","7",,"System.Double","8","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","QdeParc","8",,"System.Int32","4","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","DatMat","9",,"System.DateTime","8","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","DiaPgto","10",,"System.String","4","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","ValCur","11",,"System.Double","8","0","True",""
"CompTurmas","ESC\FILIAL\CompTurmas.DB","Obs","12",,"System.String","200","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","CodPdv","0",,"System.String","6","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","SeqLan","1",,"System.Int32","4","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","CodTur","2",,"System.String","12","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","CodCont","3",,"System.Int32","4","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","Qde","4",,"System.Double","8","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","ValorUni","5",,"System.Double","8","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","ValorFinal","6",,"System.Double","8","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","DatLan","7",,"System.DateTime","8","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","Obs","8",,"System.String","200","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","NumNot","9",,"System.Int32","4","0","True",""
"MovPdv","ESC\FILIAL\MovPdv.DB","CodUsuario","10",,"System.String","20","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","NumNot","0",,"System.Int32","4","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","CodCli","1",,"System.String","20","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","DatEmi","2",,"System.DateTime","8","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","ValNot","3",,"System.Double","8","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","CodUsuario","4",,"System.String","20","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","ValBasNot","5",,"System.Double","8","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","TipNota","6",,"System.String","2","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","Obs","7",,"System.String","200","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","CodTransp","8",,"System.String","6","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","Cancelada","9",,"System.String","2","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","DataCanc","10",,"System.DateTime","8","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","MotivoCanc","11",,"System.String","100","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","BaseISS","12",,"System.Double","8","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","ISS","13",,"System.Double","8","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","CodVen","14",,"System.String","10","0","True",""
"NotasEsc","ESC\FILIAL\NotasEsc.DB","NumNotFis","15",,"System.Int32","4","0","True",""
"NotCompEsc","ESC\FILIAL\NotCompEsc.DB","NumNot","0",,"System.Int32","4","0","True",""
"NotCompEsc","ESC\FILIAL\NotCompEsc.DB","Seq","1",,"System.Int32","4","0","True",""
"NotCompEsc","ESC\FILIAL\NotCompEsc.DB","NumFat","2",,"System.Int32","4","0","True",""
"NotCompEsc","ESC\FILIAL\NotCompEsc.DB","NumDup","3",,"System.Int32","4","0","True",""
"NotCompEsc","ESC\FILIAL\NotCompEsc.DB","ValComp","4",,"System.Double","8","0","True",""
"NotCompEsc","ESC\FILIAL\NotCompEsc.DB","CodFpg","5",,"System.String","6","0","True",""
"NotCompEsc","ESC\FILIAL\NotCompEsc.DB","NumDoc","6",,"System.String","40","0","True",""
"NotCompEsc","ESC\FILIAL\NotCompEsc.DB","SeqCai","7",,"System.Int32","4","0","True",""
"CadClaEst","EST\DADOS\CadClaEst.DB","CodClaEst","0",,"System.String","10","0","True",""
"CadClaEst","EST\DADOS\CadClaEst.DB","DesClaEst","1",,"System.String","40","0","True",""
"CadClaEst","EST\DADOS\CadClaEst.DB","ObsClaEst","2",,"System.String","60","0","True",""
"CadClaEst","EST\DADOS\CadClaEst.DB","Cancelado","3",,"System.String","2","0","True",""
"CadClaEst","EST\DADOS\CadClaEst.DB","DatCan","4",,"System.DateTime","8","0","True",""
"CadClaEst","EST\DADOS\CadClaEst.DB","MotivoCan","5",,"System.String","100","0","True",""
"CadClaEst","EST\DADOS\CadClaEst.DB","CodEst","6",,"System.String","10","0","True",""
"CadClasFis","EST\DADOS\CadClasFis.DB","CodClasFis","0",,"System.String","20","0","True",""
"CadClasFis","EST\DADOS\CadClasFis.DB","Tipo","1",,"System.String","4","0","True",""
"CadClasFis","EST\DADOS\CadClasFis.DB","DesClasFis","2",,"System.String","100","0","True",""
"CadClasFis","EST\DADOS\CadClasFis.DB","Cancelado","3",,"System.String","2","0","True",""
"CadClasFis","EST\DADOS\CadClasFis.DB","DatCan","4",,"System.DateTime","8","0","True",""
"CadClasFis","EST\DADOS\CadClasFis.DB","MotivoCan","5",,"System.String","100","0","True",""
"CadEst","EST\DADOS\CadEst.DB","CodEst","0",,"System.String","10","0","True",""
"CadEst","EST\DADOS\CadEst.DB","DesEst","1",,"System.String","60","0","True",""
"CadEst","EST\DADOS\CadEst.DB","LocEst","2",,"System.String","200","0","True",""
"CadEst","EST\DADOS\CadEst.DB","Cancelado","3",,"System.String","2","0","True",""
"CadEst","EST\DADOS\CadEst.DB","DatCan","4",,"System.DateTime","8","0","True",""
"CadEst","EST\DADOS\CadEst.DB","MotivoCan","5",,"System.String","100","0","True",""
"CadFunEst","EST\DADOS\CadFunEst.DB","CodFun","0",,"System.String","10","0","True",""
"CadFunEst","EST\DADOS\CadFunEst.DB","NomFun","1",,"System.String","60","0","True",""
"CadFunEst","EST\DADOS\CadFunEst.DB","Chave","2",,"System.String","60","0","True",""
"CadFunEst","EST\DADOS\CadFunEst.DB","DatCan","3",,"System.DateTime","8","0","True",""
"CadFunEst","EST\DADOS\CadFunEst.DB","MotivoCan","4",,"System.String","100","0","True",""
"CadFunEst","EST\DADOS\CadFunEst.DB","HorCan","5",,"System.DateTime","8","0","True",""
"CadFunEst","EST\DADOS\CadFunEst.DB","Cancelado","6",,"System.String","2","0","True",""
"CadGruEst1","EST\DADOS\CadGruEst1.DB","CodGruEst1","0",,"System.String","20","0","True",""
"CadGruEst1","EST\DADOS\CadGruEst1.DB","DesGruEst1","1",,"System.String","60","0","True",""
"CadGruEst1","EST\DADOS\CadGruEst1.DB","GruGruEst1","2",,"System.String","10","0","True",""
"CadGruEst1","EST\DADOS\CadGruEst1.DB","Cancelado","3",,"System.String","2","0","True",""
"CadGruEst1","EST\DADOS\CadGruEst1.DB","MotivoCan","4",,"System.String","100","0","True",""
"CadGruEst1","EST\DADOS\CadGruEst1.DB","DatCan","5",,"System.DateTime","8","0","True",""
"CadGruEst2","EST\DADOS\CadGruEst2.DB","CodGruEst2","0",,"System.String","20","0","True",""
"CadGruEst2","EST\DADOS\CadGruEst2.DB","DesGruEst2","1",,"System.String","60","0","True",""
"CadGruEst2","EST\DADOS\CadGruEst2.DB","GruGruEst2","2",,"System.String","10","0","True",""
"CadGruEst2","EST\DADOS\CadGruEst2.DB","Cancelado","3",,"System.String","2","0","True",""
"CadGruEst2","EST\DADOS\CadGruEst2.DB","MotivoCan","4",,"System.String","100","0","True",""
"CadGruEst2","EST\DADOS\CadGruEst2.DB","DatCan","5",,"System.DateTime","8","0","True",""
"CadGruEst3","EST\DADOS\CadGruEst3.DB","CodGruEst3","0",,"System.String","20","0","True",""
"CadGruEst3","EST\DADOS\CadGruEst3.DB","DesGruEst3","1",,"System.String","60","0","True",""
"CadGruEst3","EST\DADOS\CadGruEst3.DB","GruGruEst3","2",,"System.String","10","0","True",""
"CadGruEst3","EST\DADOS\CadGruEst3.DB","Cancelado","3",,"System.String","2","0","True",""
"CadGruEst3","EST\DADOS\CadGruEst3.DB","MotivoCan","4",,"System.String","100","0","True",""
"CadGruEst3","EST\DADOS\CadGruEst3.DB","DatCan","5",,"System.DateTime","8","0","True",""
"CadGruEst4","EST\DADOS\CadGruEst4.DB","CodGruEst4","0",,"System.String","20","0","True",""
"CadGruEst4","EST\DADOS\CadGruEst4.DB","DesGruEst4","1",,"System.String","60","0","True",""
"CadGruEst4","EST\DADOS\CadGruEst4.DB","GruGruEst4","2",,"System.String","10","0","True",""
"CadGruEst4","EST\DADOS\CadGruEst4.DB","Cancelado","3",,"System.String","2","0","True",""
"CadGruEst4","EST\DADOS\CadGruEst4.DB","MotivoCan","4",,"System.String","100","0","True",""
"CadGruEst4","EST\DADOS\CadGruEst4.DB","DatCan","5",,"System.DateTime","8","0","True",""
"CadKit","EST\DADOS\CadKit.DB","CodKit","0",,"System.String","10","0","True",""
"CadKit","EST\DADOS\CadKit.DB","DesKit","1",,"System.String","60","0","True",""
"CadKit","EST\DADOS\CadKit.DB","CadEst","2",,"System.String","10","0","True",""
"CadLocEst","EST\DADOS\CadLocEst.DB","CodLocEst","0",,"System.String","10","0","True",""
"CadLocEst","EST\DADOS\CadLocEst.DB","DesLocEst","1",,"System.String","40","0","True",""
"CadLocEst","EST\DADOS\CadLocEst.DB","ComLocEst","2",,"System.String","40","0","True",""
"CadLocEst","EST\DADOS\CadLocEst.DB","Cancelado","3",,"System.String","2","0","True",""
"CadLocEst","EST\DADOS\CadLocEst.DB","DatCan","4",,"System.DateTime","8","0","True",""
"CadLocEst","EST\DADOS\CadLocEst.DB","MotivoCan","5",,"System.String","100","0","True",""
"CadUniPro","EST\DADOS\CadUniPro.DB","CodUniPro","0",,"System.String","10","0","True",""
"CadUniPro","EST\DADOS\CadUniPro.DB","DesUniPro","1",,"System.String","40","0","True",""
"CadUniPro","EST\DADOS\CadUniPro.DB","ObsUniPro","2",,"System.String","40","0","True",""
"CadUniPro","EST\DADOS\CadUniPro.DB","Cancelado","3",,"System.String","2","0","True",""
"CadUniPro","EST\DADOS\CadUniPro.DB","DatCan","4",,"System.DateTime","8","0","True",""
"CadUniPro","EST\DADOS\CadUniPro.DB","MotivoCan","5",,"System.String","100","0","True",""
"EstMinMax","EST\DADOS\EstMinMax.DB","CodEst","0",,"System.String","10","0","True",""
"EstMinMax","EST\DADOS\EstMinMax.DB","CodProEst","1",,"System.String","40","0","True",""
"EstMinMax","EST\DADOS\EstMinMax.DB","QdeMin","2",,"System.Double","8","0","True",""
"EstMinMax","EST\DADOS\EstMinMax.DB","QdeMax","3",,"System.Double","8","0","True",""
"EstMinMax","EST\DADOS\EstMinMax.DB","CodLocEst","4",,"System.String","10","0","True",""
"EstMinMax","EST\DADOS\EstMinMax.DB","ComLocEst","5",,"System.String","80","0","True",""
"GruProEst","EST\DADOS\GruProEst.DB","GruProEst","0",,"System.String","10","0","True",""
"GruProEst","EST\DADOS\GruProEst.DB","DesGruPro","1",,"System.String","40","0","True",""
"GruProEst","EST\DADOS\GruProEst.DB","Cancelado","2",,"System.String","2","0","True",""
"GruProEst","EST\DADOS\GruProEst.DB","DatCan","3",,"System.DateTime","8","0","True",""
"GruProEst","EST\DADOS\GruProEst.DB","MotivoCan","4",,"System.String","100","0","True",""
"GruProEst","EST\DADOS\GruProEst.DB","Obs","5",,"System.String","100","0","True",""
"Legislacao","EST\DADOS\Legislacao.DB","CodigoL","0",,"System.String","4","0","True",""
"Legislacao","EST\DADOS\Legislacao.DB","DescL","1",,"System.String","80","0","True",""
"Legislacao","EST\DADOS\Legislacao.DB","Percentual","2",,"System.Double","8","0","True",""
"Legislacao","EST\DADOS\Legislacao.DB","ObsL","3",,"System.String","80","0","True",""
"Legislacao","EST\DADOS\Legislacao.DB","Cancelado","4",,"System.String","2","0","True",""
"Legislacao","EST\DADOS\Legislacao.DB","MotivoCan","5",,"System.String","100","0","True",""
