"TableName","RelativePath","Directory","Length","Error","ExtractedAt"
"MetasVen","Filiais\MOVANTIGA\LAV\FILIAL\MetasVen.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:21"
"MovAgenda","Filiais\MOVANTIGA\LAV\FILIAL\MovAgenda.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovCab","Filiais\MOVANTIGA\LAV\FILIAL\MovCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","7639040","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovCabDes","Filiais\MOVANTIGA\LAV\FILIAL\MovCabDes.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","34816","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovDesc","Filiais\MOVANTIGA\LAV\FILIAL\MovDesc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovEntSai","Filiais\MOVANTIGA\LAV\FILIAL\MovEntSai.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovEstLan","Filiais\MOVANTIGA\LAV\FILIAL\MovEstLan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovImportacao","Filiais\MOVANTIGA\LAV\FILIAL\MovImportacao.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovIniCaixa","Filiais\MOVANTIGA\LAV\FILIAL\MovIniCaixa.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovItem","Filiais\MOVANTIGA\LAV\FILIAL\MovItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","12519424","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovItemCor","Filiais\MOVANTIGA\LAV\FILIAL\MovItemCor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","34816","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovItemDef","Filiais\MOVANTIGA\LAV\FILIAL\MovItemDef.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","34816","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovItemMetragem","Filiais\MOVANTIGA\LAV\FILIAL\MovItemMetragem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovItemPac","Filiais\MOVANTIGA\LAV\FILIAL\MovItemPac.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:22"
"MovItemPro","Filiais\MOVANTIGA\LAV\FILIAL\MovItemPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovItemSer","Filiais\MOVANTIGA\LAV\FILIAL\MovItemSer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","34816","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovItemSerPro","Filiais\MOVANTIGA\LAV\FILIAL\MovItemSerPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovItemTin","Filiais\MOVANTIGA\LAV\FILIAL\MovItemTin.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovLimite","Filiais\MOVANTIGA\LAV\FILIAL\MovLimite.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovLimPro","Filiais\MOVANTIGA\LAV\FILIAL\MovLimPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","34816","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovLocRol","Filiais\MOVANTIGA\LAV\FILIAL\MovLocRol.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovPacot","Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovPecLav","Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovPontos","Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovRetirada","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovRetiradaItem","Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovSaida","Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovSaidaItem","Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:23"
"MovTerc","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"MovTerCom","Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"MovTercPec","Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"MovVenItem","Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"NotaFisPag","Filiais\MOVANTIGA\LAV\FILIAL\NotaFisPag.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","34816","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"Notas","Filiais\MOVANTIGA\LAV\FILIAL\Notas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","8128512","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"NotComp","Filiais\MOVANTIGA\LAV\FILIAL\NotComp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","3377152","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"NotFis","Filiais\MOVANTIGA\LAV\FILIAL\NotFis.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","34816","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"NotFisConf","Filiais\MOVANTIGA\LAV\FILIAL\NotFisConf.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"NotFisE","Filiais\MOVANTIGA\LAV\FILIAL\NotFisE.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","34816","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"NotFisEComp","Filiais\MOVANTIGA\LAV\FILIAL\NotFisEComp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"NovoRegLavFilial","Filiais\MOVANTIGA\LAV\FILIAL\NovoRegLavFilial.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:24"
"OrcCab","Filiais\MOVANTIGA\LAV\FILIAL\OrcCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","4096","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"OrcItem","Filiais\MOVANTIGA\LAV\FILIAL\OrcItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"OrcItemCab","Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"OrcItemCor","Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"OrcItemDef","Filiais\MOVANTIGA\LAV\FILIAL\OrcItemDef.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"OrcItemPro","Filiais\MOVANTIGA\LAV\FILIAL\OrcItemPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"OrcItemSer","Filiais\MOVANTIGA\LAV\FILIAL\OrcItemSer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"ProcesMaqMovCab","Filiais\MOVANTIGA\LAV\FILIAL\ProcesMaqMovCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"ProcesMaqMovItem","Filiais\MOVANTIGA\LAV\FILIAL\ProcesMaqMovItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"AutoPecas","Filiais\MOVANTIGA\MAN\DADOS\AutoPecas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"CompAutoPecas","Filiais\MOVANTIGA\MAN\DADOS\CompAutoPecas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"Condutor","Filiais\MOVANTIGA\MAN\DADOS\Condutor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"Equipam","Filiais\MOVANTIGA\MAN\DADOS\Equipam.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"MovEquip","Filiais\MOVANTIGA\MAN\DADOS\MovEquip.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:25"
"MovTrocas","Filiais\MOVANTIGA\MAN\DADOS\MovTrocas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"PrevisaoPag","Filiais\MOVANTIGA\PAG\FILIAL\PrevisaoPag.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PAG\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"TitGru","Filiais\MOVANTIGA\PAG\FILIAL\TitGru.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PAG\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"TitGruLan","Filiais\MOVANTIGA\PAG\FILIAL\TitGruLan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PAG\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"Titulos","Filiais\MOVANTIGA\PAG\FILIAL\Titulos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PAG\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"ClaManut","Filiais\MOVANTIGA\PEC\DADOS\ClaManut.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"ClaPerda","Filiais\MOVANTIGA\PEC\DADOS\ClaPerda.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"FunAfastam","Filiais\MOVANTIGA\PEC\DADOS\FunAfastam.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"FunCli","Filiais\MOVANTIGA\PEC\DADOS\FunCli.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"FunCliCan","Filiais\MOVANTIGA\PEC\DADOS\FunCliCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"FunCliRou","Filiais\MOVANTIGA\PEC\DADOS\FunCliRou.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"FunCliRouM","Filiais\MOVANTIGA\PEC\DADOS\FunCliRouM.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"FunCliRouP","Filiais\MOVANTIGA\PEC\DADOS\FunCliRouP.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:26"
"FunCliRouUni","Filiais\MOVANTIGA\PEC\DADOS\FunCliRouUni.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"AvisoRoupa","Filiais\MOVANTIGA\PEC\FILIAL\AvisoRoupa.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"LogSisPec","Filiais\MOVANTIGA\PEC\FILIAL\LogSisPec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"MovRoupa","Filiais\MOVANTIGA\PEC\FILIAL\MovRoupa.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"MovRoupaConf","Filiais\MOVANTIGA\PEC\FILIAL\MovRoupaConf.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"MovRoupaLot","Filiais\MOVANTIGA\PEC\FILIAL\MovRoupaLot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
