"TableName","RelativePath","Directory","Length","Error","ExtractedAt"
"MovRoupaRol","Filiais\MOVANTIGA\PEC\FILIAL\MovRoupaRol.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\PEC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"Boletos","Filiais\MOVANTIGA\REC\FILIAL\Boletos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"BoletosCan","Filiais\MOVANTIGA\REC\FILIAL\BoletosCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"BoletosDupCan","Filiais\MOVANTIGA\REC\FILIAL\BoletosDupCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"BoletosLot","Filiais\MOVANTIGA\REC\FILIAL\BoletosLot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"CamRecFil","Filiais\MOVANTIGA\REC\FILIAL\CamRecFil.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"DupBoleto","Filiais\MOVANTIGA\REC\FILIAL\DupBoleto.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:27"
"DupComp","Filiais\MOVANTIGA\REC\FILIAL\DupComp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"DupCorrCab","Filiais\MOVANTIGA\REC\FILIAL\DupCorrCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"DupCorrItem","Filiais\MOVANTIGA\REC\FILIAL\DupCorrItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"DupIntTit","Filiais\MOVANTIGA\REC\FILIAL\DupIntTit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"Duplicat","Filiais\MOVANTIGA\REC\FILIAL\Duplicat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","9146368","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"DupMotAlt","Filiais\MOVANTIGA\REC\FILIAL\DupMotAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"DupReaj","Filiais\MOVANTIGA\REC\FILIAL\DupReaj.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"FatArq","Filiais\MOVANTIGA\REC\FILIAL\FatArq.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"NotFisFin","Filiais\MOVANTIGA\REC\FILIAL\NotFisFin.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"NotFisFinCan","Filiais\MOVANTIGA\REC\FILIAL\NotFisFinCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"NotFisFinDupCan","Filiais\MOVANTIGA\REC\FILIAL\NotFisFinDupCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"Remessa","Filiais\MOVANTIGA\REC\FILIAL\Remessa.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:28"
"ArqDocum","Filiais\MOVANTIGA\SAT\DADOS\ArqDocum.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadAjuDoc","Filiais\MOVANTIGA\SAT\DADOS\CadAjuDoc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadClaAlt","Filiais\MOVANTIGA\SAT\DADOS\CadClaAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadOcorCla","Filiais\MOVANTIGA\SAT\DADOS\CadOcorCla.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadOcorSubC","Filiais\MOVANTIGA\SAT\DADOS\CadOcorSubC.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadSatCla","Filiais\MOVANTIGA\SAT\DADOS\CadSatCla.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadSatSit","Filiais\MOVANTIGA\SAT\DADOS\CadSatSit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadSatSubC","Filiais\MOVANTIGA\SAT\DADOS\CadSatSubC.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadSatTip","Filiais\MOVANTIGA\SAT\DADOS\CadSatTip.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadSubCAlt","Filiais\MOVANTIGA\SAT\DADOS\CadSubCAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadTipAlt","Filiais\MOVANTIGA\SAT\DADOS\CadTipAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CadVer","Filiais\MOVANTIGA\SAT\DADOS\CadVer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"CompAlt","Filiais\MOVANTIGA\SAT\DADOS\CompAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:29"
"Documentos","Filiais\MOVANTIGA\SAT\DADOS\Documentos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"ErrosSat","Filiais\MOVANTIGA\SAT\DADOS\ErrosSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"GruSatLan","Filiais\MOVANTIGA\SAT\DADOS\GruSatLan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"PadMenSat","Filiais\MOVANTIGA\SAT\DADOS\PadMenSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"Alteracoes","Filiais\MOVANTIGA\SAT\FILIAL\Alteracoes.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"AndAltSist","Filiais\MOVANTIGA\SAT\FILIAL\AndAltSist.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"Anotacoes","Filiais\MOVANTIGA\SAT\FILIAL\Anotacoes.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"CadProjSat","Filiais\MOVANTIGA\SAT\FILIAL\CadProjSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"LogExpSat","Filiais\MOVANTIGA\SAT\FILIAL\LogExpSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"LogImpSat","Filiais\MOVANTIGA\SAT\FILIAL\LogImpSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"MovProcAnexo","Filiais\MOVANTIGA\SAT\FILIAL\MovProcAnexo.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"MovProces","Filiais\MOVANTIGA\SAT\FILIAL\MovProces.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"MovProcesIt","Filiais\MOVANTIGA\SAT\FILIAL\MovProcesIt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:30"
"MovSatAle","Filiais\MOVANTIGA\SAT\FILIAL\MovSatAle.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"MovSatCli","Filiais\MOVANTIGA\SAT\FILIAL\MovSatCli.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"MovSatCliOcor","Filiais\MOVANTIGA\SAT\FILIAL\MovSatCliOcor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","1181696","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"MovSatCliPro","Filiais\MOVANTIGA\SAT\FILIAL\MovSatCliPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"MovSatEmail","Filiais\MOVANTIGA\SAT\FILIAL\MovSatEmail.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"MovSatExec","Filiais\MOVANTIGA\SAT\FILIAL\MovSatExec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"MovSatFor","Filiais\MOVANTIGA\SAT\FILIAL\MovSatFor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"MovSatForOcor","Filiais\MOVANTIGA\SAT\FILIAL\MovSatForOcor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"MovSatInt","Filiais\MOVANTIGA\SAT\FILIAL\MovSatInt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"MovSatIntOcor","Filiais\MOVANTIGA\SAT\FILIAL\MovSatIntOcor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"NotaSat","Filiais\MOVANTIGA\SAT\FILIAL\NotaSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"NotaSatCanc","Filiais\MOVANTIGA\SAT\FILIAL\NotaSatCanc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"NotCompSat","Filiais\MOVANTIGA\SAT\FILIAL\NotCompSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:31"
"SatFilCam","Filiais\MOVANTIGA\SAT\FILIAL\SatFilCam.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"SolAltCli","Filiais\MOVANTIGA\SAT\FILIAL\SolAltCli.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"SolAltCliCan","Filiais\MOVANTIGA\SAT\FILIAL\SolAltCliCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"SolAltItemTeste","Filiais\MOVANTIGA\SAT\FILIAL\SolAltItemTeste.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"SolAltSist","Filiais\MOVANTIGA\SAT\FILIAL\SolAltSist.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"SolAltSistCan","Filiais\MOVANTIGA\SAT\FILIAL\SolAltSistCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"SolAltSistTest","Filiais\MOVANTIGA\SAT\FILIAL\SolAltSistTest.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"MovTriCab","Filiais\MOVANTIGA\TRI\FILIAL\MovTriCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\TRI\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"MovTriItem","Filiais\MOVANTIGA\TRI\FILIAL\MovTriItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\TRI\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"MovTriRolCab","Filiais\MOVANTIGA\TRI\FILIAL\MovTriRolCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\TRI\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"MovTriRolItem","Filiais\MOVANTIGA\TRI\FILIAL\MovTriRolItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\TRI\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"MovTriRolLot","Filiais\MOVANTIGA\TRI\FILIAL\MovTriRolLot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\TRI\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:32"
"Clientes - Cópia","Ger\Dados\Clientes - Cópia.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","6658048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:37"
"LogSis","Ger\Dados\LogSis.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","29526016","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (12034).""","23/05/2026 11:39:41"
"CadMatComp","Importa\ESC\FILIAL\CadMatComp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:48"
