"TableName","RelativePath","Directory","Length","ColumnCount","Extracted","ExtractedAt"
"GruFor","Ger\Dados\GruFor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","34816","7","True","23/05/2026 11:39:40"
"GruFor2","Ger\Dados\GruFor2.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","7","True","23/05/2026 11:39:40"
"GruFor3","Ger\Dados\GruFor3.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","6","True","23/05/2026 11:39:40"
"GruFor4","Ger\Dados\GruFor4.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","6","True","23/05/2026 11:39:40"
"GruMiniLav","Ger\Dados\GruMiniLav.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","5","True","23/05/2026 11:39:40"
"GruPro","Ger\Dados\GruPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","34816","17","True","23/05/2026 11:39:40"
"GruProces","Ger\Dados\GruProces.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","6","True","23/05/2026 11:39:40"
"GruProSub","Ger\Dados\GruProSub.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","3","True","23/05/2026 11:39:40"
"GruUsuarios","Ger\Dados\GruUsuarios.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","6","True","23/05/2026 11:39:40"
"GruVen","Ger\Dados\GruVen.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","34816","6","True","23/05/2026 11:39:41"
"InteresCan","Ger\Dados\InteresCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","6","True","23/05/2026 11:39:41"
"InteresMar","Ger\Dados\InteresMar.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","6","True","23/05/2026 11:39:41"
"Interessad","Ger\Dados\Interessad.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","42","True","23/05/2026 11:39:41"
"LigTel","Ger\Dados\LigTel.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","10","True","23/05/2026 11:39:41"
"MotAltDup","Ger\Dados\MotAltDup.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","6","True","23/05/2026 11:39:41"
"Motorista","Ger\Dados\Motorista.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","4096","6","True","23/05/2026 11:39:41"
"MovPecLavLog","Ger\Dados\MovPecLavLog.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","4","True","23/05/2026 11:39:41"
"Nivel","Ger\Dados\Nivel.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","67584","13","True","23/05/2026 11:39:41"
"NovoReg.BD","Ger\Dados\NovoReg.BD.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","1","True","23/05/2026 11:39:41"
"NovoReg","Ger\Dados\NovoReg.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","1","True","23/05/2026 11:39:41"
"NovoReg.db","Ger\Dados\NovoReg.db.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","1","True","23/05/2026 11:39:42"
"NovoRegBD","Ger\Dados\NovoRegBD.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","1","True","23/05/2026 11:39:42"
"PadLctoFin","Ger\Dados\PadLctoFin.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","34816","12","True","23/05/2026 11:39:42"
"ResCli","Ger\Dados\ResCli.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","5","True","23/05/2026 11:39:42"
"Roteiros","Ger\Dados\Roteiros.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","7","True","23/05/2026 11:39:42"
"Senhas","Ger\Dados\Senhas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","3","True","23/05/2026 11:39:42"
"TelCont","Ger\Dados\TelCont.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","5","True","23/05/2026 11:39:42"
"TelFilial","Ger\Dados\TelFilial.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","4","True","23/05/2026 11:39:42"
"TipFil","Ger\Dados\TipFil.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","6","True","23/05/2026 11:39:42"
"TipoExped","Ger\Dados\TipoExped.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","2","True","23/05/2026 11:39:42"
"Transp","Ger\Dados\Transp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","13","True","23/05/2026 11:39:42"
"UsuaFil","Ger\Dados\UsuaFil.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","3","True","23/05/2026 11:39:42"
"UsuaGru","Ger\Dados\UsuaGru.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","6","True","23/05/2026 11:39:42"
"UsuaGruInt","Ger\Dados\UsuaGruInt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","2048","4","True","23/05/2026 11:39:43"
"Usuarios","Ger\Dados\Usuarios.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","34816","14","True","23/05/2026 11:39:43"
"UsuaSis","Ger\Dados\UsuaSis.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","34816","3","True","23/05/2026 11:39:43"
"Veiculo","Ger\Dados\Veiculo.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","4096","4","True","23/05/2026 11:39:43"
"CadCai","Ger\Filial\CadCai.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","1214464","17","True","23/05/2026 11:39:43"
"CadDes","Ger\Filial\CadDes.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","10","True","23/05/2026 11:39:43"
"CadMaq","Ger\Filial\CadMaq.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","6","True","23/05/2026 11:39:43"
"Cheque1","Ger\Filial\Cheque1.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","14","True","23/05/2026 11:39:43"
"Cheque1Comp","Ger\Filial\Cheque1Comp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","11","True","23/05/2026 11:39:43"
"Cheque2","Ger\Filial\Cheque2.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","14","True","23/05/2026 11:39:43"
"Cheque2Comp","Ger\Filial\Cheque2Comp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","11","True","23/05/2026 11:39:43"
"Cheque3","Ger\Filial\Cheque3.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","14","True","23/05/2026 11:39:43"
"Cheque3Comp","Ger\Filial\Cheque3Comp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","11","True","23/05/2026 11:39:43"
"Cheque4","Ger\Filial\Cheque4.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","14","True","23/05/2026 11:39:44"
"Cheque4Comp","Ger\Filial\Cheque4Comp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","11","True","23/05/2026 11:39:44"
"Cheque5","Ger\Filial\Cheque5.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","14","True","23/05/2026 11:39:44"
"Cheque5Comp","Ger\Filial\Cheque5Comp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","11","True","23/05/2026 11:39:44"
"Cheque6","Ger\Filial\Cheque6.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","14","True","23/05/2026 11:39:44"
"Cheque6Comp","Ger\Filial\Cheque6Comp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","11","True","23/05/2026 11:39:44"
"Cheque7","Ger\Filial\Cheque7.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","14","True","23/05/2026 11:39:44"
"Cheque7Comp","Ger\Filial\Cheque7Comp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","11","True","23/05/2026 11:39:44"
"Cheque8","Ger\Filial\Cheque8.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","14","True","23/05/2026 11:39:44"
"Cheque8Comp","Ger\Filial\Cheque8Comp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","11","True","23/05/2026 11:39:44"
"Cheque9","Ger\Filial\Cheque9.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","14","True","23/05/2026 11:39:44"
"Cheque9Comp","Ger\Filial\Cheque9Comp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","11","True","23/05/2026 11:39:44"
"CompMat","Ger\Filial\CompMat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","3","True","23/05/2026 11:39:45"
"ContaCor1","Ger\Filial\ContaCor1.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","4687872","13","True","23/05/2026 11:39:45"
"ContaCor2","Ger\Filial\ContaCor2.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","13","True","23/05/2026 11:39:45"
"ContaCor3","Ger\Filial\ContaCor3.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","13","True","23/05/2026 11:39:45"
"ContaCor4","Ger\Filial\ContaCor4.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","13","True","23/05/2026 11:39:45"
"ContaCor5","Ger\Filial\ContaCor5.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","13","True","23/05/2026 11:39:45"
"ContaCor6","Ger\Filial\ContaCor6.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","13","True","23/05/2026 11:39:45"
"ContaCor7","Ger\Filial\ContaCor7.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","13","True","23/05/2026 11:39:45"
"ContaCor8","Ger\Filial\ContaCor8.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","13","True","23/05/2026 11:39:45"
"ContaCor9","Ger\Filial\ContaCor9.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","13","True","23/05/2026 11:39:45"
"ContChequeLot","Ger\Filial\ContChequeLot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","12","True","23/05/2026 11:39:45"
"ContChequeRec","Ger\Filial\ContChequeRec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","15","True","23/05/2026 11:39:45"
"EncCai","Ger\Filial\EncCai.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:45"
"EncCc1","Ger\Filial\EncCc1.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:46"
"EncCc2","Ger\Filial\EncCc2.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:46"
"EncCc3","Ger\Filial\EncCc3.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:46"
"EncCc4","Ger\Filial\EncCc4.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:46"
"EncCc5","Ger\Filial\EncCc5.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:46"
"EncCc6","Ger\Filial\EncCc6.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:46"
"EncCc7","Ger\Filial\EncCc7.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:46"
"EncCc8","Ger\Filial\EncCc8.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:46"
"EncCc9","Ger\Filial\EncCc9.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","2","True","23/05/2026 11:39:46"
"EnvEmails","Ger\Filial\EnvEmails.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","12","True","23/05/2026 11:39:46"
"LanOrc","Ger\Filial\LanOrc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","16","True","23/05/2026 11:39:46"
"LanOrcPro","Ger\Filial\LanOrcPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","5","True","23/05/2026 11:39:46"
"Material","Ger\Filial\Material.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","12","True","23/05/2026 11:39:46"
"MensagensSMS","Ger\Filial\MensagensSMS.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","12","True","23/05/2026 11:39:47"
"MovConTel","Ger\Filial\MovConTel.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","10","True","23/05/2026 11:39:47"
"MovControle","Ger\Filial\MovControle.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","4096","61","True","23/05/2026 11:39:47"
"MovProc","Ger\Filial\MovProc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","13","True","23/05/2026 11:39:47"
"MovProcItem","Ger\Filial\MovProcItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","15","True","23/05/2026 11:39:47"
"NovoReg","Ger\Filial\NovoReg.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","1","True","23/05/2026 11:39:47"
"Ponto","Ger\Filial\Ponto.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","133120","7","True","23/05/2026 11:39:47"
"PontoEnc","Ger\Filial\PontoEnc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","4","True","23/05/2026 11:39:47"
"ProcesMaq","Ger\Filial\ProcesMaq.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","7","True","23/05/2026 11:39:47"
"ProcesMaqComp","Ger\Filial\ProcesMaqComp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","5","True","23/05/2026 11:39:47"
"ProdComArea","Ger\Filial\ProdComArea.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","4","True","23/05/2026 11:39:47"
"ProdKit","Ger\Filial\ProdKit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","3","True","23/05/2026 11:39:47"
"Produt","Ger\Filial\Produt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","67584","48","True","23/05/2026 11:39:47"
"ProdutImp","Ger\Filial\ProdutImp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","4","True","23/05/2026 11:39:48"
"ProFaiCom","Ger\Filial\ProFaiCom.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","4","True","23/05/2026 11:39:48"
"ResCli","Ger\Filial\ResCli.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","5","True","23/05/2026 11:39:48"
"ResPro","Ger\Filial\ResPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","5","True","23/05/2026 11:39:48"
"tabmat","Ger\Filial\tabmat.db","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","4","True","23/05/2026 11:39:48"
"TimeSheet","Ger\Filial\TimeSheet.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Filial","2048","8","True","23/05/2026 11:39:48"
"CadPro","Importa\ESC\DADOS\CadPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\DADOS","2048","13","True","23/05/2026 11:39:48"
"CadAlu","Importa\ESC\FILIAL\CadAlu.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","26","True","23/05/2026 11:39:48"
"CadAul","Importa\ESC\FILIAL\CadAul.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","11","True","23/05/2026 11:39:48"
"CadCur","Importa\ESC\FILIAL\CadCur.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","6","True","23/05/2026 11:39:48"
"CadInt","Importa\ESC\FILIAL\CadInt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","26","True","23/05/2026 11:39:48"
"CadMat","Importa\ESC\FILIAL\CadMat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","3","True","23/05/2026 11:39:48"
"CadNot","Importa\ESC\FILIAL\CadNot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","5","True","23/05/2026 11:39:49"
"CadPre","Importa\ESC\FILIAL\CadPre.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","3","True","23/05/2026 11:39:49"
"CadRes","Importa\ESC\FILIAL\CadRes.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","34","True","23/05/2026 11:39:49"
"CadTur","Importa\ESC\FILIAL\CadTur.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","16","True","23/05/2026 11:39:49"
"MovPdv","Importa\ESC\FILIAL\MovPdv.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","11","True","23/05/2026 11:39:49"
"CadEst","Importa\EST\DADOS\CadEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","6","True","23/05/2026 11:39:49"
"ProdEst","Importa\EST\DADOS\ProdEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","18","True","23/05/2026 11:39:50"
"MovEst","Importa\EST\FILIAL\MovEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\FILIAL","2048","15","True","23/05/2026 11:39:50"
"CadAdv","Lav\Dados\CadAdv.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","8","True","23/05/2026 11:39:51"
"CadAdvTip","Lav\Dados\CadAdvTip.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","3","True","23/05/2026 11:39:51"
"CadAgrPro","Lav\Dados\CadAgrPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","5","True","23/05/2026 11:39:51"
"CadCorTer","Lav\Dados\CadCorTer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","3","True","23/05/2026 11:39:51"
"CadDefeitoGru","Lav\Dados\CadDefeitoGru.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","2","True","23/05/2026 11:39:51"
"CadFatorGru","Lav\Dados\CadFatorGru.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","4","True","23/05/2026 11:39:51"
"CadFitas","Lav\Dados\CadFitas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","6","True","23/05/2026 11:39:51"
"CadLocRol","Lav\Dados\CadLocRol.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","6","True","23/05/2026 11:39:51"
"CadMarca","Lav\Dados\CadMarca.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","67584","7","True","23/05/2026 11:39:52"
"CadMarcaGru","Lav\Dados\CadMarcaGru.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","2","True","23/05/2026 11:39:52"
"CadPas","Lav\Dados\CadPas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","11","True","23/05/2026 11:39:52"
"CadQuinFat","Lav\Dados\CadQuinFat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","3","True","23/05/2026 11:39:52"
"CadSerTing","Lav\Dados\CadSerTing.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","6","True","23/05/2026 11:39:52"
"CadTipTing","Lav\Dados\CadTipTing.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","6","True","23/05/2026 11:39:52"
"Caract","Lav\Dados\Caract.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","5","True","23/05/2026 11:39:52"
"Cores","Lav\Dados\Cores.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","6144","7","True","23/05/2026 11:39:52"
"Defeitos","Lav\Dados\Defeitos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","5","True","23/05/2026 11:39:52"
"Empree","Lav\Dados\Empree.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","2","True","23/05/2026 11:39:52"
"FatPre_C","Lav\Dados\FatPre_C.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","11","True","23/05/2026 11:39:52"
"GruEnt","Lav\Dados\GruEnt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","6","True","23/05/2026 11:39:52"
"GruProTer","Lav\Dados\GruProTer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","2","True","23/05/2026 11:39:52"
"Prazos","Lav\Dados\Prazos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","7","True","23/05/2026 11:39:53"
"PromCad","Lav\Dados\PromCad.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","16","True","23/05/2026 11:39:53"
"ProTipTec","Lav\Dados\ProTipTec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","3","True","23/05/2026 11:39:53"
"SerLav","Lav\Dados\SerLav.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","100352","21","True","23/05/2026 11:39:53"
"TabFat","Lav\Dados\TabFat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","7","True","23/05/2026 11:39:53"
"TabPra","Lav\Dados\TabPra.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","5","True","23/05/2026 11:39:53"
"TabPreco","Lav\Dados\TabPreco.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","33","True","23/05/2026 11:39:53"
"TabPro","Lav\Dados\TabPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","19","True","23/05/2026 11:39:53"
"TabProDesc","Lav\Dados\TabProDesc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","4","True","23/05/2026 11:39:53"
"TabProLim","Lav\Dados\TabProLim.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","11","True","23/05/2026 11:39:53"
"TabProPrEn","Lav\Dados\TabProPrEn.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","4","True","23/05/2026 11:39:53"
"TabProProm","Lav\Dados\TabProProm.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","2048","4","True","23/05/2026 11:39:53"
"TabProSer","Lav\Dados\TabProSer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","165888","6","True","23/05/2026 11:39:53"
"TipEnt","Lav\Dados\TipEnt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","11","True","23/05/2026 11:39:54"
"TipSer","Lav\Dados\TipSer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","7","True","23/05/2026 11:39:54"
"TipTab","Lav\Dados\TipTab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","6","True","23/05/2026 11:39:54"
"TipTec","Lav\Dados\TipTec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","34816","7","True","23/05/2026 11:39:54"
"AvisoContEti","Lav\FILIAL\AvisoContEti.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","11","True","23/05/2026 11:39:54"
"Bonus","Lav\FILIAL\Bonus.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","7","True","23/05/2026 11:39:54"
"CadGR","Lav\FILIAL\CadGR.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","2","True","23/05/2026 11:39:54"
"CadLoc","Lav\FILIAL\CadLoc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","34816","12","True","23/05/2026 11:39:54"
"CadLocPec","Lav\FILIAL\CadLocPec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","9209856","20","True","23/05/2026 11:39:54"
"CadLocReg","Lav\FILIAL\CadLocReg.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","6","True","23/05/2026 11:39:54"
"CliCredito","Lav\FILIAL\CliCredito.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","34816","14","True","23/05/2026 11:39:54"
"CliPromAcu","Lav\FILIAL\CliPromAcu.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","3","True","23/05/2026 11:39:54"
"ContIdent","Lav\FILIAL\ContIdent.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","5","True","23/05/2026 11:39:54"
"ControleEti","Lav\FILIAL\ControleEti.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","7","True","23/05/2026 11:39:55"
"Disp","Lav\FILIAL\Disp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","6","True","23/05/2026 11:39:55"
"Doacao","Lav\FILIAL\Doacao.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","8","True","23/05/2026 11:39:55"
"EncCaiLav","Lav\FILIAL\EncCaiLav.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","9","True","23/05/2026 11:39:55"
