"Directory","Table","Field","Class","DataType","NonEmpty","DistinctTracked","Evidence"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","CodPro","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","SitRoupa","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","DatCad","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","ObsRoupa","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","CodCor","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","Modelo","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","TamRoupa","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","FatPre01","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","CodDef","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","CodTipTec","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","GruCli","cliente","System.String","1","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","DesGrupo","outro","System.String","1","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","ObsGrupo","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","CorGrupo","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","CorGrupoF","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","PrioridGru","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","MotivoCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","DatCan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","HorCan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","CodVenCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","GruClientes","Desconto","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","CodUsuario","usuario","System.String","9","9","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","NomUsuario","usuario","System.String","9","9","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","GruUsuario","usuario","System.String","9","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","TipUsuario","usuario","System.String","9","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","Senha","outro","System.String","9","9","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","DatCad","data","System.DateTime","9","7","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","DatCan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","UsuarioCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","MotivoCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","HorCan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","CopUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","email","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Usuarios","CodSubC","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Senhas","CodUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Senhas","Sistema","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Senhas","OpcMenu","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","Tipo","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","CodUsuario","usuario","System.String","438","5","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","CodFil","outro","System.String","438","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","CodSistema","outro","System.String","438","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","Rotina","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","Op","outro","System.String","438","144","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","NivelI","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","NivelA","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","NivelE","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","NivelT","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","DatCad","data","System.DateTime","438","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","HorCad","data","System.DateTime","438","11","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Nivel","ResUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","ROL","outro","System.Int32","31972","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodCli","cliente","System.String","31971","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DatEntLoja","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodTab","data","System.String","31971","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodTipSer","data","System.String","31971","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodTipEnt","data","System.String","31971","4","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodPra","outro","System.String","31848","73","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","NumGR","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","NumOS","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DatLan","data","System.DateTime","31971","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodVen","data","System.String","31971","5","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DatEnt","data","System.DateTime","31971","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","ValTot","valor","System.Double","31947","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","TotPecas","valor","System.Int32","31971","38","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","Posicao","status","System.String","20225","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","NumNot","outro","System.Int32","31971","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","Unidade","produto","System.String","14601","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodUsuario","usuario","System.String","31971","5","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","NumNotAdi","outro","System.Int32","22708","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DescontoROL","valor","System.Double","31971","4","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","ObsROL","outro","System.String","533","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DescontoValor","valor","System.Double","31971","40","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","Cancelado","status","System.String","198","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DataCanc","data","System.DateTime","202","180","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","MotivoCanc","data","System.String","198","51","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","SeqExport","outro","System.Int32","29908","3","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","RolAnterior","data","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodCliAnterior","cliente","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","HorLan","data","System.DateTime","31971","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodLoc","outro","System.String","9413","6","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodEsp","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","QdeEsp","quantidade","System.Int32","31971","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","Pedidos","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DesEsp","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","HorEnt","data","System.DateTime","31971","19","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodPas","outro","System.String","19379","11","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DatPas","data","System.DateTime","19890","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","SitRol","status","System.String","20048","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","NumNotFis","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","FixEntrega","status","System.Boolean","31972","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","SeqCaixa","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodDesc","valor","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodVenEnt","data","System.String","20022","5","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodLav","outro","System.String","1","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","FitasPreFix","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DevNot","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DevNotAdi","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodConf","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","PosicaoAnt","status","System.String","6653","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","DatEntRol","data","System.DateTime","20030","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CenCusCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","RolOrc","outro","System.Int32","31971","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","NumNotFisF","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","Lote","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","HorEntRol","data","System.DateTime","19959","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","HorCan","data","System.DateTime","202","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","CodVenCan","data","System.String","202","4","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovCab","HorPas","outro","System.DateTime","16315","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovLocRol","Rol","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovLocRol","CodLocRol","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovLocRol","DatLan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovLocRol","HorLan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovLocRol","CodVen","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovLocRol","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovLocRol","CodUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","ControleEti","ControleEti","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","ControleEti","Data","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","ControleEti","Rol","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","ControleEti","CodPro","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","ControleEti","QdeReal","quantidade","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","ControleEti","SeqPro","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","ControleEti","RolSeqPro","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","IndenRol","SeqInden","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","IndenRol","Rol","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","IndenRol","CodPro","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","IndenRol","Motivo","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","IndenRol","SeqCai","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","NumNot","outro","System.Int32","106","106","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","CodCli","cliente","System.String","106","64","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","ValCre","valor","System.Double","106","45","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","DatCre","data","System.DateTime","106","89","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","Integra","outro","System.Int32","106","90","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","Obs","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","Cancelado","status","System.String","2","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","Sit","status","System.String","97","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","SeqExporta","outro","System.Int32","104","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","DatVal","valor","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","VerVal","valor","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","CodPacote","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","QdeParc","quantidade","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","CliCredito","Rol","outro","System.Int32","56","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","FecCaixa","SeqCaixa","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","FecCaixa","CodUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","FecCaixa","DatEnc","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovIniCaixa","Data","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovIniCaixa","Seq","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovIniCaixa","Valor","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovIniCaixa","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovIniCaixa","DatCan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovIniCaixa","MotivoCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","NumNot","outro","System.Double","21679","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","CodCli","cliente","System.String","21679","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","DatEmi","data","System.DateTime","21679","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","ValNot","valor","System.Double","21679","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","CodUsuario","usuario","System.String","21679","5","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","ValBasNot","valor","System.Double","21679","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","TipNota","outro","System.String","21679","4","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","Obs","outro","System.String","21679","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","CodTransp","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","Cancelada","status","System.String","486","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","DataCanc","data","System.DateTime","486","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","MotivoCanc","data","System.String","486","50","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","BaseISS","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","ISS","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","CodVen","data","System.String","21679","5","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","NumNotFis","outro","System.Int32","17563","1","confirmado por schema + ocorrencia direta readonly"
