Dominio,Tabela,Caminho,CampoBanco,CampoVisualProvavel,ClasseCampo,TipoDado,Tamanho,ObrigatoriedadeInferida,NullableODBC,OrigemInferida,UsoProvavel,ValidacaoPendente
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,CHAVE_LOG,CHAVE_LOG,id_codigo,System.String,16,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,NOME_LOG,Nome,texto_observacao,System.String,120,provavel,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,CHVLOCAL_LOG,CHVLOCAL_LOG,outro,System.String,12,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,CHVBAI1_LOG,CHVBAI1_LOG,outro,System.String,10,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,CHVBAI2_LOG,CHVBAI2_LOG,outro,System.String,10,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,CEP8_LOG,CEP,cliente_ref,System.String,16,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,UF_LOG,UF,cliente_ref,System.String,4,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,CHVTIPO_LOG,CHVTIPO_LOG,outro,System.String,6,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,COMPLE_LOG,COMPLE_LOG,outro,System.String,130,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,REOP_LOG,REOP_LOG,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,OPER_LOG,OPER_LOG,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
auditoria_log,CEP_LOG,CEP\DADOS\CEP_LOG.DB,DATA_LOG,Data,data_hora,System.String,16,provavel,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,CodPro,CodPro,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,NomPro,NomPro,outro,System.String,60,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,EndPro,Endereco,cliente_ref,System.String,60,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,CidPro,CidPro,outro,System.String,40,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,EstPro,EstPro,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,CepPro,CEP,cliente_ref,System.String,18,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,TelPro,Telefone,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,DddPro,DddPro,outro,System.String,6,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,DatNas,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,HorAul0,Hora,data_hora,System.Double,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,HorAul,Hora,data_hora,System.Double,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,HorAul2,Hora,data_hora,System.Double,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
produto_servico,CadPro,ESC\DADOS\CadPro.DB,HorAul3,Hora,data_hora,System.Double,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,CodCont,CodCont,id_codigo,System.Int32,4,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,NomAlu,NomAlu,outro,System.String,80,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,EndAlu,Endereco,cliente_ref,System.String,80,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,CidAlu,CidAlu,outro,System.String,40,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,EstAlu,EstAlu,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,CepAlu,CEP,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,DatNas,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,TelAluR,Telefone,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,TelAluC,Telefone,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,ComTelC,Telefone,cliente_ref,System.String,40,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,AluMaior,AluMaior,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,CodCli,Cliente,id_codigo,System.String,20,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,SexAlu,SexAlu,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,RgAlu,RgAlu,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,CicAlu,CicAlu,outro,System.String,30,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,CodCon,CodCon,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,DescAlu,Desconto/Descricao,valor_monetario,System.Double,8,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,ObsAlu,ObsAlu,texto_observacao,System.String,200,desconhecido,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,Cancelado,Celular,cliente_ref,System.String,2,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,DatCan,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,MotivDesc,Desconto/Descricao,valor_monetario,System.String,100,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,DescParc,Desconto/Descricao,valor_monetario,System.Double,8,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,MotCan,MotCan,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,ArqFotoAlu,ArqFotoAlu,outro,System.String,200,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,DatCad,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAlu,ESC\FILIAL\CadAlu.DB,BaiAlu,BaiAlu,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,CodAul,CodAul,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,CodTur,CodTur,id_codigo,System.String,12,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,CodPro,CodPro,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,CodMat,CodMat,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,Obs,Obs,texto_observacao,System.String,100,desconhecido,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,DatAul,Data,data_hora,System.String,12,provavel,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,MatDada,MatDada,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,CargHor,CargHor,cliente_ref,System.Double,8,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,Atraso,Atraso,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,LanFal,LanFal,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
config_admin,CadAul,ESC\FILIAL\CadAul.DB,CodHor,CodHor,id_codigo,System.String,2,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadCur,ESC\FILIAL\CadCur.DB,CodCur,CodCur,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadCur,ESC\FILIAL\CadCur.DB,DesCur,Desconto/Descricao,valor_monetario,System.String,60,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
config_admin,CadCur,ESC\FILIAL\CadCur.DB,PreReq,PreReq,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadCur,ESC\FILIAL\CadCur.DB,PreReq2,PreReq2,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadCur,ESC\FILIAL\CadCur.DB,Preco,Valor,valor_monetario,System.Double,8,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
config_admin,CadCur,ESC\FILIAL\CadCur.DB,Obs,Obs,texto_observacao,System.String,200,desconhecido,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,CodInt,CodInt,id_codigo,System.Int32,4,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,NomInt,NomInt,outro,System.String,80,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,EndInt,Endereco,cliente_ref,System.String,80,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,CidInt,CidInt,outro,System.String,40,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,EstInt,EstInt,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,CepInt,CEP,cliente_ref,System.String,16,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,DatNas,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,TelInt,Telefone,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,ComTelC,Telefone,cliente_ref,System.String,40,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,CodCur1,CodCur1,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,CodCur2,CodCur2,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,CodVen,CodVen,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,CodCon,CodCon,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,DatInt,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,DatCnt,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,Obs,Obs,texto_observacao,System.String,200,desconhecido,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,DiaSem,DiaSem,outro,System.String,28,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,HorIni,HorIni,outro,System.DateTime,8,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,HorIni2,HorIni2,outro,System.DateTime,8,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,HorIni3,HorIni3,outro,System.DateTime,8,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,Disponib,Disponib,outro,System.String,50,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,JaMatric,JaMatric,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,Grupo,Grupo,outro,System.String,10,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,Presenca,Presenca,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,DatVAula,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadInt,ESC\FILIAL\CadInt.DB,HorVAula,HorVAula,outro,System.DateTime,8,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadMat,ESC\FILIAL\CadMat.DB,CodMat,CodMat,id_codigo,System.String,12,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadMat,ESC\FILIAL\CadMat.DB,DesMat,DesMat,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadMat,ESC\FILIAL\CadMat.DB,Obs,Obs,texto_observacao,System.String,200,desconhecido,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadMatComp,ESC\FILIAL\CadMatComp.DB,CodCur,CodCur,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadMatComp,ESC\FILIAL\CadMatComp.DB,CodMat,CodMat,id_codigo,System.String,12,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadMatComp,ESC\FILIAL\CadMatComp.DB,MedAprov,MedAprov,status_situacao,System.Double,8,desconhecido,True,Paradox/BDE,status_situacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadMatComp,ESC\FILIAL\CadMatComp.DB,Peso,Peso,quantidade,System.Double,8,desconhecido,True,Paradox/BDE,quantidade,"validar em tela, ProcMon e amostra de dados"
config_admin,CadNot,ESC\FILIAL\CadNot.DB,CodCont,CodCont,id_codigo,System.Int32,4,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadNot,ESC\FILIAL\CadNot.DB,CodTur,CodTur,id_codigo,System.String,12,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadNot,ESC\FILIAL\CadNot.DB,CodMat,CodMat,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadNot,ESC\FILIAL\CadNot.DB,Seq,Seq,outro,System.Int32,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadNot,ESC\FILIAL\CadNot.DB,Nota,Nota,fiscal_documento,System.Double,8,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
config_admin,CadPre,ESC\FILIAL\CadPre.DB,CodAul,CodAul,id_codigo,System.Int32,4,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadPre,ESC\FILIAL\CadPre.DB,CodCont,CodCont,id_codigo,System.Int32,4,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadPre,ESC\FILIAL\CadPre.DB,Presenca,Presenca,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,CodCont,CodCont,id_codigo,System.Int32,4,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,NomRes,NomRes,outro,System.String,80,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,EndRes,Endereco,cliente_ref,System.String,80,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,CidRes,CidRes,outro,System.String,40,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,EstRes,EstRes,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,CepRes,CEP,cliente_ref,System.String,16,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,DatNasR,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,TelResR,Telefone,cliente_ref,System.String,20,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,TelResC,Telefone,cliente_ref,System.String,20,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,ComResC,ComResC,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,RgRes,RgRes,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,CicRes,CicRes,outro,System.String,30,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,ObsRes,ObsRes,texto_observacao,System.String,200,desconhecido,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,SitRes2,SitRes2,status_situacao,System.String,2,desconhecido,True,Paradox/BDE,status_situacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,SitRes,SitRes,status_situacao,System.String,2,desconhecido,True,Paradox/BDE,status_situacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,NomRes2,NomRes2,outro,System.String,80,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,EndRes2,Endereco,cliente_ref,System.String,80,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,CidRes2,CidRes2,outro,System.String,40,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,EstRes2,EstRes2,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,CepRes2,CEP,cliente_ref,System.String,16,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,DatNasR62,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,TelResR2,Telefone,cliente_ref,System.String,20,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,TelResC2,Telefone,cliente_ref,System.String,20,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,ComResC2,ComResC2,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,RgRes2,RgRes2,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,CicRes2,CicRes2,outro,System.String,30,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,BaiRes,BaiRes,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,BaiRes2,BaiRes2,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,TelResP,Telefone,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,TelResP2,Telefone,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,NomEmp,Nome,texto_observacao,System.String,60,provavel,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,NomEmp2,Nome,texto_observacao,System.String,60,provavel,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,CodRam,CodRam,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadRes,ESC\FILIAL\CadRes.DB,CodRam2,CodRam2,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadTur,ESC\FILIAL\CadTur.DB,CodTur,CodTur,id_codigo,System.String,12,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,CadTur,ESC\FILIAL\CadTur.DB,DesTur,DesTur,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
