"File","FileName","Extension","Machine","ImportedDll"
"D:\AtelieProd\Equipexe\Exe\PTravaRelogio.exe","PTravaRelogio.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\PTravaRelogio.exe","PTravaRelogio.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\PTravaRelogio.exe","PTravaRelogio.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\PTravaRelogio.exe","PTravaRelogio.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\PTravaRelogio.exe","PTravaRelogio.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\PTravaRelogio.exe","PTravaRelogio.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\qtintf.dll","qtintf.dll",".dll","0x014C","ADVAPI32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf.dll","qtintf.dll",".dll","0x014C","KERNEL32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf.dll","qtintf.dll",".dll","0x014C","WSOCK32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf.dll","qtintf.dll",".dll","0x014C","COMDLG32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf.dll","qtintf.dll",".dll","0x014C","GDI32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf.dll","qtintf.dll",".dll","0x014C","SHELL32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf.dll","qtintf.dll",".dll","0x014C","USER32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf.dll","qtintf.dll",".dll","0x014C","IMM32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf.dll","qtintf.dll",".dll","0x014C","OLE32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf70.dll","qtintf70.dll",".dll","0x014C","ADVAPI32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf70.dll","qtintf70.dll",".dll","0x014C","KERNEL32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf70.dll","qtintf70.dll",".dll","0x014C","WSOCK32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf70.dll","qtintf70.dll",".dll","0x014C","COMDLG32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf70.dll","qtintf70.dll",".dll","0x014C","GDI32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf70.dll","qtintf70.dll",".dll","0x014C","SHELL32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf70.dll","qtintf70.dll",".dll","0x014C","USER32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf70.dll","qtintf70.dll",".dll","0x014C","IMM32.DLL"
"D:\AtelieProd\Equipexe\Exe\qtintf70.dll","qtintf70.dll",".dll","0x014C","OLE32.DLL"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","shell32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","winmm.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","Tapi32.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","qtintf70.dll"
"D:\AtelieProd\Equipexe\Exe\SAT.exe","SAT.exe",".exe","0x014C","qtintf70.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\Senhas.exe","Senhas.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ssleay32.dll","ssleay32.dll",".dll","0x014C","LIBEAY32.dll"
"D:\AtelieProd\Equipexe\Exe\ssleay32.dll","ssleay32.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\SYNC20.DLL","SYNC20.DLL",".DLL","0x014C","CMDS21.dll"
"D:\AtelieProd\Equipexe\Exe\SYNC20.DLL","SYNC20.DLL",".DLL","0x014C","HSLOG20.dll"
"D:\AtelieProd\Equipexe\Exe\SYNC20.DLL","SYNC20.DLL",".DLL","0x014C","PalmCmn.dll"
"D:\AtelieProd\Equipexe\Exe\SYNC20.DLL","SYNC20.DLL",".DLL","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\SYNC20.DLL","SYNC20.DLL",".DLL","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","mpr.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","shell32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","shell32.dll"
"D:\AtelieProd\Equipexe\Exe\TrocaWordExcel.exe","TrocaWordExcel.exe",".exe","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\Tutil32.dll","Tutil32.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\Tutil32.dll","Tutil32.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Exe\Tutil32.dll","Tutil32.dll",".dll","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Exe\Tutil32.exe","Tutil32.exe",".exe","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\Tutil32.exe","Tutil32.exe",".exe","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Exe\Tutil32.exe","Tutil32.exe",".exe","0x014C","tutil32.dll"
"D:\AtelieProd\Equipexe\Exe\Tutil32.exe","Tutil32.exe",".exe","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Exe\Tutil32.exe","Tutil32.exe",".exe","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Exe\Tutil32.exe","Tutil32.exe",".exe","0x014C","COMDLG32.dll"
"D:\AtelieProd\Equipexe\Exe\ZipForge.dll","ZipForge.dll",".dll","0x014C","mscoree.dll"
"D:\AtelieProd\Equipexe\Figuras\Cfx32.ocx","Cfx32.ocx",".ocx","0x014C","MSVCRT40.dll"
"D:\AtelieProd\Equipexe\Figuras\Cfx32.ocx","Cfx32.ocx",".ocx","0x014C","MFC40.DLL"
"D:\AtelieProd\Equipexe\Figuras\Cfx32.ocx","Cfx32.ocx",".ocx","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Figuras\Cfx32.ocx","Cfx32.ocx",".ocx","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Figuras\Cfx32.ocx","Cfx32.ocx",".ocx","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Figuras\Cfx32.ocx","Cfx32.ocx",".ocx","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Figuras\Cfx32.ocx","Cfx32.ocx",".ocx","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Figuras\Cfx32.ocx","Cfx32.ocx",".ocx","0x014C","OLEAUT32.dll"
"D:\AtelieProd\Equipexe\Figuras\Nmocod.dll","Nmocod.dll",".dll","0x014C","NMSCKN.DLL"
"D:\AtelieProd\Equipexe\Figuras\Nmocod.dll","Nmocod.dll",".dll","0x014C","MSVCRT40.dll"
"D:\AtelieProd\Equipexe\Figuras\Nmocod.dll","Nmocod.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Figuras\Nmocod.dll","Nmocod.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Figuras\Nmocod.dll","Nmocod.dll",".dll","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Figuras\Nmocod.dll","Nmocod.dll",".dll","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Figuras\Nmocod.dll","Nmocod.dll",".dll","0x014C","OLEAUT32.dll"
"D:\AtelieProd\Equipexe\Figuras\Nmocod.dll","Nmocod.dll",".dll","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","OLEAUT32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","VERSION.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","WINSPOOL.DRV"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","COMCTL32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","VERSION.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NImgConv.dll","NImgConv.dll",".dll","0x014C","MSVCRT.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NImgConv.dll","NImgConv.dll",".dll","0x014C","MFC42.DLL"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NImgConv.dll","NImgConv.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NImgConv.dll","NImgConv.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","VERSION.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","WINSPOOL.DRV"
"D:\AtelieProd\Equipexe\Ger\Dados\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","COMCTL32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\NBioBSP.dll","NBioBSP.dll",".dll","0x014C","VERSION.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\NImgConv.dll","NImgConv.dll",".dll","0x014C","MSVCRT.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\NImgConv.dll","NImgConv.dll",".dll","0x014C","MFC42.DLL"
"D:\AtelieProd\Equipexe\Ger\Dados\NImgConv.dll","NImgConv.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Ger\Dados\NImgConv.dll","NImgConv.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Importa\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Importa\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Importa\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Importa\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Importa\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Importa\Figuras\OLEPRO32.DLL","OLEPRO32.DLL",".DLL","0x014C","OLEAUT32.dll"
"D:\AtelieProd\Equipexe\_ISREG32.DLL","_ISREG32.DLL",".DLL","0x014C","VERSION.dll"
"D:\AtelieProd\Equipexe\_ISREG32.DLL","_ISREG32.DLL",".DLL","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\_ISREG32.DLL","_ISREG32.DLL",".DLL","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\_ISREG32.DLL","_ISREG32.DLL",".DLL","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\_ISREG32.DLL","_ISREG32.DLL",".DLL","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\_ISREG32.DLL","_ISREG32.DLL",".DLL","0x014C","OLEAUT32.dll"
