Executavel,ArquivoLayout,Indice,TamanhoBytes,ComponentesTPrefix,TiposMaisFrequentes,PossuiQuery,PossuiGrid,PossuiMenu,PossuiRelatorio
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.20.txt,20,85042,1469,Top:479; TabOrder:195; TLabel:156; TEdit:76; TMenuItem:54; TTable:39; TBitBtn:33; TDataSource:30,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.200.txt,200,46372,669,TMenuItem:149; Top:119; TabOrder:35; TTT:29; TStringField:27; TLabel:21; TTable:16; TableName:15,nao,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.201.txt,201,46379,664,TMenuItem:153; Top:116; TabOrder:34; TTT:29; TStringField:27; TLabel:20; TTable:16; TableName:15,nao,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.202.txt,202,46743,640,TMenuItem:202; Top:93; TTT:29; TabOrder:28; TStringField:19; TLabel:17; TSpeedButton:13; TPanel:11,nao,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.203.txt,203,46788,628,TMenuItem:216; Top:82; TTT:29; TabOrder:23; TStringField:19; TLabel:13; TSpeedButton:13; TPanel:10,nao,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.204.txt,204,47116,646,TMenuItem:243; Top:84; TTT:29; TabOrder:19; TStringField:16; TSpeedButton:12; TLabel:11; Title:10,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.205.txt,205,47091,663,TMenuItem:243; Top:89; TTT:29; TabOrder:20; TStringField:16; TTable:13; TSpeedButton:12; Title:10,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.206.txt,206,47303,687,TMenuItem:243; Top:117; TTT:29; TabOrder:29; TLabel:24; TSpeedButton:13; TTable:13; TEdit:10,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.207.txt,207,89203,1691,Top:680; TQRLabel:271; TQRShape:230; Times:106; Transparent:77; TQRDBText:35; TabOrder:25; TLabel:22,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.208.txt,208,89166,1691,Top:684; TQRLabel:271; TQRShape:241; Times:106; Transparent:77; TQRDBText:36; TLabel:22; TabOrder:18,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.209.txt,209,89270,1695,Top:689; TQRLabel:273; TQRShape:248; Times:106; Transparent:77; TQRDBText:37; TLabel:21; TQRBand:18,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.21.txt,21,85642,1464,Top:484; TabOrder:208; TLabel:156; TEdit:82; TMenuItem:54; TTable:36; TBitBtn:31; TDataSource:27,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.210.txt,210,89520,1670,Top:683; TQRLabel:293; TQRShape:251; Times:110; Transparent:80; TQRDBText:38; TQRBand:19; TQRDBCalc:16,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.211.txt,211,89549,1613,Top:680; TQRLabel:297; TQRShape:252; Times:124; Transparent:81; TQRDBText:44; TQRBand:23; TQRSysData:17,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.212.txt,212,89668,1578,Top:667; TQRLabel:280; TQRShape:241; Times:116; Transparent:84; TQRDBText:61; TQRBand:22; TQRSysData:19,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.213.txt,213,89567,1592,Top:664; TQRLabel:280; TQRShape:195; Times:149; TQRDBText:79; TQRBand:37; Transparent:37; TQRSysData:22,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.214.txt,214,89639,1600,Top:648; TQRLabel:296; TQRShape:183; Times:152; Transparent:76; TQRDBText:76; TQRBand:36; TQRSysData:23,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.215.txt,215,89701,1582,Top:616; TQRLabel:292; Times:192; TQRShape:141; TQRDBText:82; Transparent:77; TQRBand:40; TQRSysData:24,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.216.txt,216,89744,1616,Top:635; TQRLabel:306; Times:196; TQRShape:164; TQRDBText:76; Transparent:73; TQRBand:37; TQRMemo:23,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.217.txt,217,89688,1648,Top:646; TQRLabel:309; Times:203; TQRShape:182; Transparent:73; TQRDBText:67; TQRBand:36; TQRMemo:23,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.218.txt,218,89567,1698,Top:675; TQRLabel:307; TQRShape:223; Times:201; Transparent:72; TQRDBText:66; TQRBand:35; TQRMemo:22,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.219.txt,219,88033,1944,Top:859; TQRShape:515; TQRLabel:261; Times:92; Transparent:70; TQRBand:28; TQRMemo:22; TQRDBText:20,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.22.txt,22,86418,1481,Top:491; TabOrder:222; TLabel:160; TEdit:82; TMenuItem:50; Text:32; TBitBtn:30; TPanel:30,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.220.txt,220,87326,2083,Top:945; TQRShape:657; TQRLabel:227; Times:82; Transparent:57; TQRMemo:22; TQRBand:21; TQRDBText:14,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.221.txt,221,87305,2075,Top:953; TQRShape:677; TQRLabel:208; Times:81; Transparent:56; TQRMemo:22; TQRBand:14; TQRSysData:9,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.222.txt,222,87184,2090,Top:972; TQRShape:716; TQRLabel:207; Times:81; Transparent:34; TQRBand:15; TQRSysData:9; TQRDBText:9,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.223.txt,223,87175,2096,Top:976; TQRShape:725; TQRLabel:215; Times:77; Transparent:39; TQRBand:13; TQRSysData:7; TImage:6,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.224.txt,224,87357,2073,Top:967; TQRShape:701; TQRLabel:195; Times:66; Transparent:43; TQRBand:22; TQRSysData:15; TQRDBText:15,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.225.txt,225,89632,1532,Top:659; TQRLabel:314; TQRShape:201; Times:86; Transparent:79; TQRBand:39; TQRDBText:29; TQRSysData:27,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.226.txt,226,89802,1544,Top:636; TQRLabel:327; Times:154; TQRShape:132; Transparent:48; TQRDBText:45; TQRBand:40; TQRSysData:33,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.227.txt,227,89772,1529,Top:631; TQRLabel:324; Times:153; TQRShape:133; TQRDBText:47; Transparent:46; TQRBand:37; TQRSysData:30,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.228.txt,228,89804,1506,Top:631; TQRLabel:333; TQRShape:139; Times:130; Transparent:44; TQRDBText:41; TQRBand:33; TQRSysData:27,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.229.txt,229,89752,1527,Top:638; TQRLabel:347; TQRShape:138; Times:136; TQRDBText:42; Transparent:42; TQRBand:29; TQRSysData:23,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.23.txt,23,86592,1502,Top:498; TabOrder:228; TLabel:161; TEdit:86; TMenuItem:48; Text:36; TPanel:31; TDBLookupCombo:30,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.230.txt,230,90030,1495,Top:591; TQRLabel:363; Times:204; TQRShape:70; TQRDBText:56; TQRBand:28; TQRSysData:23; Transparent:23,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.231.txt,231,90060,1530,Top:584; TQRLabel:357; Times:259; TQRDBText:65; TQRShape:61; TQRBand:25; TQRSysData:22; TImage:22,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.232.txt,232,90248,1553,Top:580; TQRLabel:364; Times:290; TQRDBText:67; TQRShape:58; TImage:21; TQRBand:20; TQRMemo:20,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.233.txt,233,90272,1545,Top:575; TQRLabel:364; Times:288; TQRDBText:69; TQRShape:58; TImage:21; TQRMemo:21; TQRBand:20,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.234.txt,234,90121,1562,Top:574; TQRLabel:363; Times:305; TQRDBText:65; TQRShape:58; TQRBand:22; TQRMemo:20; TImage:19,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.235.txt,235,90175,1574,Top:582; TQRLabel:356; Times:287; TQRDBText:64; TQRShape:62; Transparent:35; TQRBand:30; TQRSysData:20,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.236.txt,236,90146,1564,Top:592; TQRLabel:341; Times:248; TQRShape:71; TQRDBText:53; Transparent:42; TQRBand:41; TQRSysData:28,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.237.txt,237,90118,1550,Top:595; TQRLabel:338; Times:230; TQRShape:75; Transparent:47; TQRBand:46; TQRDBText:40; TQRSysData:34,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.238.txt,238,89674,1553,Top:603; TQRLabel:308; Times:224; TQRShape:94; TQRBand:53; TQRSysData:42; TQRDBText:42; Transparent:42,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.239.txt,239,89508,1587,Top:633; TQRLabel:303; Times:189; TQRShape:126; Transparent:59; TQRBand:55; TQRDBText:46; TQRSysData:41,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.24.txt,24,86509,1530,Top:496; TabOrder:228; TLabel:154; TEdit:80; TMenuItem:45; Text:35; TTable:32; TPanel:32,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.240.txt,240,89507,1547,Top:625; TQRLabel:289; Times:167; TQRShape:134; Transparent:58; TQRBand:54; TQRDBText:47; TQRSysData:42,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.241.txt,241,89333,1580,Top:646; TQRLabel:303; Times:161; TQRShape:147; Transparent:53; TQRDBText:53; TQRBand:51; TQRSysData:39,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.242.txt,242,89285,1555,Top:650; TQRLabel:320; TQRShape:156; Times:148; TQRDBText:49; TQRBand:45; Transparent:42; TQRSysData:36,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.243.txt,243,89316,1552,Top:645; TQRLabel:316; Times:153; TQRShape:152; TQRDBText:53; TQRBand:45; Transparent:43; TQRSysData:38,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.244.txt,244,89344,1532,Top:643; TQRLabel:314; TQRShape:151; Times:144; TQRDBText:55; TQRBand:45; Transparent:39; TQRSysData:37,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.245.txt,245,89297,1537,Top:655; TQRLabel:324; TQRShape:152; Times:114; TQRDBText:55; Transparent:53; TQRBand:46; TQRSysData:36,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.246.txt,246,89312,1534,Top:659; TQRLabel:335; TQRShape:152; Times:98; Transparent:60; TQRDBText:57; TQRBand:42; TQRSysData:32,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.247.txt,247,89805,1531,Top:667; TQRLabel:353; TQRShape:151; Times:77; Transparent:65; TQRDBText:59; TQRBand:41; TQRSysData:29,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.248.txt,248,89766,1533,Top:673; TQRLabel:355; TQRShape:157; Transparent:70; Times:65; TQRDBText:54; TQRBand:42; TQRSysData:29,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.249.txt,249,89952,1454,Top:636; TQRLabel:359; TQRShape:108; Times:71; Transparent:55; TQRDBText:51; TQRBand:46; TQRSysData:30,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.25.txt,25,86845,1611,Top:500; TabOrder:223; TLabel:150; TEdit:77; TMenuItem:50; TTable:41; Text:35; TStringField:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.250.txt,250,89915,1439,Top:642; TQRLabel:374; TQRShape:111; Times:52; Transparent:51; TQRBand:45; TQRDBText:44; TQRSysData:27,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.251.txt,251,89957,1479,Top:626; TQRLabel:368; Times:112; TQRShape:73; Transparent:55; TQRDBText:53; TQRBand:47; TQRSysData:31,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.252.txt,252,89903,1496,Top:632; TQRLabel:364; Times:112; TQRShape:86; Transparent:59; TQRDBText:52; TQRBand:45; TQRSysData:33,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.253.txt,253,89973,1506,Top:628; TQRLabel:345; Times:136; TQRShape:95; TQRDBText:51; Transparent:47; TQRBand:46; TQRSysData:36,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.254.txt,254,89855,1529,Top:633; TQRLabel:343; Times:135; TQRShape:114; Transparent:64; TQRBand:45; TQRDBText:45; TQRSysData:35,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.255.txt,255,89969,1536,Top:615; TQRLabel:354; Times:131; Transparent:114; TQRShape:104; TQRBand:40; TQRDBText:39; TQRSysData:32,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.256.txt,256,89873,1556,Top:628; TQRLabel:362; TQRShape:130; Transparent:127; Times:117; TQRDBText:35; TQRBand:34; TQRSysData:27,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.257.txt,257,89785,1573,Top:620; TQRLabel:345; Transparent:137; Times:136; TQRShape:130; TQRDBText:43; TQRBand:34; TQRSysData:29,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.258.txt,258,89830,1547,Top:605; TQRLabel:319; Transparent:137; Times:134; TQRShape:123; TQRDBText:61; TQRBand:35; TQRSysData:26,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.259.txt,259,89771,1531,Top:601; TQRLabel:313; Transparent:136; TQRShape:124; Times:123; TQRDBText:61; TQRBand:36; TQRSysData:24,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.26.txt,26,86828,1653,Top:503; TabOrder:221; TLabel:146; TEdit:73; TMenuItem:48; TStringField:45; TTable:44; TDataSource:37,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.260.txt,260,89933,1494,Top:577; TQRLabel:284; Transparent:153; TQRShape:124; Times:120; TQRDBText:62; TQRBand:40; TQRSysData:25,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.261.txt,261,90082,1494,Top:565; TQRLabel:282; Transparent:151; Times:146; TQRShape:111; TQRDBText:64; TQRBand:40; TQRSysData:25,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.262.txt,262,90080,1508,Top:565; TQRLabel:277; Transparent:158; Times:149; TQRShape:116; TQRDBText:69; TQRBand:37; TQRSysData:23,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.263.txt,263,90029,1512,Top:571; TQRLabel:288; Transparent:163; Times:134; TQRShape:117; TQRDBText:67; TQRBand:36; TQRSysData:22,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.264.txt,264,89801,1495,Top:542; Times:258; TQRLabel:232; TQRDBText:105; Transparent:71; TQRShape:70; TQRBand:48; TQRSysData:37,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.265.txt,265,89960,1492,Top:544; Times:261; TQRLabel:232; TQRDBText:106; TQRShape:70; Transparent:61; TQRBand:47; TQRSysData:36,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.266.txt,266,89973,1511,Top:547; Times:274; TQRLabel:241; TQRDBText:102; TQRShape:70; Transparent:62; TQRBand:46; TQRSysData:36,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.267.txt,267,89830,1525,Top:550; Times:283; TQRLabel:240; TQRDBText:105; TQRShape:71; Transparent:63; TQRBand:46; TQRSysData:37,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.268.txt,268,89842,1547,Top:554; Times:288; TQRLabel:243; TQRDBText:96; TQRShape:73; Transparent:63; TQRBand:46; TQRSysData:37,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.269.txt,269,89696,1548,Top:555; Times:286; TQRLabel:245; TQRDBText:94; TQRShape:74; Transparent:65; TQRBand:46; TQRSysData:38,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.27.txt,27,87017,1649,Top:500; TabOrder:220; TLabel:144; TEdit:70; TMenuItem:45; TStringField:45; TTable:44; TDataSource:37,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.270.txt,270,89886,1563,Top:557; Times:303; TQRLabel:247; TQRDBText:93; TQRShape:73; Transparent:60; TQRBand:46; TQRSysData:42,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.271.txt,271,89888,1536,Top:554; Times:293; TQRLabel:250; TQRDBText:89; TQRShape:72; Transparent:52; TQRBand:48; TQRSysData:41,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.272.txt,272,89918,1512,Top:544; Times:296; TQRLabel:262; TQRDBText:89; TQRShape:54; TQRBand:49; Transparent:47; TQRSysData:38,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.273.txt,273,90004,1489,Top:537; Times:298; TQRLabel:252; TQRDBText:91; TQRShape:51; TQRBand:49; Transparent:41; TQRSysData:35,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.274.txt,274,90130,1480,Top:536; Times:288; TQRLabel:254; TQRDBText:85; TQRBand:52; TQRShape:47; Transparent:40; TQRSysData:33,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.275.txt,275,90268,1473,Top:533; Times:289; TQRLabel:259; TQRDBText:81; TQRBand:52; TQRShape:43; Transparent:36; TQRSysData:30,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.276.txt,276,90362,1491,Top:536; Times:284; TQRLabel:268; TQRDBText:82; TQRBand:52; Transparent:49; TQRShape:40; TQRSysData:28,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.277.txt,277,90472,1476,Top:533; Times:285; TQRLabel:277; TQRDBText:81; TQRBand:51; Transparent:47; TQRShape:37; TQRSysData:25,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.278.txt,278,90503,1489,Top:519; TQRLabel:309; Times:278; TQRDBText:81; TQRBand:58; Transparent:49; TQRShape:41; TQRSysData:25,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.279.txt,279,90658,1485,Top:519; TQRLabel:306; Times:280; TQRDBText:88; TQRBand:60; Transparent:46; TQRShape:42; TQRSysData:22,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.28.txt,28,87355,1645,Top:501; TabOrder:226; TLabel:143; TEdit:65; TStringField:45; TMenuItem:43; TTable:42; TPanel:41,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.280.txt,280,90620,1491,Top:523; TQRLabel:307; Times:281; TQRDBText:85; TQRBand:62; TQRShape:42; Transparent:40; TQRSysData:22,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.281.txt,281,90633,1504,Top:521; TQRLabel:299; Times:295; TQRDBText:89; TQRBand:64; TQRShape:44; Transparent:39; TQRSysData:22,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.282.txt,282,90605,1513,Top:528; TQRLabel:319; Times:289; TQRDBText:85; TQRBand:58; TQRShape:43; Transparent:40; TQRSysData:22,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.283.txt,283,90550,1514,Top:533; TQRLabel:315; Times:282; TQRDBText:83; TQRBand:60; TQRShape:55; Transparent:43; TQRSysData:23,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.284.txt,284,90579,1536,Top:550; TQRLabel:322; Times:255; TQRShape:92; TQRDBText:73; Transparent:69; TQRBand:54; TQRSysData:18,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.285.txt,285,90269,1608,Top:593; TQRLabel:337; Times:187; TQRShape:158; Transparent:133; TQRDBText:56; TQRBand:45; TQRSysData:15,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.286.txt,286,90338,1587,Top:608; TQRLabel:314; Times:187; TQRShape:160; Transparent:141; TQRDBText:50; TQRBand:36; TImage:13,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.287.txt,287,90179,1627,Top:625; TQRLabel:332; TQRShape:193; Transparent:182; Times:157; TQRDBText:38; TQRBand:27; Total:10,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.288.txt,288,89981,1689,Top:664; TQRLabel:346; TQRShape:251; Transparent:238; Times:100; TQRDBText:25; TQRBand:18; TImage:7,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.289.txt,289,89681,1783,Top:709; TQRLabel:347; TQRShape:331; Transparent:321; Times:34; TQRDBText:10; TQRBand:9; TImage:4,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.29.txt,29,87727,1665,Top:495; TabOrder:223; TLabel:143; TEdit:65; TStringField:60; TMenuItem:50; TPanel:41; TTable:41,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.290.txt,290,89524,1817,Top:726; TQRLabel:361; TQRShape:357; Transparent:354; Times:4; TQRBand:3; TImage:2; Total:2,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.291.txt,291,90246,1522,Top:578; TQRLabel:288; Times:239; TQRShape:89; TQRDBText:74; Transparent:51; TQRBand:46; TQRSysData:30,nao,nao,nao,sim
