Executavel,ArquivoLayout,Indice,TamanhoBytes,ComponentesTPrefix,TiposMaisFrequentes,PossuiQuery,PossuiGrid,PossuiMenu,PossuiRelatorio
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.173.txt,173,29819,194,Top:46; TLabel:12; Transparent:12; TSpeedButton:11; TMenuItem:11; TabOrder:10; TStringField:9; TX:8,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.174.txt,174,17157,118,Top:24; TStringField:9; TSpeedButton:8; TMenuItem:7; TFloatField:6; TabOrder:5; TitleFont:5; TLabel:5,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.18.txt,18,33703,332,Top:70; TStringField:26; TabOrder:21; TLabel:18; Transparent:16; TIntegerField:9; TPanel:8; TMenuItem:8,nao,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.19.txt,19,47723,825,Top:234; TabOrder:61; TTable:55; TLabel:47; TableType:32; Transparent:29; TMenuItem:22; TStringField:20,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.2.txt,2,36312,225,Top:69; Transparent:26; TLabel:24; TabOrder:19; TSpeedButton:12; TPanel:9; TImage:8; Text:4,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.20.txt,20,48002,825,Top:233; TabOrder:66; TTable:55; TLabel:44; TableType:32; Transparent:29; TEdit:22; TStringField:20,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.21.txt,21,43269,741,Top:224; TabOrder:75; TTable:52; TLabel:38; TableType:32; TEdit:23; Transparent:22; TDataSource:18,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.22.txt,22,40670,686,Top:208; TabOrder:68; TTable:52; TLabel:34; TableType:32; TEdit:18; TDataSource:18; Transparent:17,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.23.txt,23,38992,631,Top:190; TabOrder:60; TTable:52; TableType:32; TLabel:30; TDataSource:18; Transparent:17; TEdit:15,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.24.txt,24,34779,474,Top:95; TStringField:60; TabOrder:48; TLabel:21; TEdit:19; Transparent:18; TFloatField:15; TPanel:10,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.25.txt,25,31459,294,Top:89; TabOrder:33; Transparent:33; TLabel:31; TEdit:20; Text:12; TdE:8; TX:7,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.26.txt,26,35172,315,Top:95; TabOrder:36; Transparent:35; TLabel:32; TEdit:11; TImage:8; TMenuItem:8; TJPEGImage:6,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.27.txt,27,35141,321,Top:96; TabOrder:39; Transparent:33; TLabel:31; TitleFont:10; TImage:8; TEdit:8; TSpeedButton:7,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.28.txt,28,37138,311,Top:86; TabOrder:32; Transparent:27; TLabel:24; TitleFont:10; TStringField:10; TImage:8; TSpeedButton:7,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.29.txt,29,36154,404,Top:84; TabOrder:36; TStringField:36; Transparent:24; TLabel:23; TitleFont:15; TPanel:13; TEdit:9,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.3.txt,3,35976,227,Top:78; TabOrder:26; Transparent:24; TLabel:23; TPanel:23; TSpeedButton:15; TImage:11; TJPEGImageN:9,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.30.txt,30,41108,526,Top:101; TStringField:53; TabOrder:39; TMenuItem:27; TLabel:24; Transparent:22; TitleFont:15; TPanel:12,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.31.txt,31,27159,239,Top:72; TabOrder:31; TLabel:24; Transparent:22; TitleFont:10; TPanel:10; TEdit:9; TSpeedButton:9,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.32.txt,32,30931,292,Top:93; TabOrder:32; Transparent:26; TPanel:25; TLabel:23; TSpeedButton:15; TitleFont:10; TImage:8,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.33.txt,33,30051,242,Top:80; TabOrder:28; Transparent:25; TPanel:25; TLabel:23; TSpeedButton:17; TImage:7; TitleFont:5,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.34.txt,34,31493,266,Top:53; TStringField:18; TabOrder:17; TitleFont:15; TMenuItem:14; TPanel:8; TLabel:8; TSpeedButton:7,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.35.txt,35,36656,433,Top:116; TabOrder:40; TLabel:30; TitleFont:20; Title:20; Transparent:19; TStringField:16; TPanel:14,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.36.txt,36,37285,545,Top:120; TMenuItem:45; TabOrder:35; TLabel:32; TStringField:26; Transparent:21; Title:20; TTable:16,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.37.txt,37,32341,397,Top:78; TMenuItem:37; TStringField:25; Transparent:24; TLabel:22; TabOrder:16; TTable:13; TitleFont:10,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.38.txt,38,31001,190,Top:59; TabOrder:19; Transparent:8; TLabel:8; TdE:8; TImage:7; TX:7; TSpeedButton:6,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.39.txt,39,32476,285,Top:84; TTable:22; TMenuItem:21; TabOrder:18; TLabel:13; Transparent:12; TX:9; TdE:8,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.4.txt,4,30606,660,Top:153; TStringField:46; TTable:42; TabOrder:28; TLabel:26; TableType:23; TDataSource:22; TableName:22,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.40.txt,40,37943,601,Top:105; TStringField:58; TTable:34; TIntegerField:28; TMenuItem:24; TabOrder:20; TLabel:15; TitleFont:15,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.41.txt,41,38256,602,Top:105; TStringField:58; TTable:34; TIntegerField:28; TMenuItem:22; Transparent:21; TLabel:20; TabOrder:18,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.42.txt,42,41752,507,Top:74; TStringField:58; TIntegerField:28; Transparent:18; TLabel:16; TTable:16; TitleFont:15; TtP:14,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.43.txt,43,35196,212,Top:57; Transparent:17; TLabel:15; TabOrder:14; TtP:14; TImage:6; TSpeedButton:6; TX:6,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.44.txt,44,39526,348,Top:87; Transparent:22; TLabel:21; TtP:14; TStringField:14; TabOrder:13; TMenuItem:13; TSpeedButton:12,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.45.txt,45,32114,349,Top:97; TLabel:26; Transparent:26; TSpeedButton:20; TStringField:14; TabOrder:13; TTable:11; TMenuItem:11,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.46.txt,46,27443,252,Top:78; Transparent:24; TLabel:23; TSpeedButton:21; TTable:7; TDataSource:7; TabOrder:6; TMenuItem:6,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.47.txt,47,23711,154,Top:54; Transparent:24; TLabel:20; TSpeedButton:20; TImage:5; TDBText:5; TX:4; Tb:3,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.48.txt,48,34098,389,Top:122; TLabel:49; TabOrder:33; TPanel:12; TMenuItem:12; TTable:11; TitleFont:10; Transparent:9,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.49.txt,49,31883,322,Top:100; TLabel:44; TabOrder:16; Transparent:16; TTable:11; TitleFont:10; TPanel:10; TSpeedButton:10,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.5.txt,5,29973,648,Top:149; TStringField:46; TTable:42; TabOrder:27; TLabel:25; TableType:23; TDataSource:22; TableName:22,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.50.txt,50,32079,255,Top:88; TLabel:36; Transparent:34; TSpeedButton:24; TabOrder:8; TX:7; TImage:6; TMenuItem:6,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.51.txt,51,39208,425,Top:124; TabOrder:39; TLabel:33; TMenuItem:32; Transparent:31; TSpeedButton:23; TCheckBox:10; TCALLookUpCombo:9,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.52.txt,52,34967,351,Top:99; TabOrder:39; TLabel:38; Transparent:38; TEdit:19; Text:18; TitleFont:15; TCheckBox:9,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.53.txt,53,39962,438,Top:126; Transparent:50; TLabel:47; TabOrder:46; TEdit:20; Text:19; TMenuItem:13; TitleFont:10,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.54.txt,54,31734,265,Top:74; TabOrder:21; Transparent:21; TLabel:18; TMenuItem:15; TitleFont:10; TPanel:8; TSpeedButton:7,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.55.txt,55,32939,254,Top:82; TLabel:31; Transparent:30; TabOrder:23; TPanel:8; TSpeedButton:7; TEdit:6; TDBLookupCombo:6,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.56.txt,56,31970,236,Top:76; Transparent:30; TLabel:29; TabOrder:21; TPanel:8; TSpeedButton:7; TDBLookupCombo:6; TImage:5,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.57.txt,57,33505,202,Top:67; TLabel:31; Transparent:29; TabOrder:12; TSpeedButton:9; TBevel:6; TMenuItem:6; TEdit:5,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.58.txt,58,43566,413,Top:123; TabOrder:54; TLabel:28; Transparent:24; TStringField:17; TSpeedButton:15; TCALEdit:14; TPanel:11,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.59.txt,59,42629,409,Top:130; TabOrder:65; TLabel:37; Transparent:31; TPanel:22; TSpeedButton:15; TCALEdit:15; Text:9,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.6.txt,6,29154,635,Top:144; TStringField:46; TTable:42; TabOrder:27; TLabel:25; TableType:23; TDataSource:22; TableName:22,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.60.txt,60,31188,233,Top:65; Transparent:19; TabOrder:19; TLabel:18; TMenuItem:9; TSpeedButton:7; TEdit:7; TX:7,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.61.txt,61,32650,248,Top:72; TLabel:29; Transparent:29; TabOrder:16; TEdit:8; TSpeedButton:8; TX:8; TIC:7,nao,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.62.txt,62,32929,355,Top:89; TabOrder:31; TLabel:19; Transparent:19; TStringField:19; TEdit:15; TitleFont:15; TMenuItem:10,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.63.txt,63,28210,293,Top:73; TabOrder:26; TitleFont:20; TStringField:18; TEdit:17; TLabel:9; Transparent:9; TMenuItem:8,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.64.txt,64,27743,288,Top:68; TabOrder:22; TStringField:22; TitleFont:20; TEdit:13; TTable:8; TableName:8; TLabel:8,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.65.txt,65,26024,203,Top:54; TabOrder:15; TitleFont:15; TEdit:9; TLabel:9; Transparent:9; TStringField:8; TMenuItem:8,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.66.txt,66,24186,150,Top:39; TitleFont:15; TabOrder:10; TMenuItem:8; TLabel:7; Transparent:7; TdE:6; TSpeedButton:6,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.67.txt,67,26000,160,Top:42; TitleFont:20; TMenuItem:12; TLabel:9; Transparent:9; TX:9; TabOrder:8; TdE:7,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.68.txt,68,26065,164,Top:42; TitleFont:20; TMenuItem:12; TLabel:9; Transparent:9; TX:9; TabOrder:8; TdE:7,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.69.txt,69,26162,169,Top:43; TitleFont:20; TMenuItem:12; TLabel:11; Transparent:11; TX:9; TabOrder:8; TdE:7,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.7.txt,7,26069,554,Top:117; TStringField:46; TTable:40; TabOrder:23; TableType:23; TableName:22; TDataSource:20; TLabel:18,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.70.txt,70,26525,177,Top:45; TitleFont:20; Transparent:13; TLabel:12; TMenuItem:12; TX:9; TabOrder:8; TdE:6,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.71.txt,71,28929,191,Top:54; Transparent:17; TitleFont:15; TLabel:15; TabOrder:14; TMenuItem:8; TSpeedButton:7; TdE:6,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.72.txt,72,29155,196,Top:60; Transparent:20; TabOrder:19; TLabel:18; TitleFont:10; TPanel:10; TSpeedButton:7; TX:7,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.73.txt,73,32773,263,Top:66; TStringField:31; TabOrder:19; Transparent:17; TLabel:16; TIntegerField:12; TPanel:10; TSpeedButton:7,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.74.txt,74,33820,261,Top:81; TLabel:41; Transparent:41; TabOrder:20; TSpeedButton:8; TX:8; TPanel:7; TEdit:5,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.75.txt,75,36416,420,Top:115; TLabel:36; TabOrder:32; Transparent:22; TStringField:18; TAction:16; TPanel:11; TX:10,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.76.txt,76,33992,425,Top:112; TabOrder:35; TLabel:27; TMenuItem:25; TStringField:18; TAction:16; TitleFont:15; TPanel:12,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.77.txt,77,28495,324,Top:99; TabOrder:29; TLabel:27; TMenuItem:20; TAction:16; TPanel:10; TitleFont:10; TToolButton:8,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.78.txt,78,28399,284,Top:78; TMenuItem:25; TabOrder:24; TLabel:20; TAction:16; TitleFont:10; TPanel:9; TToolButton:8,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.79.txt,79,24045,148,Top:43; TLabel:16; TitleFont:10; TSpeedButton:8; TMenuItem:8; Transparent:7; TabOrder:7; TStringField:5,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.8.txt,8,23259,464,Top:99; TTable:39; TStringField:33; TableType:23; TableName:21; TDataSource:19; TLabel:15; Transparent:14,sim,nao,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.80.txt,80,28820,191,Top:55; TLabel:24; Transparent:18; TImage:10; TSpeedButton:8; TMenuItem:8; TabOrder:5; TitleFont:5,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.81.txt,81,28837,189,Top:56; Transparent:22; TLabel:18; TMenuItem:12; TImage:10; TSpeedButton:8; TabOrder:8; TitleFont:5,nao,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.82.txt,82,37336,455,Top:138; TLabel:70; Transparent:69; TabOrder:37; TMenuItem:12; TDateEdit:9; TDBLookupCombo:8; Tipo:8,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.83.txt,83,56300,1126,Top:251; TabOrder:71; Transparent:69; TLabel:67; TStringField:67; TMenuItem:64; TTable:49; TDataSource:37,sim,nao,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.84.txt,84,57233,1200,Top:264; TStringField:82; TabOrder:69; Transparent:64; TMenuItem:64; TLabel:63; TTable:61; TDataSource:45,sim,nao,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.85.txt,85,57792,1280,Top:280; TStringField:94; TTable:77; TabOrder:69; TMenuItem:64; Transparent:55; TLabel:54; TDataSource:49,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.86.txt,86,25154,95,Top:28; Transparent:10; TSpeedButton:10; TLabel:9; TitleFont:5; TabOrder:3; To:3; TImage:2,nao,sim,nao,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.87.txt,87,24902,126,Top:39; TLabel:15; Transparent:12; TabOrder:10; TSpeedButton:9; TitleFont:5; TPanel:4; Tcc:3,nao,sim,nao,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.88.txt,88,32634,387,Top:75; TStringField:38; TTable:30; TMenuItem:26; TableType:14; TIntegerField:11; TableName:10; TabOrder:8,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.89.txt,89,37775,419,Top:129; TTable:66; TLabel:18; TabOrder:16; Transparent:16; TitleFont:10; TPanel:9; TSpeedButton:7,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.9.txt,9,16485,358,Top:66; TTable:38; TStringField:33; TableType:23; TableName:21; TDataSource:19; TIntegerField:7; TFloatField:6,sim,nao,nao,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.90.txt,90,35698,392,Top:123; TTable:66; TLabel:19; Transparent:17; TabOrder:14; TPanel:8; TSpeedButton:8; TImage:5,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.91.txt,91,33039,165,Top:46; TLabel:15; TabOrder:12; Transparent:12; TPanel:8; TSpeedButton:8; TitleFont:5; TX:5,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.92.txt,92,35849,442,Top:123; TMenuItem:36; TTable:32; TLabel:20; Transparent:20; TDataSource:19; TabOrder:15; TableName:14,sim,nao,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.93.txt,93,40121,436,Top:140; TabOrder:51; TLabel:36; Transparent:23; TSpeedButton:17; TLabeledEdit:10; TPanel:8; TImage:8,nao,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.94.txt,94,38950,561,Top:158; TabOrder:47; TLabel:28; TMenuItem:24; TTable:21; TSpeedButton:17; TStringField:17; Transparent:13,sim,sim,sim,sim
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.95.txt,95,39618,579,Top:162; TabOrder:61; TLabel:38; TTable:21; TMenuItem:19; TStringField:17; TitleFont:15; Transparent:13,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.96.txt,96,37880,538,Top:148; TabOrder:49; TLabel:37; TTable:21; TMenuItem:19; TStringField:17; TitleFont:15; Transparent:13,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.97.txt,97,36220,487,Top:130; TabOrder:38; TLabel:31; TTable:21; TMenuItem:19; TStringField:17; TitleFont:15; Transparent:13,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.98.txt,98,38033,443,Top:127; TabOrder:51; TLabel:35; Transparent:19; TEdit:16; TitleFont:15; TStringField:15; TSpeedButton:11,sim,sim,sim,nao
LavFacilLan,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavFacilLan.tpf0.99.txt,99,41525,580,Top:162; TabOrder:51; TLabel:32; TTable:23; TMenuItem:21; TStringField:18; Transparent:17; TitleFont:15,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.1.txt,1,89812,27,Tb:12; TPF0:1; TbA:1; ThI:1; TEb:1; TIb:1; TMb:1; TlsSetValue:1,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.10.txt,10,56856,1113,Top:248; TStringField:92; TabOrder:91; TTable:51; TLabel:39; TableType:38; TDataSource:25; TMenuItem:24,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.100.txt,100,84533,1460,Top:420; TabOrder:189; TLabel:114; TStringField:52; TPanel:43; TMenuItem:41; TDBLookupCombo:39; TTable:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.101.txt,101,84831,1467,Top:425; TabOrder:186; TLabel:118; TStringField:52; TPanel:43; TMenuItem:39; TDBLookupCombo:38; TTable:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.102.txt,102,86548,1882,Top:450; TabOrder:178; TStringField:153; TLabel:84; TTable:82; TMenuItem:70; TDataSource:58; TableName:52,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.103.txt,103,86804,1922,Top:461; TabOrder:190; TStringField:153; TLabel:84; TTable:82; TMenuItem:73; TDataSource:58; TableName:52,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.104.txt,104,87019,1908,Top:466; TabOrder:195; TStringField:153; TLabel:91; TTable:74; TMenuItem:71; TDataSource:55; TPanel:52,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.105.txt,105,87049,1900,Top:455; TStringField:169; TabOrder:166; TLabel:107; TMenuItem:75; TTable:74; TDataSource:52; TableName:41,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.106.txt,106,87040,1917,Top:438; TStringField:176; TabOrder:161; TLabel:98; TTable:82; TMenuItem:66; TDataSource:50; TableName:49,sim,sim,sim,sim
